,2000,2000,,2013,2013,,
,Labor,,,Labor,,,2000-2013
County,Force,Unemployed,Percentage,Force,Unemployed,Percentage,Change
Adair,"4,530",110,2.40%,"4,340",170,3.90%,61.30%
Adams,"2,130",90,4.20%,"2,060",80,3.90%,-8.10%
Allamakee,"7,420",290,3.90%,"7,660",490,6.40%,63.70%
Appanoose,"6,550",280,4.30%,"5,870",380,6.50%,51.40%
Audubon,"3,350",100,3.00%,"3,170",160,5.00%,69.10%
Benton,"11,790",290,2.50%,"13,700",700,5.10%,107.70%
Black Hawk,"68,200","2,000",2.90%,"74,800","3,500",4.70%,59.60%
Boone,"13,720",310,2.30%,"15,590",590,3.80%,67.50%
Bremer,"12,600",300,2.40%,"14,200",500,3.50%,47.90%
Buchanan,"10,890",340,3.10%,"10,900",520,4.80%,52.80%
Buena Vista,"10,820",230,2.10%,"10,720",440,4.10%,93.10%
Butler,"7,340",270,3.70%,"8,660",370,4.30%,16.10%
Calhoun,"4,730",140,3.00%,"4,920",220,4.50%,51.10%
Carroll,"12,390",290,2.30%,"11,930",370,3.10%,32.50%
Cass,"7,310",310,4.20%,"7,490",370,4.90%,16.50%
Cedar,"9,440",220,2.30%,"11,230",460,4.10%,75.80%
Cerro Gordo,"25,790",780,3.00%,"23,980","1,240",5.20%,71.00%
Cherokee,"6,850",150,2.20%,"6,710",290,4.30%,97.40%
Chickasaw,"7,160",560,7.80%,"6,670",310,4.60%,-40.60%
Clarke,"5,190",160,3.10%,"4,620",250,5.40%,75.50%
Clay,"10,330",250,2.40%,"9,150",390,4.30%,76.10%
Clayton,"10,190",400,3.90%,"9,800",570,5.80%,48.20%
Clinton,"26,490",920,3.50%,"26,440","1,410",5.30%,53.60%
Crawford,"8,830",200,2.30%,"9,390",370,3.90%,74.00%
Dallas,"21,900",300,1.40%,"39,400","1,500",3.80%,177.90%
Davis,"4,150",110,2.70%,"3,930",230,5.90%,120.80%
Decatur,"3,570",160,4.50%,"4,190",190,4.50%,1.20%
Delaware,"9,500",340,3.60%,"10,960",440,4.00%,12.20%
Des Moines,"23,430",780,3.30%,"21,090","1,260",6.00%,79.50%
Dickinson,"9,900",230,2.30%,"9,370",480,5.10%,120.50%
Dubuque,"49,100","1,600",3.30%,"54,400","2,500",4.60%,41.00%
