,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number and percentage of public school students with disabilities receiving disciplinary actions by gender and race/ethnicity, for state: School Year 2011-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Discipline,Gender,Students With Disabilities,,Students With Disabilities Served Only Under Section 504,,Students  With Disabilities Served Under  IDEA,,Race/Ethnicity of Students With Disabilities Served Under IDEA1,,,,,,,,,,,,,,English Language Learners With Disabilities ,,Number of Schoolsa,Percent of Schools Reporting ,,,,,,,,,,,,,,,,
,,,,,,,,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,,,,,,,,,,,,
,,,,Number,Percent2,Number,Percent2,Number,Percent2,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent2,,,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Corporal punishment,Female,1-3 ,100.0 ,0 ,0.0 ,1-3 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,1-3 ,100.0 ,0 ,0.0 ,1-3 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,866 ,81.4 ,7 ,0.7 ,859 ,80.7 ,70 ,6.6 ,4 ,0.4 ,129 ,12.2 ,31 ,2.9 ,600 ,56.9 ,1-3 ,0.2 ,23 ,2.2 ,30 ,2.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,One or more in-school suspensions,Female,198 ,18.6 ,1-3 ,0.2 ,196 ,18.4 ,16 ,1.5 ,1-3 ,0.2 ,31 ,2.9 ,8 ,0.8 ,131 ,12.4 ,0 ,0.0 ,8 ,0.8 ,9 ,0.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,"1,064 ",100.0 ,9 ,0.8 ,"1,055 ",99.2 ,86 ,8.2 ,6 ,0.6 ,160 ,15.2 ,39 ,3.7 ,731 ,69.3 ,1-3 ,0.2 ,31 ,2.9 ,39 ,3.7 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,387 ,78.8 ,0 ,0.0 ,387 ,78.8 ,28 ,5.7 ,1-3 ,0.4 ,43 ,8.8 ,14 ,2.9 ,289 ,58.9 ,1-3 ,0.4 ,9 ,1.8 ,10 ,2.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Only one out-of-school suspension,Female,104 ,21.2 ,0 ,0.0 ,104 ,21.2 ,5 ,1.0 ,0 ,0.0 ,17 ,3.5 ,1-3 ,0.4 ,78 ,15.9 ,0 ,0.0 ,1-3 ,0.4 ,4 ,0.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,491 ,100.0 ,0 ,0.0 ,491 ,100.0 ,33 ,6.7 ,1-3 ,0.4 ,60 ,12.2 ,16 ,3.3 ,367 ,74.7 ,1-3 ,0.4 ,11 ,2.2 ,14 ,2.9 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,250 ,83.6 ,0 ,0.0 ,250 ,83.6 ,11 ,3.7 ,1-3 ,0.7 ,46 ,15.4 ,7 ,2.3 ,176 ,58.9 ,0 ,0.0 ,8 ,2.7 ,7 ,2.3 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,More than one out-of-school suspension,Female,49 ,16.4 ,0 ,0.0 ,49 ,16.4 ,4 ,1.3 ,0 ,0.0 ,11 ,3.7 ,4 ,1.3 ,28 ,9.4 ,0 ,0.0 ,1-3 ,0.7 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,299 ,100.0 ,0 ,0.0 ,299 ,100.0 ,15 ,5.0 ,1-3 ,0.7 ,57 ,19.1 ,11 ,3.7 ,204 ,68.2 ,0 ,0.0 ,10 ,3.3 ,7 ,2.3 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,642 ,80.8 ,0 ,0.0 ,642 ,80.8 ,39 ,4.9 ,1-3 ,0.3 ,90 ,11.3 ,21 ,2.6 ,470 ,59.1 ,1-3 ,0.3 ,18 ,2.3 ,18 ,2.3 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,One or more out-of-school suspensions,Female,153 ,19.2 ,0 ,0.0 ,153 ,19.2 ,9 ,1.1 ,0 ,0.0 ,28 ,3.5 ,7 ,0.9 ,107 ,13.5 ,0 ,0.0 ,1-3 ,0.3 ,4 ,0.5 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,795 ,100.0 ,0 ,0.0 ,795 ,100.0 ,48 ,6.0 ,1-3 ,0.3 ,118 ,14.8 ,28 ,3.5 ,577 ,72.6 ,1-3 ,0.3 ,20 ,2.5 ,22 ,2.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,41 ,83.7 ,0 ,0.0 ,41 ,83.7 ,1-3 ,4.1 ,0 ,0.0 ,10 ,20.4 ,1-3 ,4.1 ,27 ,55.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Expulsions with educational services,Female,8 ,16.3 ,0 ,0.0 ,8 ,16.3 ,1-3 ,4.1 ,0 ,0.0 ,1-3 ,4.1 ,0 ,0.0 ,4 ,8.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,49 ,100.0 ,0 ,0.0 ,49 ,100.0 ,4 ,8.2 ,0 ,0.0 ,12 ,24.5 ,1-3 ,4.1 ,31 ,63.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,6 ,100.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,1-3 ,33.3 ,1-3 ,33.3 ,0 ,0.0 ,1-3 ,33.3 ,0 ,0.0 ,0 ,0.0 ,1-3 ,33.3 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Expulsions without educational services,Female,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,6 ,100.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,1-3 ,33.3 ,1-3 ,33.3 ,0 ,0.0 ,1-3 ,33.3 ,0 ,0.0 ,0 ,0.0 ,1-3 ,33.3 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,45 ,88.2 ,0 ,0.0 ,45 ,88.2 ,1-3 ,3.9 ,1-3 ,3.9 ,11 ,21.6 ,1-3 ,3.9 ,28 ,54.9 ,0 ,0.0 ,0 ,0.0 ,1-3 ,3.9 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Expulsions with or without educational services,Female,6 ,11.8 ,0 ,0.0 ,6 ,11.8 ,1-3 ,3.9 ,0 ,0.0 ,1-3 ,3.9 ,0 ,0.0 ,1-3 ,3.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,51 ,100.0 ,0 ,0.0 ,51 ,100.0 ,4 ,7.8 ,1-3 ,3.9 ,13 ,25.5 ,1-3 ,3.9 ,30 ,58.8 ,0 ,0.0 ,0 ,0.0 ,1-3 ,3.9 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,7 ,100.0 ,0 ,0.0 ,7 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,28.6 ,0 ,0.0 ,5 ,71.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Expulsions under zero-tolerance policies,Female,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,7 ,100.0 ,0 ,0.0 ,7 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,28.6 ,0 ,0.0 ,5 ,71.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,196 ,84.1 ,1-3 ,0.9 ,194 ,83.3 ,10 ,4.3 ,1-3 ,0.9 ,19 ,8.2 ,12 ,5.2 ,151 ,65.4 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.9 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,Referral to law enforcement,Female,37 ,15.9 ,0 ,0.0 ,37 ,15.9 ,0 ,0.0 ,0 ,0.0 ,7 ,3.0 ,1-3 ,0.9 ,28 ,12.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.9 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,233 ,100.0 ,1-3 ,0.9 ,231 ,99.1 ,10 ,4.3 ,1-3 ,0.9 ,26 ,11.3 ,14 ,6.1 ,179 ,77.5 ,0 ,0.0 ,0 ,0.0 ,4 ,1.7 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Male,15 ,88.2 ,0 ,0.0 ,15 ,88.2 ,0 ,0.0 ,1-3 ,11.8 ,5 ,29.4 ,0 ,0.0 ,8 ,47.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,11.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,School-related arrests,Female,1-3 ,11.8 ,0 ,0.0 ,1-3 ,11.8 ,0 ,0.0 ,0 ,0.0 ,1-3 ,11.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Wyoming,,Total,17 ,100.0 ,0 ,0.0 ,17 ,100.0 ,0 ,0.0 ,1-3 ,11.8 ,7 ,41.2 ,0 ,0.0 ,8 ,47.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,11.8 ,349 ,100.0 ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1 Discipline data by race/ethnicity were collected only for students with disabilities served under the Individuals with Disabilities Education Act (IDEA), but not for students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
