,"Number and percentage of public school students with disabilities served under IDEA subjected to seclusion, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,
Seclusion,United States,"16,272 ",164 ,1.0 ,177 ,1.1 ,"1,259 ",7.7 ,"3,418 ",21.0 ,"10,475 ",64.4 ,11 ,0.1 ,768 ,4.7 ,301 ,1.8 ,"95,507 ",99.4 ,
Seclusion,Alabama,127 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,70 ,55.1 ,51 ,40.2 ,0 ,0.0 ,6 ,4.7 ,1 to 3,1.6 ,"1,397 ",97.0 ,
Seclusion,Alaska,40 ,8 ,20.0 ,0 ,0.0 ,0 ,0.0 ,4 ,10.0 ,28 ,70.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,
Seclusion,Arizona,348 ,16 ,4.6 ,4 ,1.1 ,97 ,27.9 ,54 ,15.5 ,161 ,46.3 ,0 ,0.0 ,16 ,4.6 ,1 to 3,0.3 ,"1,913 ",99.2 ,
Seclusion,Arkansas,39 ,0 ,0.0 ,0 ,0.0 ,5 ,12.8 ,1 to 3,2.6 ,32 ,82.1 ,0 ,0.0 ,1 to 3,2.6 ,1 to 3,7.7 ,"1,085 ",100.0 ,
Seclusion,California,87 ,1 to 3,1.1 ,8 ,9.2 ,28 ,32.2 ,4 ,4.6 ,46 ,52.9 ,0 ,0.0 ,0 ,0.0 ,17 ,19.5 ,"9,883 ",99.8 ,
Seclusion,Colorado,237 ,1 to 3,0.8 ,1 to 3,1.3 ,60 ,25.3 ,26 ,11.0 ,134 ,56.5 ,0 ,0.0 ,12 ,5.1 ,10 ,4.2 ,"1,841 ",100.0 ,
Seclusion,Connecticut,668 ,1 to 3,0.1 ,9 ,1.3 ,139 ,20.8 ,143 ,21.4 ,355 ,53.1 ,0 ,0.0 ,21 ,3.1 ,12 ,1.8 ,"1,140 ",100.0 ,
Seclusion,Delaware,35 ,0 ,0.0 ,1 to 3,5.7 ,0 ,0.0 ,16 ,45.7 ,17 ,48.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,
Seclusion,District of Columbia,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,80.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,20.0 ,0 ,0.0 ,204 ,100.0 ,
Seclusion,Florida,249 ,0 ,0.0 ,4 ,1.6 ,38 ,15.3 ,78 ,31.3 ,115 ,46.2 ,0 ,0.0 ,14 ,5.6 ,8 ,3.2 ,"3,954 ",100.0 ,
Seclusion,Georgia,29 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17 ,58.6 ,10 ,34.5 ,0 ,0.0 ,1 to 3,6.9 ,0 ,0.0 ,"2,444 ",99.8 ,
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,
Seclusion,Idaho,66 ,1 to 3,1.5 ,0 ,0.0 ,6 ,9.1 ,6 ,9.1 ,50 ,75.8 ,0 ,0.0 ,1 to 3,4.5 ,0 ,0.0 ,715 ,100.0 ,
Seclusion,Illinois,"1,666 ",0 ,0.0 ,15 ,0.9 ,83 ,5.0 ,575 ,34.5 ,917 ,55.0 ,0 ,0.0 ,76 ,4.6 ,14 ,0.8 ,"4,134 ",100.0 ,
Seclusion,Indiana,553 ,0 ,0.0 ,5 ,0.9 ,27 ,4.9 ,83 ,15.0 ,398 ,72.0 ,0 ,0.0 ,40 ,7.2 ,4 ,0.7 ,"1,864 ",100.0 ,
Seclusion,Iowa,813 ,1 to 3,0.2 ,1 to 3,0.4 ,27 ,3.3 ,140 ,17.2 ,613 ,75.4 ,0 ,0.0 ,28 ,3.4 ,10 ,1.2 ,"1,424 ",100.0 ,
Seclusion,Kansas,574 ,11 ,1.9 ,1 to 3,0.5 ,39 ,6.8 ,55 ,9.6 ,425 ,74.0 ,0 ,0.0 ,41 ,7.1 ,12 ,2.1 ,"1,396 ",99.9 ,
Seclusion,Kentucky,598 ,1 to 3,0.2 ,1 to 3,0.2 ,88 ,14.7 ,133 ,22.2 ,303 ,50.7 ,0 ,0.0 ,72 ,12.0 ,9 ,1.5 ,"1,422 ",100.0 ,
Seclusion,Louisiana,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,27.3 ,8 ,72.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,
Seclusion,Maine,372 ,1 to 3,0.8 ,0 ,0.0 ,7 ,1.9 ,13 ,3.5 ,344 ,92.5 ,0 ,0.0 ,5 ,1.3 ,1 to 3,0.8 ,573 ,99.0 ,
Seclusion,Maryland,454 ,0 ,0.0 ,8 ,1.8 ,24 ,5.3 ,204 ,44.9 ,196 ,43.2 ,0 ,0.0 ,22 ,4.8 ,7 ,1.5 ,"1,435 ",100.0 ,
Seclusion,Massachusetts,80 ,0 ,0.0 ,1 to 3,3.8 ,22 ,27.5 ,10 ,12.5 ,41 ,51.3 ,0 ,0.0 ,4 ,5.0 ,11 ,13.8 ,"1,859 ",100.0 ,
Seclusion,Michigan,"1,383 ",14 ,1.0 ,14 ,1.0 ,40 ,2.9 ,158 ,11.4 ,"1,118 ",80.8 ,1 to 3,0.1 ,38 ,2.7 ,1 to 3,0.2 ,"3,672 ",100.0 ,
Seclusion,Minnesota,"1,009 ",15 ,1.5 ,10 ,1.0 ,55 ,5.5 ,374 ,37.1 ,521 ,51.6 ,1 to 3,0.2 ,32 ,3.2 ,22 ,2.2 ,"2,056 ",100.0 ,
Seclusion,Mississippi,21 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,38.1 ,13 ,61.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,
Seclusion,Missouri,628 ,1 to 3,0.2 ,1 to 3,0.5 ,14 ,2.2 ,109 ,17.4 ,483 ,76.9 ,0 ,0.0 ,18 ,2.9 ,0 ,0.0 ,"2,281 ",100.0 ,
Seclusion,Montana,38 ,4 ,10.5 ,1 to 3,2.6 ,1 to 3,5.3 ,0 ,0.0 ,30 ,78.9 ,0 ,0.0 ,1 to 3,2.6 ,0 ,0.0 ,794 ,100.0 ,
Seclusion,Nebraska,492 ,1 to 3,0.4 ,4 ,0.8 ,45 ,9.1 ,53 ,10.8 ,357 ,72.6 ,0 ,0.0 ,31 ,6.3 ,1 to 3,0.4 ,"1,050 ",100.0 ,
Seclusion,Nevada,20 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.0 ,9 ,45.0 ,9 ,45.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,
Seclusion,New Hampshire,80 ,0 ,0.0 ,1 to 3,1.3 ,4 ,5.0 ,5 ,6.3 ,69 ,86.3 ,0 ,0.0 ,1 to 3,1.3 ,0 ,0.0 ,482 ,100.0 ,
Seclusion,New Jersey,131 ,0 ,0.0 ,5 ,3.8 ,20 ,15.3 ,52 ,39.7 ,49 ,37.4 ,0 ,0.0 ,5 ,3.8 ,0 ,0.0 ,"2,469 ",100.0 ,
Seclusion,New Mexico,7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,5 ,71.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.7 ,
Seclusion,New York,171 ,1 to 3,0.6 ,1 to 3,0.6 ,25 ,14.6 ,40 ,23.4 ,100 ,58.5 ,0 ,0.0 ,4 ,2.3 ,0 ,0.0 ,"4,894 ",99.9 ,
Seclusion,North Carolina,13 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,69.2 ,4 ,30.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,
Seclusion,North Dakota,65 ,8 ,12.3 ,1 to 3,3.1 ,4 ,6.2 ,5 ,7.7 ,45 ,69.2 ,1 to 3,1.5 ,0 ,0.0 ,7 ,10.8 ,451 ,100.0 ,
Seclusion,Ohio,555 ,0 ,0.0 ,4 ,0.7 ,16 ,2.9 ,184 ,33.2 ,328 ,59.1 ,0 ,0.0 ,23 ,4.1 ,4 ,0.7 ,"3,609 ",100.0 ,
Seclusion,Oklahoma,235 ,20 ,8.5 ,0 ,0.0 ,25 ,10.6 ,69 ,29.4 ,105 ,44.7 ,0 ,0.0 ,16 ,6.8 ,21 ,8.9 ,"1,811 ",100.0 ,
Seclusion,Oregon,495 ,8 ,1.6 ,10 ,2.0 ,51 ,10.3 ,21 ,4.2 ,367 ,74.1 ,1 to 3,0.4 ,36 ,7.3 ,30 ,6.1 ,"1,309 ",100.0 ,
Seclusion,Pennsylvania,224 ,0 ,0.0 ,0 ,0.0 ,6 ,2.7 ,7 ,3.1 ,206 ,92.0 ,0 ,0.0 ,5 ,2.2 ,1 to 3,0.4 ,"3,056 ",93.0 ,
Seclusion,Rhode Island,29 ,0 ,0.0 ,0 ,0.0 ,12 ,41.4 ,1 to 3,10.3 ,9 ,31.0 ,0 ,0.0 ,5 ,17.2 ,1 to 3,3.4 ,293 ,100.0 ,
Seclusion,South Carolina,224 ,0 ,0.0 ,1 to 3,1.3 ,5 ,2.2 ,107 ,47.8 ,103 ,46.0 ,0 ,0.0 ,6 ,2.7 ,5 ,2.2 ,"1,226 ",100.0 ,
Seclusion,South Dakota,28 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,26 ,92.9 ,0 ,0.0 ,1 to 3,7.1 ,0 ,0.0 ,687 ,100.0 ,
Seclusion,Tennessee,269 ,1 to 3,1.1 ,4 ,1.5 ,4 ,1.5 ,69 ,25.7 ,183 ,68.0 ,0 ,0.0 ,6 ,2.2 ,6 ,2.2 ,"1,798 ",90.6 ,
Seclusion,Texas,230 ,0 ,0.0 ,1 to 3,1.3 ,61 ,26.5 ,49 ,21.3 ,109 ,47.4 ,0 ,0.0 ,8 ,3.5 ,14 ,6.1 ,"8,574 ",100.0 ,
Seclusion,Utah,248 ,1 to 3,0.8 ,5 ,2.0 ,19 ,7.7 ,4 ,1.6 ,210 ,84.7 ,1 to 3,0.4 ,7 ,2.8 ,7 ,2.8 ,990 ,100.0 ,
Seclusion,Vermont,139 ,1 to 3,1.4 ,1 to 3,1.4 ,1 to 3,2.2 ,1 to 3,2.2 ,122 ,87.8 ,0 ,0.0 ,7 ,5.0 ,1 to 3,1.4 ,307 ,100.0 ,
Seclusion,Virginia,404 ,1 to 3,0.7 ,1 to 3,0.5 ,12 ,3.0 ,208 ,51.5 ,156 ,38.6 ,0 ,0.0 ,23 ,5.7 ,0 ,0.0 ,"1,969 ",99.6 ,
Seclusion,Washington,554 ,12 ,2.2 ,14 ,2.5 ,58 ,10.5 ,44 ,7.9 ,367 ,66.2 ,1 to 3,0.5 ,56 ,10.1 ,17 ,3.1 ,"2,282 ",99.5 ,
Seclusion,West Virginia,24 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.3 ,21 ,87.5 ,0 ,0.0 ,1 to 3,4.2 ,0 ,0.0 ,730 ,100.0 ,
Seclusion,Wisconsin,"1,352 ",18 ,1.3 ,21 ,1.6 ,78 ,5.8 ,182 ,13.5 ,980 ,72.5 ,1 to 3,0.1 ,72 ,5.3 ,32 ,2.4 ,"2,244 ",98.8 ,
Seclusion,Wyoming,153 ,5 ,3.3 ,0 ,0.0 ,8 ,5.2 ,1 to 3,2.0 ,136 ,88.9 ,0 ,0.0 ,1 to 3,0.7 ,4 ,2.6 ,360 ,100.0 ,
,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 16,272 public school students with disabilities served under the Individuals with Disabilities Education Act (IDEA) subjected to seclusion, 164 (1.0%) were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
