,"Number and percentage of public school female students retained in grade 10, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 10,United States,"54,069 ",685 ,1.3 ,"1,098 ",2.0 ,"16,633 ",30.8 ,"18,296 ",33.8 ,"15,728 ",29.1 ,318 ,0.6 ,"1,311 ",2.4 ,"7,123 ",13.2 ,"1,330 ",2.5 ,"4,790 ",8.9 ,"8,804 ",100.0 
Retained in grade 10,Alabama,"1,216 ",7 ,0.6 ,1 to 3,0.2 ,51 ,4.2 ,701 ,57.6 ,440 ,36.2 ,0 ,0.0 ,14 ,1.2 ,104 ,8.6 ,11 ,0.9 ,29 ,2.4 ,236 ,100.0 
Retained in grade 10,Alaska,44 ,38 ,86.4 ,0 ,0.0 ,1 to 3,4.5 ,0 ,0.0 ,4 ,9.1 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.8 ,0 ,0.0 ,14 ,31.8 ,48 ,100.0 
Retained in grade 10,Arizona,"1,396 ",65 ,4.7 ,16 ,1.1 ,962 ,68.9 ,109 ,7.8 ,223 ,16.0 ,4 ,0.3 ,17 ,1.2 ,112 ,8.0 ,12 ,0.9 ,78 ,5.6 ,69 ,100.0 
Retained in grade 10,Arkansas,271 ,1 to 3,1.1 ,4 ,1.5 ,43 ,15.9 ,125 ,46.1 ,89 ,32.8 ,7 ,2.6 ,0 ,0.0 ,16 ,5.9 ,4 ,1.5 ,35 ,12.9 ,93 ,100.0 
Retained in grade 10,California,"3,435 ",22 ,0.6 ,111 ,3.2 ,"2,356 ",68.6 ,410 ,11.9 ,439 ,12.8 ,38 ,1.1 ,59 ,1.7 ,308 ,9.0 ,38 ,1.1 ,706 ,20.6 ,432 ,100.0 
Retained in grade 10,Colorado,464 ,8 ,1.7 ,5 ,1.1 ,276 ,59.5 ,53 ,11.4 ,108 ,23.3 ,0 ,0.0 ,14 ,3.0 ,35 ,7.5 ,7 ,1.5 ,96 ,20.7 ,115 ,100.0 
