,2000,2000,,2013,2013,,
,Total,Food,,Total,Food,,2000-2013
County,Population,Assistance,Percentage,Population,Assistance,Percentage,Change
Adair,"8,243",282,3.40%,"7,472",895,12.00%,250.10%
Adams,"4,482",216,4.80%,"3,894",489,12.60%,160.60%
Allamakee,"14,675",366,2.50%,"14,169","1,781",12.60%,404.00%
Appanoose,"13,721","1,297",9.50%,"12,692","2,368",18.70%,97.40%
Audubon,"6,830",205,3.00%,"5,873",635,10.80%,260.20%
Benton,"25,308",622,2.50%,"25,699","2,498",9.70%,295.50%
Black Hawk,"128,012","8,778",6.90%,"132,546","20,893",15.80%,129.90%
Boone,"26,224",773,2.90%,"26,364","2,875",10.90%,270.00%
Bremer,"23,325",501,2.10%,"24,624","1,404",5.70%,165.50%
Buchanan,"21,093",674,3.20%,"20,976","1,909",9.10%,184.80%
Buena Vista,"20,411",740,3.60%,"20,567","2,898",14.10%,288.70%
Butler,"15,305",406,2.70%,"15,021","1,295",8.60%,225.00%
Calhoun,"11,115",440,4.00%,"9,926","1,010",10.20%,157.00%
Carroll,"21,421",632,3.00%,"20,598","1,885",9.20%,210.20%
Cass,"14,684",589,4.00%,"13,598","2,050",15.10%,275.80%
Cedar,"18,187",467,2.60%,"18,393","1,555",8.50%,229.20%
Cerro Gordo,"46,447","2,026",4.40%,"43,575","6,418",14.70%,237.70%
Cherokee,"13,035",367,2.80%,"11,945","1,159",9.70%,244.60%
Chickasaw,"13,095",396,3.00%,"12,321","1,087",8.80%,191.70%
Clarke,"9,133",528,5.80%,"9,325","1,616",17.30%,199.80%
Clay,"17,372",613,3.50%,"16,491","2,075",12.60%,256.60%
Clayton,"18,678",420,2.20%,"17,773","1,544",8.70%,286.30%
Clinton,"50,149","3,251",6.50%,"48,420","9,130",18.90%,190.90%
Crawford,"16,942",723,4.30%,"17,434","2,196",12.60%,195.20%
Dallas,"40,750",798,2.00%,"74,641","4,413",5.90%,201.90%
Davis,"8,541",301,3.50%,"8,791",843,9.60%,172.10%
Decatur,"8,689",621,7.10%,"8,136","1,519",18.70%,161.20%
Delaware,"18,404",572,3.10%,"17,534","1,400",8.00%,156.90%
Des Moines,"42,351","2,905",6.90%,"40,480","8,789",21.70%,216.50%
Dickinson,"16,424",455,2.80%,"16,955","1,450",8.60%,208.70%
Dubuque,"89,143","3,054",3.40%,"95,697","11,221",11.70%,242.30%
Emmet,"11,027",392,3.60%,"9,996","1,221",12.20%,243.60%
Fayette,"22,008","1,150",5.20%,"20,502","2,814",13.70%,162.70%
Floyd,"16,900",822,4.90%,"16,092","2,323",14.40%,196.80%
Franklin,"10,704",323,3.00%,"10,548","1,201",11.40%,277.30%
Fremont,"8,010",463,5.80%,"7,080","1,045",14.80%,155.30%
Greene,"10,366",501,4.80%,"9,139","1,404",15.40%,217.90%
Grundy,"12,369",191,1.50%,"12,314",760,6.20%,299.70%
Guthrie,"11,353",431,3.80%,"10,687","1,243",11.60%,206.40%
Hamilton,"16,438",516,3.10%,"15,312","1,892",12.40%,293.60%
Hancock,"12,100",285,2.40%,"11,094","1,022",9.20%,291.10%
Hardin,"18,812",667,3.50%,"17,441","2,363",13.50%,282.10%
Harrison,"15,666",726,4.60%,"14,431","1,874",13.00%,180.20%
Henry,"20,336",791,3.90%,"20,222","3,141",15.50%,299.30%
Howard,"9,932",293,3.00%,"9,526",967,10.20%,244.10%
Humboldt,"10,381",333,3.20%,"9,688","1,076",11.10%,246.20%
Ida,"7,837",240,3.10%,"7,141",732,10.30%,234.70%
Iowa,"15,671",287,1.80%,"16,330","1,254",7.70%,319.30%
Jackson,"20,296",812,4.00%,"19,587","2,717",13.90%,246.70%
Jasper,"37,213","1,070",2.90%,"36,641","5,040",13.80%,378.40%
Jefferson,"16,181",862,5.30%,"16,810","2,597",15.40%,190.00%
Johnson,"111,006","2,707",2.40%,"139,155","11,897",8.50%,250.60%
Jones,"20,221",619,3.10%,"20,611","1,945",9.40%,208.30%
Keokuk,"11,400",720,6.30%,"10,329","1,419",13.70%,117.50%
,Total Food,,Total,Food,,2000-2013,
County,Population Assistance,Percentage,Population,Assistance,Percentage,Change,
Kossuth,"17,163 512",3.00%,"15,321","1,358",8.90%,197.10%,
Lee,"38,052 2,533",6.70%,"35,682","6,973",19.50%,193.60%,
Linn,"191,701 6,959",3.60%,"216,111","27,946",12.90%,256.20%,
Louisa,"12,183 545",4.50%,"11,282","1,572",13.90%,211.50%,
Lucas,"9,422 534",5.70%,"8,746","1,553",17.80%,213.30%,
Lyon,"11,763 282",2.40%,"11,712",751,6.40%,167.50%,
Madison,"14,019 347",2.50%,"15,448","1,354",8.80%,254.10%,
Mahaska,"22,335 1,175",5.30%,"22,417","3,862",17.20%,227.50%,
Marion,"32,052 981",3.10%,"33,252","3,356",10.10%,229.80%,
Marshall,"39,311 2,230",5.70%,"40,994","7,091",17.30%,204.90%,
Mills,"14,547 645",4.40%,"14,896","1,659",11.10%,151.20%,
Mitchell,"10,874 212",1.90%,"10,709",782,7.30%,274.60%,
Monona,"10,020 467",4.70%,"9,121","1,279",14.00%,200.90%,
Monroe,"8,016 519",6.50%,"8,012",957,11.90%,84.50%,
Montgomery,"11,771 749",6.40%,"10,424","2,115",20.30%,218.90%,
Muscatine,"41,722 2,340",5.60%,"42,836","7,956",18.60%,231.20%,
O'Brien,"15,102 326",2.20%,"14,044","1,243",8.90%,310.00%,
Osceola,"7,003 130",1.90%,"6,211",472,7.60%,309.40%,
Page,"16,976 999",5.90%,"15,713","2,390",15.20%,158.50%,
Palo Alto,"10,147 287",2.80%,"9,185",971,10.60%,273.80%,
Plymouth,"24,849 543",2.20%,"24,957","1,780",7.10%,226.40%,
Pocahontas,"8,662 374",4.30%,"7,154","1,001",14.00%,224.10%,
Polk,"374,601 16,298",4.40%,"451,677","72,074",16.00%,266.80%,
Pottawattamie,"87,704 4,963",5.70%,"92,728","17,571",18.90%,234.90%,
Poweshiek,"18,815 542",2.90%,"18,601","1,749",9.40%,226.40%,
Ringgold,"5,469 334",6.10%,"5,072",611,12.00%,97.30%,
Sac,"11,529 410",3.60%,"10,071",973,9.70%,171.70%,
Scott,"158,668 10,906",6.90%,"170,385","32,691",19.20%,179.10%,
Shelby,"13,173 420",3.20%,"11,961","1,230",10.30%,222.50%,
Sioux,"31,589 461",1.50%,"34,547","1,723",5.00%,241.80%,
Story,"79,981 1,541",1.90%,"92,406","6,870",7.40%,285.90%,
Tama,"18,103 552",3.00%,"17,576","2,260",12.90%,321.70%,
Taylor,"6,958 369",5.30%,"6,161",828,13.40%,153.40%,
Union,"12,309 670",5.40%,"12,583","1,997",15.90%,191.60%,
Van Buren,"7,809 372",4.80%,"7,436",958,12.90%,170.40%,
Wapello,"36,051 3,139",8.70%,"35,391","7,869",22.20%,155.40%,
Warren,"40,671 757",1.90%,"47,336","4,095",8.70%,364.80%,
Washington,"20,670 672",3.30%,"22,015","2,489",11.30%,247.80%,
Wayne,"6,730 472",7.00%,"6,402",904,14.10%,101.30%,
Webster,"40,235 2,325",5.80%,"37,044","6,668",18.00%,211.50%,
Winnebago,"11,723 324",2.80%,"10,554","1,031",9.80%,253.50%,
Winneshiek,"21,310 359",1.70%,"20,994","1,140",5.40%,222.30%,
Woodbury,"103,877 5,044",4.90%,"102,130","20,072",19.70%,304.70%,
Worth,"7,909 129",1.60%,"7,541",774,10.30%,529.30%,
Wright,"350.3% 14,334 428",3.00%,"12,972","1,744",13.40%,,
State,"2,926,324 124,395",219.7% 4.3%,"3,090,416","419,989",13.60%,,
Rural,"482,942 16,962",3.50%,"456,317","50,380",11.00%,214.30%,
Small Urban,"1,118,689 47,183",4.20%,"1,141,264","148,374",13.00%,208.20%,
Metropolitan,"1,324,693 60,250",225.8% 4.5%,"1,492,835","221,235",14.80%,,
United States,"281,421,906 17,194,000",6.10%,"316,128,839","47,636,090",15.10%,146.60%,
