,"Number and percentage of public school students with and without disabilities subjected to physical restraint, by race/ethnicity, whether with disabilities served under IDEA or Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Physical restraint,United States,"47,270 ",554 ,1.2 ,471 ,1.0 ,"5,866 ",12.5 ,"11,786 ",25.1 ,"26,284 ",56.1 ,49 ,0.1 ,"1,878 ",4.0 ,"35,597 ",98.9 ,382 ,1.1 ,"1,285 ",2.7 ,"95,507 ",99.4 
Physical restraint,Alabama,844 ,0 ,0.0 ,1 to 3,0.4 ,13 ,1.5 ,427 ,50.9 ,382 ,45.5 ,0 ,0.0 ,14 ,1.7 ,587 ,99.2 ,5 ,0.8 ,19 ,2.3 ,"1,397 ",97.0 
Physical restraint,Alaska,69 ,27 ,39.1 ,0 ,0.0 ,1 to 3,2.9 ,0 ,0.0 ,38 ,55.1 ,0 ,0.0 ,1 to 3,2.9 ,50 ,100.0 ,0 ,0.0 ,6 ,8.7 ,495 ,100.0 
Physical restraint,Arizona,934 ,41 ,4.4 ,10 ,1.1 ,327 ,35.3 ,135 ,14.6 ,385 ,41.6 ,0 ,0.0 ,28 ,3.0 ,593 ,98.7 ,8 ,1.3 ,21 ,2.2 ,"1,913 ",99.2 
Physical restraint,Arkansas,151 ,0 ,0.0 ,1 to 3,1.4 ,9 ,6.1 ,51 ,34.7 ,81 ,55.1 ,0 ,0.0 ,4 ,2.7 ,72 ,94.7 ,4 ,5.3 ,1 to 3,0.7 ,"1,085 ",100.0 
Physical restraint,California,"1,754 ",24 ,1.4 ,81 ,4.6 ,614 ,35.2 ,341 ,19.6 ,628 ,36.0 ,11 ,0.6 ,45 ,2.6 ,"1,455 ",99.3 ,10 ,0.7 ,173 ,9.9 ,"9,883 ",99.8 
Physical restraint,Colorado,449 ,7 ,1.6 ,5 ,1.1 ,151 ,33.7 ,80 ,17.9 ,187 ,41.7 ,1 to 3,0.2 ,17 ,3.8 ,325 ,99.7 ,1 to 3,0.3 ,31 ,6.9 ,"1,841 ",100.0 
Physical restraint,Connecticut,"1,429 ",1 to 3,0.1 ,14 ,1.0 ,303 ,21.5 ,351 ,24.9 ,663 ,47.0 ,0 ,0.0 ,80 ,5.7 ,"1,227 ",98.6 ,17 ,1.4 ,42 ,2.9 ,"1,140 ",100.0 
Physical restraint,Delaware,90 ,0 ,0.0 ,4 ,4.4 ,6 ,6.7 ,32 ,35.6 ,46 ,51.1 ,0 ,0.0 ,1 to 3,2.2 ,76 ,100.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Physical restraint,District of Columbia,90 ,0 ,0.0 ,0 ,0.0 ,6 ,6.7 ,76 ,84.4 ,4 ,4.4 ,0 ,0.0 ,4 ,4.4 ,42 ,100.0 ,0 ,0.0 ,5 ,5.6 ,204 ,100.0 
Physical restraint,Florida,962 ,7 ,0.7 ,6 ,0.6 ,149 ,15.7 ,270 ,28.4 ,450 ,47.3 ,1 to 3,0.2 ,67 ,7.0 ,557 ,98.1 ,11 ,1.9 ,33 ,3.4 ,"3,954 ",100.0 
Physical restraint,Georgia,"1,131 ",4 ,0.4 ,6 ,0.5 ,48 ,4.3 ,532 ,47.2 ,487 ,43.2 ,0 ,0.0 ,50 ,4.4 ,924 ,99.6 ,4 ,0.4 ,12 ,1.1 ,"2,444 ",99.8 
Physical restraint,Hawaii,5 ,0 ,0.0 ,1 to 3,20.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,40.0 ,1 to 3,40.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Physical restraint,Idaho,178 ,8 ,4.5 ,1 to 3,1.1 ,21 ,11.8 ,7 ,3.9 ,135 ,75.8 ,0 ,0.0 ,5 ,2.8 ,96 ,100.0 ,0 ,0.0 ,7 ,3.9 ,715 ,100.0 
Physical restraint,Illinois,"2,310 ",1 to 3,0.0 ,29 ,1.3 ,181 ,7.9 ,710 ,30.8 ,"1,300 ",56.4 ,1 to 3,0.1 ,81 ,3.5 ,"2,035 ",99.7 ,6 ,0.3 ,49 ,2.1 ,"4,134 ",100.0 
Physical restraint,Indiana,"1,194 ",1 to 3,0.1 ,7 ,0.6 ,45 ,3.8 ,270 ,22.8 ,795 ,67.0 ,0 ,0.0 ,68 ,5.7 ,951 ,99.2 ,8 ,0.8 ,16 ,1.3 ,"1,864 ",100.0 
