,"Number and percentage of public school female students retained in grade 8, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 8,United States,"14,292 ",150 ,1.0 ,213 ,1.5 ,"2,969 ",20.8 ,"6,279 ",43.9 ,"4,296 ",30.1 ,48 ,0.3 ,337 ,2.4 ,"1,880 ",13.2 ,617 ,4.3 ,"1,172 ",8.2 ,"7,509 ",100.0 
Retained in grade 8,Alabama,383 ,1 to 3,0.3 ,0 ,0.0 ,13 ,3.4 ,169 ,44.1 ,196 ,51.2 ,0 ,0.0 ,4 ,1.0 ,29 ,7.6 ,1 to 3,0.3 ,7 ,1.8 ,215 ,100.0 
Retained in grade 8,Alaska,17 ,9 ,52.9 ,0 ,0.0 ,1 to 3,17.6 ,1 to 3,11.8 ,1 to 3,17.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.8 ,0 ,0.0 ,5 ,29.4 ,52 ,100.0 
Retained in grade 8,Arizona,129 ,14 ,10.9 ,0 ,0.0 ,42 ,32.6 ,9 ,7.0 ,60 ,46.5 ,0 ,0.0 ,4 ,3.1 ,26 ,20.2 ,1 to 3,1.6 ,6 ,4.7 ,134 ,100.0 
Retained in grade 8,Arkansas,69 ,0 ,0.0 ,0 ,0.0 ,4 ,5.8 ,27 ,39.1 ,37 ,53.6 ,0 ,0.0 ,1 to 3,1.4 ,5 ,7.2 ,1 to 3,1.4 ,5 ,7.2 ,92 ,100.0 
Retained in grade 8,California,136 ,1 to 3,1.5 ,10 ,7.4 ,75 ,55.1 ,12 ,8.8 ,34 ,25.0 ,1 to 3,1.5 ,1 to 3,0.7 ,35 ,25.7 ,1 to 3,1.5 ,27 ,19.9 ,239 ,100.0 
Retained in grade 8,Colorado,72 ,1 to 3,4.2 ,0 ,0.0 ,29 ,40.3 ,7 ,9.7 ,32 ,44.4 ,1 to 3,1.4 ,0 ,0.0 ,13 ,18.1 ,1 to 3,1.4 ,10 ,13.9 ,116 ,100.0 
Retained in grade 8,Connecticut,72 ,0 ,0.0 ,1 to 3,4.2 ,27 ,37.5 ,28 ,38.9 ,13 ,18.1 ,0 ,0.0 ,1 to 3,1.4 ,13 ,18.1 ,1 to 3,1.4 ,8 ,11.1 ,66 ,100.0 
Retained in grade 8,Delaware,23 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.7 ,5 ,21.7 ,16 ,69.6 ,0 ,0.0 ,0 ,0.0 ,7 ,30.4 ,0 ,0.0 ,1 to 3,8.7 ,24 ,100.0 
Retained in grade 8,District of Columbia,23 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.0 ,18 ,78.3 ,1 to 3,8.7 ,0 ,0.0 ,0 ,0.0 ,4 ,17.4 ,1 to 3,4.3 ,1 to 3,8.7 ,21 ,100.0 
Retained in grade 8,Florida,"1,419 ",11 ,0.8 ,12 ,0.8 ,334 ,23.5 ,478 ,33.7 ,518 ,36.5 ,1 to 3,0.1 ,65 ,4.6 ,256 ,18.0 ,54 ,3.8 ,91 ,6.4 ,544 ,100.0 
Retained in grade 8,Georgia,"2,133 ",5 ,0.2 ,43 ,2.0 ,295 ,13.8 ,"1,421 ",66.6 ,294 ,13.8 ,1 to 3,0.1 ,73 ,3.4 ,287 ,13.5 ,64 ,3.0 ,151 ,7.1 ,388 ,100.0 
Retained in grade 8,Hawaii,57 ,1 to 3,3.5 ,8 ,14.0 ,4 ,7.0 ,0 ,0.0 ,10 ,17.5 ,30 ,52.6 ,1 to 3,5.3 ,4 ,7.0 ,1 to 3,3.5 ,10 ,17.5 ,42 ,100.0 
Retained in grade 8,Idaho,35 ,0 ,0.0 ,0 ,0.0 ,7 ,20.0 ,0 ,0.0 ,27 ,77.1 ,0 ,0.0 ,1 to 3,2.9 ,6 ,17.1 ,0 ,0.0 ,0 ,0.0 ,50 ,100.0 
Retained in grade 8,Illinois,184 ,0 ,0.0 ,1 to 3,1.1 ,48 ,26.1 ,61 ,33.2 ,67 ,36.4 ,0 ,0.0 ,6 ,3.3 ,13 ,7.1 ,4 ,2.2 ,7 ,3.8 ,268 ,100.0 
Retained in grade 8,Indiana,77 ,0 ,0.0 ,1 to 3,3.9 ,4 ,5.2 ,11 ,14.3 ,57 ,74.0 ,0 ,0.0 ,1 to 3,2.6 ,30 ,39.0 ,5 ,6.5 ,1 to 3,3.9 ,89 ,100.0 
Retained in grade 8,Iowa,9 ,0 ,0.0 ,1 to 3,22.2 ,0 ,0.0 ,1 to 3,22.2 ,5 ,55.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,1 to 3,22.2 ,21 ,100.0 
Retained in grade 8,Kansas,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,1 to 3,37.5 ,1 to 3,37.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,1 to 3,25.0 ,23 ,100.0 
Retained in grade 8,Kentucky,72 ,1 to 3,1.4 ,1 to 3,4.2 ,1 to 3,2.8 ,16 ,22.2 ,47 ,65.3 ,0 ,0.0 ,1 to 3,4.2 ,13 ,18.1 ,0 ,0.0 ,1 to 3,4.2 ,116 ,100.0 
Retained in grade 8,Louisiana,"2,701 ",11 ,0.4 ,15 ,0.6 ,71 ,2.6 ,"1,884 ",69.8 ,701 ,26.0 ,1 to 3,0.0 ,18 ,0.7 ,226 ,8.4 ,260 ,9.6 ,46 ,1.7 ,356 ,100.0 
Retained in grade 8,Maine,20 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,10.0 ,18 ,90.0 ,0 ,0.0 ,0 ,0.0 ,8 ,40.0 ,1 to 3,10.0 ,1 to 3,10.0 ,31 ,100.0 
Retained in grade 8,Maryland,219 ,0 ,0.0 ,1 to 3,1.4 ,20 ,9.1 ,148 ,67.6 ,44 ,20.1 ,0 ,0.0 ,4 ,1.8 ,39 ,17.8 ,12 ,5.5 ,5 ,2.3 ,147 ,100.0 
Retained in grade 8,Massachusetts,275 ,1 to 3,0.4 ,7 ,2.5 ,54 ,19.6 ,24 ,8.7 ,183 ,66.5 ,0 ,0.0 ,6 ,2.2 ,57 ,20.7 ,1 to 3,1.1 ,22 ,8.0 ,135 ,100.0 
Retained in grade 8,Michigan,227 ,1 to 3,0.4 ,1 to 3,0.4 ,19 ,8.4 ,98 ,43.2 ,99 ,43.6 ,0 ,0.0 ,9 ,4.0 ,16 ,7.0 ,4 ,1.8 ,9 ,4.0 ,241 ,100.0 
Retained in grade 8,Minnesota,145 ,5 ,3.4 ,5 ,3.4 ,23 ,15.9 ,28 ,19.3 ,83 ,57.2 ,1 to 3,0.7 ,0 ,0.0 ,10 ,6.9 ,0 ,0.0 ,9 ,6.2 ,45 ,100.0 
Retained in grade 8,Mississippi,498 ,1 to 3,0.2 ,5 ,1.0 ,7 ,1.4 ,320 ,64.3 ,165 ,33.1 ,0 ,0.0 ,0 ,0.0 ,15 ,3.0 ,1 to 3,0.2 ,5 ,1.0 ,203 ,100.0 
Retained in grade 8,Missouri,118 ,1 to 3,0.8 ,0 ,0.0 ,11 ,9.3 ,72 ,61.0 ,34 ,28.8 ,0 ,0.0 ,0 ,0.0 ,8 ,6.8 ,1 to 3,0.8 ,10 ,8.5 ,88 ,100.0 
Retained in grade 8,Montana,13 ,9 ,69.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,30.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.7 ,20 ,100.0 
Retained in grade 8,Nebraska,17 ,1 to 3,5.9 ,1 to 3,17.6 ,1 to 3,11.8 ,1 to 3,11.8 ,7 ,41.2 ,0 ,0.0 ,1 to 3,11.8 ,7 ,41.2 ,0 ,0.0 ,1 to 3,11.8 ,27 ,100.0 
Retained in grade 8,Nevada,165 ,1 to 3,1.8 ,4 ,2.4 ,80 ,48.5 ,33 ,20.0 ,32 ,19.4 ,4 ,2.4 ,9 ,5.5 ,14 ,8.5 ,1 to 3,1.2 ,35 ,21.2 ,89 ,100.0 
Retained in grade 8,New Hampshire,25 ,0 ,0.0 ,0 ,0.0 ,8 ,32.0 ,0 ,0.0 ,15 ,60.0 ,0 ,0.0 ,1 to 3,8.0 ,7 ,28.0 ,0 ,0.0 ,1 to 3,12.0 ,23 ,100.0 
Retained in grade 8,New Jersey,176 ,1 to 3,0.6 ,6 ,3.4 ,67 ,38.1 ,62 ,35.2 ,40 ,22.7 ,0 ,0.0 ,0 ,0.0 ,22 ,12.5 ,1 to 3,1.1 ,20 ,11.4 ,176 ,100.0 
Retained in grade 8,New Mexico,49 ,9 ,18.4 ,0 ,0.0 ,24 ,49.0 ,1 to 3,6.1 ,12 ,24.5 ,1 to 3,2.0 ,0 ,0.0 ,9 ,18.4 ,1 to 3,2.0 ,8 ,16.3 ,45 ,100.0 
Retained in grade 8,New York,616 ,7 ,1.1 ,14 ,2.3 ,192 ,31.2 ,235 ,38.1 ,157 ,25.5 ,1 to 3,0.2 ,10 ,1.6 ,100 ,16.2 ,12 ,1.9 ,53 ,8.6 ,530 ,100.0 
Retained in grade 8,North Carolina,395 ,6 ,1.5 ,9 ,2.3 ,58 ,14.7 ,137 ,34.7 ,165 ,41.8 ,1 to 3,0.3 ,19 ,4.8 ,88 ,22.3 ,11 ,2.8 ,24 ,6.1 ,300 ,100.0 
Retained in grade 8,North Dakota,9 ,5 ,55.6 ,1 to 3,22.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,0 ,0.0 ,0 ,0.0 ,4 ,44.4 ,0 ,0.0 ,1 to 3,33.3 ,11 ,100.0 
Retained in grade 8,Ohio,362 ,1 to 3,0.6 ,1 to 3,0.8 ,26 ,7.2 ,166 ,45.9 ,145 ,40.1 ,0 ,0.0 ,20 ,5.5 ,55 ,15.2 ,6 ,1.7 ,8 ,2.2 ,175 ,99.4 
Retained in grade 8,Oklahoma,145 ,24 ,16.6 ,0 ,0.0 ,28 ,19.3 ,33 ,22.8 ,50 ,34.5 ,0 ,0.0 ,10 ,6.9 ,16 ,11.0 ,0 ,0.0 ,17 ,11.7 ,111 ,100.0 
Retained in grade 8,Oregon,17 ,1 to 3,5.9 ,1 to 3,11.8 ,0 ,0.0 ,0 ,0.0 ,12 ,70.6 ,0 ,0.0 ,1 to 3,11.8 ,6 ,35.3 ,1 to 3,11.8 ,1 to 3,17.6 ,30 ,100.0 
Retained in grade 8,Pennsylvania,547 ,1 to 3,0.2 ,7 ,1.3 ,68 ,12.4 ,144 ,26.3 ,309 ,56.5 ,0 ,0.0 ,18 ,3.3 ,99 ,18.1 ,15 ,2.7 ,17 ,3.1 ,374 ,100.0 
Retained in grade 8,Rhode Island,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,1 to 3,25.0 ,4 ,50.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,1 to 3,12.5 ,0 ,0.0 ,12 ,100.0 
Retained in grade 8,South Carolina,184 ,0 ,0.0 ,0 ,0.0 ,8 ,4.3 ,79 ,42.9 ,91 ,49.5 ,1 to 3,0.5 ,5 ,2.7 ,27 ,14.7 ,1 to 3,1.6 ,6 ,3.3 ,147 ,100.0 
Retained in grade 8,South Dakota,9 ,1 to 3,22.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,22.2 ,4 ,44.4 ,0 ,0.0 ,1 to 3,11.1 ,1 to 3,22.2 ,0 ,0.0 ,0 ,0.0 ,24 ,100.0 
Retained in grade 8,Tennessee,284 ,1 to 3,0.7 ,1 to 3,1.1 ,22 ,7.7 ,187 ,65.8 ,66 ,23.2 ,0 ,0.0 ,4 ,1.4 ,23 ,8.1 ,4 ,1.4 ,15 ,5.3 ,131 ,99.2 
Retained in grade 8,Texas,"1,698 ",5 ,0.3 ,28 ,1.6 ,"1,210 ",71.3 ,191 ,11.2 ,246 ,14.5 ,1 to 3,0.1 ,17 ,1.0 ,161 ,9.5 ,134 ,7.9 ,476 ,28.0 ,"1,118 ",100.0 
Retained in grade 8,Utah,14 ,1 to 3,7.1 ,0 ,0.0 ,5 ,35.7 ,0 ,0.0 ,8 ,57.1 ,0 ,0.0 ,0 ,0.0 ,1 to 3,21.4 ,0 ,0.0 ,1 to 3,21.4 ,20 ,100.0 
Retained in grade 8,Vermont,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,16 ,100.0 
Retained in grade 8,Virginia,317 ,1 to 3,0.3 ,9 ,2.8 ,58 ,18.3 ,140 ,44.2 ,98 ,30.9 ,1 to 3,0.3 ,10 ,3.2 ,80 ,25.2 ,1 to 3,0.6 ,22 ,6.9 ,198 ,100.0 
Retained in grade 8,Washington,36 ,1 to 3,2.8 ,0 ,0.0 ,9 ,25.0 ,1 to 3,8.3 ,20 ,55.6 ,0 ,0.0 ,1 to 3,8.3 ,11 ,30.6 ,0 ,0.0 ,4 ,11.1 ,62 ,100.0 
Retained in grade 8,West Virginia,43 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,9.3 ,36 ,83.7 ,0 ,0.0 ,1 to 3,7.0 ,1 to 3,7.0 ,1 to 3,2.3 ,0 ,0.0 ,53 ,100.0 
Retained in grade 8,Wisconsin,30 ,1 to 3,3.3 ,1 to 3,3.3 ,1 to 3,10.0 ,11 ,36.7 ,13 ,43.3 ,0 ,0.0 ,1 to 3,3.3 ,9 ,30.0 ,0 ,0.0 ,1 to 3,10.0 ,59 ,100.0 
Retained in grade 8,Wyoming,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,75.0 ,0 ,0.0 ,0 ,0.0 ,12 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads (for US Totals):  Of all 14,292 public school female students retained in grade 8, 150 (1.0%) were American Indian or Alaska Native, 1,880 (13.2%) were students with disabilities served under the Individuals with Disabilities Education Act (IDEA), and 617 (4.3%) were students with disabilities served solely under Section 504 of the Rehabilitation Act of 1973.",,,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1 to 3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that a midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,,
,            Data reported in this table represent 100.0% of responding schools.,,,,,,,,,,,,,,,,,,,,,,,
,"SOURCE: U.S. Department of Education, Office for Civil Rights, Civil Rights Data Collection, 2013-14, available at http://ocrdata.ed.gov. Data notes are available on the Data Notes page, under Additional Resources at http://ocrdata.ed.gov/DataNotes. ",,,,,,,,,,,,,,,,,,,,,,,
