,"Number and percentage of public school female students retained in grade 9, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 9,United States,"75,907 ",953 ,1.3 ,"1,218 ",1.6 ,"24,582 ",32.4 ,"26,939 ",35.5 ,"19,984 ",26.3 ,458 ,0.6 ,"1,773 ",2.3 ,"11,248 ",14.8 ,"1,916 ",2.5 ,"8,391 ",11.1 ,"9,090 ",100.0 
Retained in grade 9,Alabama,"1,708 ",9 ,0.5 ,7 ,0.4 ,61 ,3.6 ,"1,067 ",62.5 ,542 ,31.7 ,1 to 3,0.1 ,20 ,1.2 ,171 ,10.0 ,19 ,1.1 ,42 ,2.5 ,263 ,100.0 
Retained in grade 9,Alaska,38 ,36 ,94.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.9 ,0 ,0.0 ,25 ,65.8 ,45 ,100.0 
Retained in grade 9,Arizona,"1,396 ",110 ,7.9 ,15 ,1.1 ,981 ,70.3 ,89 ,6.4 ,176 ,12.6 ,1 to 3,0.2 ,22 ,1.6 ,102 ,7.3 ,11 ,0.8 ,98 ,7.0 ,79 ,100.0 
Retained in grade 9,Arkansas,349 ,1 to 3,0.6 ,1 to 3,0.6 ,34 ,9.7 ,174 ,49.9 ,134 ,38.4 ,0 ,0.0 ,1 to 3,0.9 ,19 ,5.4 ,8 ,2.3 ,18 ,5.2 ,101 ,100.0 
Retained in grade 9,California,"5,637 ",25 ,0.4 ,121 ,2.1 ,"4,412 ",78.3 ,463 ,8.2 ,514 ,9.1 ,43 ,0.8 ,59 ,1.0 ,554 ,9.8 ,43 ,0.8 ,"1,595 ",28.3 ,406 ,100.0 
Retained in grade 9,Colorado,596 ,10 ,1.7 ,4 ,0.7 ,378 ,63.4 ,80 ,13.4 ,103 ,17.3 ,0 ,0.0 ,21 ,3.5 ,64 ,10.7 ,4 ,0.7 ,155 ,26.0 ,128 ,100.0 
Retained in grade 9,Connecticut,"1,260 ",1 to 3,0.2 ,14 ,1.1 ,552 ,43.8 ,316 ,25.1 ,357 ,28.3 ,0 ,0.0 ,19 ,1.5 ,215 ,17.1 ,40 ,3.2 ,191 ,15.2 ,139 ,100.0 
Retained in grade 9,Delaware,437 ,1 to 3,0.5 ,4 ,0.9 ,79 ,18.1 ,220 ,50.3 ,126 ,28.8 ,0 ,0.0 ,6 ,1.4 ,93 ,21.3 ,7 ,1.6 ,25 ,5.7 ,34 ,100.0 
Retained in grade 9,District of Columbia,305 ,0 ,0.0 ,1 to 3,0.7 ,39 ,12.8 ,257 ,84.3 ,7 ,2.3 ,0 ,0.0 ,0 ,0.0 ,67 ,22.0 ,1 to 3,1.0 ,22 ,7.2 ,31 ,100.0 
Retained in grade 9,Florida,"3,342 ",17 ,0.5 ,29 ,0.9 ,902 ,27.0 ,"1,074 ",32.1 ,"1,197 ",35.8 ,4 ,0.1 ,119 ,3.6 ,583 ,17.4 ,110 ,3.3 ,305 ,9.1 ,345 ,100.0 
Retained in grade 9,Georgia,"7,492 ",19 ,0.3 ,143 ,1.9 ,"1,187 ",15.8 ,"4,357 ",58.2 ,"1,585 ",21.2 ,4 ,0.1 ,197 ,2.6 ,846 ,11.3 ,209 ,2.8 ,603 ,8.0 ,452 ,100.0 
Retained in grade 9,Hawaii,510 ,6 ,1.2 ,69 ,13.5 ,47 ,9.2 ,7 ,1.4 ,49 ,9.6 ,295 ,57.8 ,37 ,7.3 ,72 ,14.1 ,15 ,2.9 ,87 ,17.1 ,53 ,100.0 
Retained in grade 9,Idaho,210 ,1 to 3,1.4 ,1 to 3,1.0 ,51 ,24.3 ,7 ,3.3 ,141 ,67.1 ,0 ,0.0 ,6 ,2.9 ,14 ,6.7 ,4 ,1.9 ,32 ,15.2 ,37 ,100.0 
