,2000,2000,,2016,2016,,
,Labor,,,Labor,,,2000-2016
County,Force,Unemployed,Percentage,Force,Unemployed,Percentage,Change
Adair,"4,530",110,2.40%,"4,242",129,3.00%,25.20%
Adams,"2,130",90,4.20%,"2,258",60,2.70%,-37.10%
Allamakee,"7,420",290,3.90%,"7,717",388,5.00%,28.60%
Appanoose,"6,550",280,4.30%,"6,204",298,4.80%,12.40%
Audubon,"3,350",100,3.00%,"3,319",110,3.30%,11.00%
Benton,"11,790",290,2.50%,"13,695",499,3.60%,48.10%
Black Hawk,"68,200","2,000",2.90%,"69,678","3,280",4.70%,60.50%
Boone,"13,720",310,2.30%,"15,264",432,2.80%,25.30%
Bremer,"12,600",300,2.40%,"13,890",508,3.70%,53.60%
Buchanan,"10,890",340,3.10%,"11,271",471,4.20%,33.80%
Buena Vista,"10,820",230,2.10%,"11,611",416,3.60%,68.50%
Butler,"7,340",270,3.70%,"8,102",357,4.40%,19.80%
Calhoun,"4,730",140,3.00%,"4,518",175,3.90%,30.90%
Carroll,"12,390",290,2.30%,"11,359",297,2.60%,11.70%
Cass,"7,310",310,4.20%,"7,334",245,3.30%,-21.20%
Cedar,"9,440",220,2.30%,"10,918",368,3.40%,44.60%
Cerro Gordo,"25,790",780,3.00%,"23,150",846,3.70%,20.80%
Cherokee,"6,850",150,2.20%,"6,351",234,3.70%,68.30%
Chickasaw,"7,160",560,7.80%,"6,442",288,4.50%,-42.80%
Clarke,"5,190",160,3.10%,"4,855",167,3.40%,11.60%
Clay,"10,330",250,2.40%,"8,749",345,3.90%,62.90%
Clayton,"10,190",400,3.90%,"10,391",448,4.30%,9.80%
Clinton,"26,490",920,3.50%,"23,914","1,202",5.00%,44.70%
Crawford,"8,830",200,2.30%,"8,484",472,5.60%,145.60%
Dallas,"21,900",300,1.40%,"44,232","1,195",2.70%,97.20%
Davis,"4,150",110,2.70%,"4,306",187,4.30%,63.80%
Decatur,"3,570",160,4.50%,"4,448",146,3.30%,-26.80%
Delaware,"9,500",340,3.60%,"10,795",381,3.50%,-1.40%
Des Moines,"23,430",780,3.30%,"20,222","1,009",5.00%,49.90%
Dickinson,"9,900",230,2.30%,"10,359",451,4.40%,87.40%
Dubuque,"49,100","1,600",3.30%,"55,049","1,991",3.60%,11.00%
Emmet,"5,540",170,3.10%,"5,611",244,4.30%,41.70%
Fayette,"10,990",450,4.10%,"10,767",486,4.50%,10.20%
Floyd,"7,790",340,4.40%,"8,724",325,3.70%,-14.60%
Franklin,"5,740",150,2.60%,"5,985",212,3.50%,35.50%
Fremont,"4,000",90,2.30%,"4,018",134,3.30%,48.20%
Greene,"4,870",170,3.50%,"5,704",181,3.20%,-9.10%
Grundy,"6,110",120,2.00%,"6,713",235,3.50%,78.20%
Guthrie,"5,900",140,2.40%,"5,739",207,3.60%,52.00%
Hamilton,"8,620",190,2.20%,"7,172",276,3.80%,74.60%
Hancock,"7,000",140,2.00%,"6,460",177,2.70%,37.00%
Hardin,"9,030",260,2.90%,"8,621",342,4.00%,37.80%
Harrison,"7,850",210,2.70%,"7,602",258,3.40%,26.90%
Henry,"10,910",290,2.70%,"9,614",348,3.60%,36.20%
Howard,"5,580",170,3.00%,"5,363",196,3.70%,20.00%
Humboldt,"5,410",120,2.20%,"5,437",160,2.90%,32.70%
Ida,"3,950",90,2.30%,"4,040",105,2.60%,14.10%
Iowa,"9,290",170,1.80%,"10,691",336,3.10%,71.70%
Jackson,"10,370",450,4.30%,"11,173",473,4.20%,-2.40%
Jasper,"19,360",410,2.10%,"19,302",698,3.60%,70.80%
Jefferson,"9,440",260,2.80%,"9,182",339,3.70%,34.00%
Johnson,"69,400","1,400",2.00%,"84,510","2,209",2.60%,29.60%
Jones,"9,630",240,2.50%,"10,795",467,4.30%,73.60%
Keokuk,"5,020",200,4.00%,"5,349",233,4.40%,9.30%
,Labor,,,Labor,,,2000-2016
County,Force,Unemployed,Percentage,Force,Unemployed,Percentage,Change
Kossuth,"8,410",230,2.70%,"8,909",239,2.70%,-1.90%
Lee,"18,710",870,4.60%,"17,483","1,079",6.20%,32.70%
Linn,"116,900","2,100",1.80%,"118,969","4,427",3.70%,107.10%
Louisa,"5,420",190,3.50%,"6,153",245,4.00%,13.60%
Lucas,"4,050",110,2.70%,"4,387",142,3.20%,19.20%
Lyon,"5,460",130,2.40%,"7,111",147,2.10%,-13.20%
Madison,"7,330",260,3.50%,"8,343",298,3.60%,0.70%
Mahaska,"11,220",240,2.10%,"11,917",449,3.80%,76.10%
Marion,"19,020",400,2.10%,"17,559",539,3.10%,46.00%
Marshall,"20,220",500,2.50%,"19,314",952,4.90%,99.30%
Mills,"6,380",120,1.90%,"7,437",273,3.70%,95.20%
Mitchell,"5,380",140,2.60%,"5,924",159,2.70%,3.10%
Monona,"4,880",160,3.30%,"4,766",198,4.20%,26.70%
Monroe,"4,200",120,2.90%,"3,970",186,4.70%,64.00%
Montgomery,"5,820",190,3.30%,"5,131",185,3.60%,10.40%
Muscatine,"21,950",600,2.70%,"22,595",873,3.90%,41.30%
O'Brien,"7,720",160,2.10%,"8,424",236,2.80%,35.20%
Osceola,"3,690",90,2.40%,"3,674",100,2.70%,11.60%
Page,"9,030",240,2.70%,"6,512",332,5.10%,91.80%
Palo Alto,"5,180",100,1.90%,"5,007",158,3.20%,63.50%
Plymouth,"13,290",370,2.80%,"14,847",391,2.60%,-5.40%
Pocahontas,"3,760",100,2.70%,"4,384",126,2.90%,8.10%
Polk,"216,100","4,400",2.00%,"258,529","9,057",3.50%,72.10%
Pottawattamie,"48,500","1,200",2.50%,"48,943","1,668",3.40%,37.70%
Poweshiek,"10,350",310,3.00%,"10,433",366,3.50%,17.10%
Ringgold,"2,580",70,2.70%,"2,622",93,3.50%,30.70%
Sac,"5,790",150,2.60%,"5,558",170,3.10%,18.10%
Scott,"85,300","2,400",2.80%,"86,289","3,999",4.60%,64.70%
Shelby,"6,780",160,2.40%,"6,845",206,3.00%,27.50%
Sioux,"17,760",410,2.30%,"20,808",486,2.30%,1.20%
Story,"47,280",950,2.00%,"57,150","1,348",2.40%,17.40%
Tama,"8,740",320,3.70%,"9,851",417,4.20%,15.60%
Taylor,"3,410",120,3.50%,"3,246",97,3.00%,-15.10%
Union,"6,430",220,3.40%,"6,571",252,3.80%,12.10%
Van Buren,"4,180",140,3.30%,"3,896",145,3.70%,11.10%
Wapello,"17,510",600,3.40%,"17,997","1,061",5.90%,72.00%
Warren,"22,900",400,1.70%,"27,010",876,3.20%,85.70%
Washington,"11,140",220,2.00%,"12,542",370,3.00%,49.40%
Wayne,"2,900",80,2.80%,"2,849",110,3.90%,40.00%
Webster,"20,030",570,2.80%,"20,675",837,4.00%,42.30%
Winnebago,"6,460",130,2.00%,"5,210",184,3.50%,75.50%
Winneshiek,"12,310",380,3.10%,"12,095",435,3.60%,16.50%
Woodbury,"53,200","1,400",2.60%,"56,031","2,027",3.60%,37.50%
Worth,"4,090",130,3.20%,"4,286",150,3.50%,10.10%
Wright,"6,930",160,2.30%,"6,745",280,4.20%,79.80%
,,,,,,,
State,"1,586,080","41,080",2.60%,"1,700,696","62,404",3.70%,41.70%
,,,,,,,
Rural,"244,640","7,210",2.90%,"253,039","9,051",3.60%,21.40%
Small Urban,"587,460","16,420",2.80%,"612,509","23,347",3.80%,36.40%
Metropolitan,"753,980","17,450",2.30%,"835,148","30,006",3.60%,55.20%
,,,,,,,
United States,"142,583,000","5,692,000",4.00%,"159,187,000","7,751,000",4.90%,22.00%
