,2007,2007,,2013,2013,,
,Prenatal,Prenatal,,Prenatal,Prenatal,,2007-2013
County,Care Births,Care,Percentage,Care Births,Care,Percentage,Change
Adair,92,69,75.00%,70,63,90.00%,20.00%
Adams,40,26,65.00%,57,50,87.70%,35.00%
Allamakee,205,84,41.00%,182,137,75.30%,83.70%
Appanoose,168,113,67.30%,140,107,76.40%,13.60%
Audubon,54,38,70.40%,69,61,88.40%,25.60%
Benton,289,223,77.20%,284,246,86.60%,12.30%
Black Hawk,"1,730","1,314",76.00%,"1,687","1,439",85.30%,12.30%
Boone,320,252,78.80%,303,271,89.40%,13.60%
Bremer,285,231,81.10%,237,211,89.00%,9.80%
Buchanan,314,202,64.30%,271,193,71.20%,10.70%
Buena Vista,289,182,63.00%,339,272,80.20%,27.40%
Butler,202,156,77.20%,158,142,89.90%,16.40%
Calhoun,108,80,74.10%,96,85,88.50%,19.50%
Carroll,275,215,78.20%,263,225,85.60%,9.40%
Cass,171,123,71.90%,142,128,90.10%,25.30%
Cedar,220,184,83.60%,177,159,89.80%,7.40%
Cerro Gordo,549,327,59.60%,478,324,67.80%,13.80%
Cherokee,137,106,77.40%,128,100,78.10%,1.00%
Chickasaw,153,85,55.60%,131,98,74.80%,34.70%
Clarke,141,92,65.20%,127,103,81.10%,24.30%
Clay,214,158,73.80%,205,173,84.40%,14.30%
Clayton,198,99,50.00%,190,151,79.50%,58.90%
Clinton,633,477,75.40%,544,461,84.70%,12.50%
Crawford,268,142,53.00%,222,169,76.10%,43.70%
Dallas,962,749,77.90%,"1,228","1,109",90.30%,16.00%
Davis,136,73,53.70%,121,73,60.30%,12.40%
Decatur,114,69,60.50%,103,81,78.60%,29.90%
Delaware,231,178,77.10%,223,196,87.90%,14.10%
Des Moines,558,425,76.20%,452,382,84.50%,11.00%
Dickinson,179,137,76.50%,170,148,87.10%,13.70%
Dubuque,"1,243",913,73.50%,"1,215","1,038",85.40%,16.30%
Emmet,127,73,57.50%,116,96,82.80%,44.00%
Fayette,232,155,66.80%,196,165,84.20%,26.00%
Floyd,213,113,53.10%,198,127,64.10%,20.90%
Franklin,173,94,54.30%,113,81,71.70%,31.90%
Fremont,108,76,70.40%,61,51,83.60%,18.80%
Greene,95,71,74.70%,112,103,92.00%,23.10%
Grundy,139,119,85.60%,138,123,89.10%,4.10%
Guthrie,122,88,72.10%,110,89,80.90%,12.20%
Hamilton,193,133,68.90%,178,147,82.60%,19.80%
Hancock,133,81,60.90%,110,78,70.90%,16.40%
Hardin,200,139,69.50%,172,135,78.50%,12.90%
Harrison,211,164,77.70%,166,131,78.90%,1.50%
Henry,251,178,70.90%,229,185,80.80%,13.90%
Howard,140,67,47.90%,114,88,77.20%,61.30%
Humboldt,106,68,64.20%,117,106,90.60%,41.20%
Ida,97,74,76.30%,84,74,88.10%,15.50%
Iowa,169,137,81.10%,187,161,86.10%,6.20%
Jackson,219,173,79.00%,198,158,79.80%,1.00%
Jasper,423,332,78.50%,401,354,88.30%,12.50%
Jefferson,155,111,71.60%,159,111,69.80%,-2.50%
Johnson,"1,650","1,298",78.70%,"1,766","1,523",86.20%,9.60%
Jones,242,162,66.90%,222,193,86.90%,29.90%
Keokuk,124,104,83.90%,132,104,78.80%,-6.10%
,Prenatal,Prenatal,,Prenatal Prenatal,,2007-2013,
County,Care Births,Care,Percentage,Care Births Care,Percentage,Change,
Kossuth,187,116,62.00%,162 140,86.40%,39.30%,
Lee,419,306,73.00%,430 343,79.80%,9.20%,
Linn,"2,844","2,067",72.70%,"2,688 2,383",88.70%,22.00%,
Louisa,157,106,67.50%,121 97,80.20%,18.70%,
Lucas,131,89,67.90%,101 78,77.20%,13.70%,
Lyon,167,115,68.90%,158 132,83.50%,21.30%,
Madison,192,146,76.00%,164 145,88.40%,16.30%,
