,2003,2003,,2016,2016,,
,Students,,,Students,,,2003-2016
County,Tested,Proficient,Percentage,Tested,Proficient,Percentage,Change
,,,,,,,
Adair,66,48,72.70%,64,48,75.00%,3.10%
Adams,39,33,84.60%,25,23,92.00%,8.70%
Allamakee,187,145,77.50%,137,101,73.70%,-4.90%
Appanoose,146,116,79.50%,129,100,77.50%,-2.40%
Audubon,68,59,86.80%,36,29,80.60%,-7.20%
Benton,299,221,73.90%,231,196,84.80%,14.80%
Black Hawk,"1,173",784,66.80%,"1,286",884,68.70%,2.80%
Boone,267,216,80.90%,259,208,80.30%,-0.70%
Bremer,334,279,83.50%,392,321,81.90%,-2.00%
Buchanan,181,145,80.10%,221,180,81.40%,1.70%
Buena Vista,262,188,71.80%,248,176,71.00%,-1.10%
Butler,112,94,83.90%,120,101,84.20%,0.30%
Calhoun,141,122,86.50%,117,85,72.60%,-16.00%
Carroll,214,174,81.30%,174,139,79.90%,-1.80%
Cass,217,165,76.00%,169,135,79.90%,5.10%
Cedar,233,197,84.50%,210,162,77.10%,-8.80%
Cerro Gordo,462,346,74.90%,407,315,77.40%,3.30%
Cherokee,118,90,76.30%,109,86,78.90%,3.40%
Chickasaw,144,122,84.70%,71,53,74.60%,-11.90%
Clarke,123,99,80.50%,134,88,65.70%,-18.40%
Clay,162,139,85.80%,161,126,78.30%,-8.80%
Clayton,153,106,69.30%,136,98,72.10%,4.00%
Clinton,592,461,77.90%,532,430,80.80%,3.80%
Crawford,186,142,76.30%,219,170,77.60%,1.70%
Dallas,636,522,82.10%,"1,233","1,039",84.30%,2.70%
Davis,71,54,76.10%,90,65,72.20%,-5.00%
Decatur,80,59,73.80%,68,41,60.30%,-18.20%
Delaware,190,155,81.60%,180,154,85.60%,4.90%
Des Moines,460,285,62.00%,448,339,75.70%,22.10%
Dickinson,170,148,87.10%,162,144,88.90%,2.10%
Dubuque,768,554,72.10%,889,638,71.80%,-0.50%
Emmet,112,77,68.80%,124,89,71.80%,4.40%
Fayette,312,236,75.60%,225,187,83.10%,9.90%
Floyd,173,137,79.20%,117,81,69.20%,-12.60%
Franklin,118,83,70.30%,94,59,62.80%,-10.80%
Fremont,109,73,67.00%,65,49,75.40%,12.60%
Greene,117,92,78.60%,89,66,74.20%,-5.70%
Grundy,190,164,86.30%,190,149,78.40%,-9.10%
Guthrie,170,141,82.90%,160,136,85.00%,2.50%
Hamilton,194,170,87.60%,193,142,73.60%,-16.00%
Hancock,135,108,80.00%,113,90,79.60%,-0.40%
Hardin,215,169,78.60%,204,152,74.50%,-5.20%
Harrison,224,170,75.90%,174,126,72.40%,-4.60%
Henry,263,204,77.60%,193,140,72.50%,-6.50%
Howard,118,94,79.70%,74,57,77.00%,-3.30%
Humboldt,112,94,83.90%,88,79,89.80%,7.00%
Ida,87,67,77.00%,92,79,85.90%,11.50%
Iowa,220,171,77.70%,174,136,78.20%,0.60%
Jackson,215,178,82.80%,169,132,78.10%,-5.70%
Jasper,393,304,77.40%,373,300,80.40%,4.00%
Jefferson,184,157,85.30%,120,79,65.80%,-22.80%
Johnson,903,730,80.80%,"1,248",966,77.40%,-4.30%
Jones,203,169,83.30%,184,158,85.90%,3.10%
Keokuk,111,88,79.30%,105,82,78.10%,-1.50%
,Students,,,Students,,,2003-2016
County,Tested,Proficient,Percentage,Tested,Proficient,Percentage,Change
Kossuth,139,112,80.60%,120,107,89.20%,10.70%
Lee,422,303,71.80%,312,234,75.00%,4.50%
Linn,"2,322","1,692",72.90%,"2,450","1,890",77.10%,5.90%
Louisa,209,155,74.20%,141,106,75.20%,1.40%
Lucas,98,73,74.50%,84,60,71.40%,-4.10%
Lyon,131,117,89.30%,159,140,88.10%,-1.40%
Madison,213,166,77.90%,222,167,75.20%,-3.50%
Mahaska,220,176,80.00%,189,136,72.00%,-10.10%
Marion,443,360,81.30%,373,319,85.50%,5.20%
Marshall,461,341,74.00%,442,284,64.30%,-13.10%
Mills,169,125,74.00%,162,142,87.70%,18.50%
Mitchell,110,93,84.50%,103,82,79.60%,-5.80%
Monona,95,77,81.10%,120,86,71.70%,-11.60%
Monroe,90,67,74.40%,78,56,71.80%,-3.60%
Montgomery,136,106,77.90%,100,72,72.00%,-7.60%
Muscatine,504,417,82.70%,503,367,73.00%,-11.80%
O'Brien,166,143,86.10%,156,113,72.40%,-15.90%
Osceola,74,62,83.80%,65,52,80.00%,-4.50%
Page,170,132,77.60%,159,116,73.00%,-6.00%
Palo Alto,103,80,77.70%,122,83,68.00%,-12.40%
Plymouth,325,265,81.50%,282,233,82.60%,1.30%
Pocahontas,65,52,80.00%,49,33,67.30%,-15.80%
Polk,"4,376","3,303",75.50%,"5,293","3,886",73.40%,-2.70%
Pottawattamie,"1,113",777,69.80%,"1,079",768,71.20%,2.00%
Poweshiek,203,166,81.80%,172,155,90.10%,10.20%
Ringgold,58,52,89.70%,40,33,82.50%,-8.00%
Sac,117,95,81.20%,128,99,77.30%,-4.70%
Scott,"1,781","1,275",71.60%,"1,867","1,356",72.60%,1.50%
Shelby,130,107,82.30%,104,87,83.70%,1.60%
Sioux,293,255,87.00%,370,289,78.10%,-10.30%
Story,720,637,88.50%,722,596,82.50%,-6.70%
Tama,181,135,74.60%,179,134,74.90%,0.40%
Taylor,83,69,83.10%,71,63,88.70%,6.70%
Union,128,99,77.30%,130,92,70.80%,-8.50%
Van Buren,79,56,70.90%,55,37,67.30%,-5.10%
Wapello,420,285,67.90%,403,244,60.50%,-10.80%
Warren,523,421,80.50%,640,520,81.30%,0.90%
Washington,237,166,70.00%,237,172,72.60%,3.60%
Wayne,68,59,86.80%,69,53,76.80%,-11.50%
Webster,392,280,71.40%,302,185,61.30%,-14.20%
Winnebago,193,165,85.50%,163,145,89.00%,4.10%
Winneshiek,199,154,77.40%,156,130,83.30%,7.70%
Woodbury,"1,260",921,73.10%,"1,280",878,68.60%,-6.20%
Worth,79,56,70.90%,85,65,76.50%,7.90%
Wright,192,157,81.80%,168,132,78.60%,-3.90%
,,,,,,,
