,2014,2014,,2016,2016,,
,Child,Confirmed,,Child,Confirmed,,2014-2016
County,Population,Children,Rate,Population,Children,Rate,Change
Adair,"1,649",8,4.9,"1,601",33,20.6,324.90%
Adams,831,9,10.8,818,18,22,103.20%
Allamakee,"3,154",30,9.5,"3,158",31,9.8,3.20%
Appanoose,"2,832",42,14.8,"2,781",71,25.5,72.10%
Audubon,"1,172",15,12.8,"1,231",13,10.6,-17.50%
Benton,"6,113",45,7.4,"6,451",64,9.9,34.80%
Black Hawk,"28,512",418,14.7,"28,516",371,13,-11.30%
Boone,"6,003",64,10.7,"5,965",96,16.1,51.00%
Bremer,"5,399",28,5.2,"5,357",27,5,-2.80%
Buchanan,"5,604",33,5.9,"5,574",24,4.3,-26.90%
Buena Vista,"5,204",36,6.9,"5,188",63,12.1,75.50%
Butler,"3,548",20,5.6,"3,539",50,14.1,150.60%
Calhoun,"2,034",24,11.8,"2,031",35,17.2,46.00%
Carroll,"4,947",43,8.7,"4,997",67,13.4,54.30%
Cass,"3,036",48,15.8,"3,055",50,16.4,3.50%
Cedar,"4,209",35,8.3,"4,309",43,10,20.00%
Cerro Gordo,"8,865",116,13.1,"9,082",142,15.6,19.50%
Cherokee,"2,489",21,8.4,"2,502",29,11.6,37.40%
Chickasaw,"2,918",29,9.9,"2,922",29,9.9,-0.10%
Clarke,"2,240",26,11.6,"2,302",29,12.6,8.50%
Clay,"3,758",42,11.2,"3,768",60,15.9,42.50%
Clayton,"3,936",27,6.9,"3,989",32,8,16.90%
Clinton,"10,893",179,16.4,"11,120",260,23.4,42.30%
Crawford,"4,386",34,7.8,"4,509",42,9.3,20.20%
Dallas,"22,100",118,5.3,"21,460",122,5.7,6.50%
Davis,"2,535",16,6.3,"2,539",13,5.1,-18.90%
Decatur,"1,801",31,17.2,"1,771",41,23.2,34.50%
Delaware,"4,147",38,9.2,"4,243",29,6.8,-25.40%
Des Moines,"9,264",114,12.3,"9,255",177,19.1,55.40%
Dickinson,"3,231",27,8.4,"3,269",41,12.5,50.10%
Dubuque,"22,258",149,6.7,"22,250",289,13,94.00%
Emmet,"2,162",31,14.3,"2,167",40,18.5,28.70%
Fayette,"4,320",49,11.3,"4,417",50,11.3,-0.20%
