,"Number and percentage of public school male students with disabilities served under IDEA subjected to seclusion, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,
Seclusion,United States,"13,507 ",131 ,1.0 ,153 ,1.1 ,"1,077 ",8.0 ,"2,773 ",20.5 ,"8,729 ",64.6 ,9 ,0.1 ,635 ,4.7 ,256 ,1.9 ,"95,507 ",99.4 ,
Seclusion,Alabama,107 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,58 ,54.2 ,43 ,40.2 ,0 ,0.0 ,6 ,5.6 ,1 to 3,1.9 ,"1,397 ",97.0 ,
Seclusion,Alaska,30 ,5 ,16.7 ,0 ,0.0 ,0 ,0.0 ,4 ,13.3 ,21 ,70.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,
Seclusion,Arizona,302 ,14 ,4.6 ,4 ,1.3 ,91 ,30.1 ,48 ,15.9 ,132 ,43.7 ,0 ,0.0 ,13 ,4.3 ,1 to 3,0.3 ,"1,913 ",99.2 ,
Seclusion,Arkansas,23 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.0 ,1 to 3,4.3 ,19 ,82.6 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.0 ,"1,085 ",100.0 ,
Seclusion,California,72 ,1 to 3,1.4 ,8 ,11.1 ,22 ,30.6 ,1 to 3,2.8 ,39 ,54.2 ,0 ,0.0 ,0 ,0.0 ,15 ,20.8 ,"9,883 ",99.8 ,
Seclusion,Colorado,200 ,1 to 3,1 to 3,1 to 3,1.5 ,52 ,26.0 ,23 ,11.5 ,110 ,55.0 ,0 ,0.0 ,10 ,5.0 ,7 ,3.5 ,"1,841 ",100.0 ,
Seclusion,Connecticut,553 ,1 to 3,0.2 ,6 ,1.1 ,106 ,19.2 ,119 ,21.5 ,307 ,55.5 ,0 ,0.0 ,14 ,2.5 ,9 ,1.6 ,"1,140 ",100.0 ,
Seclusion,Delaware,29 ,0 ,0.0 ,1 to 3,6.9 ,0 ,0.0 ,13 ,44.8 ,14 ,48.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,
Seclusion,District of Columbia,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 ,
Seclusion,Florida,208 ,0 ,0.0 ,4 ,1.9 ,33 ,15.9 ,63 ,30.3 ,97 ,46.6 ,0 ,0.0 ,11 ,5.3 ,7 ,3.4 ,"3,954 ",100.0 ,
Seclusion,Georgia,21 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,57.1 ,8 ,38.1 ,0 ,0.0 ,1 to 3,4.8 ,0 ,0.0 ,"2,444 ",99.8 ,
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,
Seclusion,Idaho,51 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.9 ,1 to 3,5.9 ,43 ,84.3 ,0 ,0.0 ,1 to 3,3.9 ,0 ,0.0 ,715 ,100.0 ,
Seclusion,Illinois,"1,362 ",0 ,0.0 ,13 ,1.0 ,72 ,5.3 ,442 ,32.5 ,773 ,56.8 ,0 ,0.0 ,62 ,4.6 ,13 ,1.0 ,"4,134 ",100.0 ,
Seclusion,Indiana,456 ,0 ,0.0 ,5 ,1.1 ,24 ,5.3 ,68 ,14.9 ,328 ,71.9 ,0 ,0.0 ,31 ,6.8 ,1 to 3,0.7 ,"1,864 ",100.0 ,
Seclusion,Iowa,669 ,1 to 3,0.3 ,1 to 3,0.4 ,23 ,3.4 ,116 ,17.3 ,501 ,74.9 ,0 ,0.0 ,24 ,3.6 ,7 ,1.0 ,"1,424 ",100.0 ,
Seclusion,Kansas,484 ,9 ,1.9 ,1 to 3,0.6 ,34 ,7.0 ,47 ,9.7 ,358 ,74.0 ,0 ,0.0 ,33 ,6.8 ,8 ,1.7 ,"1,396 ",99.9 ,
Seclusion,Kentucky,547 ,1 to 3,0.2 ,0 ,0.0 ,86 ,15.7 ,125 ,22.9 ,263 ,48.1 ,0 ,0.0 ,72 ,13.2 ,8 ,1.5 ,"1,422 ",100.0 ,
