,"Number and percentage of public school students with disabilities served under IDEA subjected to physical restraint, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,,
Physical restraint,United States,"35,597 ",332 ,0.9 ,416 ,1.2 ,"4,134 ",11.6 ,"8,425 ",23.7 ,"20,811 ",58.5 ,37 ,0.1 ,"1,442 ",4.1 ,923 ,2.6 ,"95,507 ",99.4 ,,
Physical restraint,Alabama,587 ,0 ,0.0 ,1 to 3,0.5 ,6 ,1 to 3,249 ,42.4 ,317 ,54.0 ,0 ,0.0 ,12 ,1 to 3,13 ,2.2 ,"1,397 ",97.0 ,,
Physical restraint,Alaska,50 ,14 ,28.0 ,0 ,0.0 ,1 to 3,4.0 ,0 ,0.0 ,33 ,66.0 ,0 ,0.0 ,1 to 3,1 to 3,5 ,10.0 ,495 ,100.0 ,,
Physical restraint,Arizona,593 ,19 ,3.2 ,9 ,1.5 ,178 ,30.0 ,81 ,13.7 ,288 ,48.6 ,0 ,0.0 ,18 ,1 to 3,14 ,2.4 ,"1,913 ",99.2 ,,
Physical restraint,Arkansas,72 ,0 ,0.0 ,1 to 3,2.8 ,4 ,5.6 ,11 ,15.3 ,53 ,73.6 ,0 ,0.0 ,1 to 3,2.8 ,1 to 3,1.4 ,"1,085 ",100.0 ,,
Physical restraint,California,"1,455 ",21 ,1.4 ,63 ,4.3 ,479 ,32.9 ,257 ,17.7 ,585 ,40.2 ,9 ,0.6 ,41 ,2.8 ,146 ,10.0 ,"9,883 ",99.8 ,,
Physical restraint,Colorado,325 ,4 ,1.2 ,4 ,1.2 ,102 ,31.4 ,53 ,16.3 ,146 ,44.9 ,1 to 3,0.3 ,15 ,4.6 ,22 ,6.8 ,"1,841 ",100.0 ,,
Physical restraint,Connecticut,"1,227 ",1 to 3,0.1 ,13 ,1.1 ,263 ,21.4 ,292 ,23.8 ,587 ,47.8 ,0 ,0.0 ,71 ,5.8 ,32 ,2.6 ,"1,140 ",100.0 ,,
Physical restraint,Delaware,76 ,0 ,0.0 ,4 ,5.3 ,4 ,5.3 ,24 ,31.6 ,42 ,55.3 ,0 ,0.0 ,1 to 3,2.6 ,0 ,0.0 ,227 ,100.0 ,,
Physical restraint,District of Columbia,42 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.1 ,35 ,83.3 ,1 to 3,4.8 ,0 ,0.0 ,1 to 3,4.8 ,1 to 3,7.1 ,204 ,100.0 ,,
Physical restraint,Florida,557 ,1 to 3,0.4 ,5 ,0.9 ,80 ,14.4 ,163 ,29.3 ,267 ,47.9 ,1 to 3,0.2 ,39 ,7.0 ,16 ,2.9 ,"3,954 ",100.0 ,,
Physical restraint,Georgia,924 ,1 to 3,0.2 ,6 ,0.6 ,37 ,4.0 ,425 ,46.0 ,414 ,44.8 ,0 ,0.0 ,40 ,4.3 ,10 ,1.1 ,"2,444 ",99.8 ,,
Physical restraint,Hawaii,1 to 3,0 ,0.0 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,66.7 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,
Physical restraint,Idaho,96 ,4 ,4.2 ,1 to 3,1 to 3,12 ,12.5 ,6 ,6.3 ,71 ,74.0 ,0 ,0.0 ,1 to 3,2.1 ,1 to 3,2.1 ,715 ,100.0 ,,
Physical restraint,Illinois,"2,035 ",1 to 3,0.0 ,27 ,1.3 ,161 ,7.9 ,619 ,30.4 ,"1,155 ",56.8 ,1 to 3,0.0 ,71 ,3.5 ,45 ,2.2 ,"4,134 ",100.0 ,,
Physical restraint,Indiana,951 ,1 to 3,0.1 ,6 ,0.6 ,35 ,3.7 ,216 ,22.7 ,643 ,67.6 ,0 ,0.0 ,50 ,5.3 ,11 ,1.2 ,"1,864 ",100.0 ,,
Physical restraint,Iowa,"1,005 ",1 to 3,0.3 ,1 to 3,0.2 ,30 ,1 to 3,189 ,18.8 ,745 ,74.1 ,1 to 3,0.1 ,35 ,3.5 ,13 ,1.3 ,"1,424 ",100.0 ,,
