,"Number and percentage of public school female students retained in grade 11, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 11,United States,"36,821 ",464 ,1.3 ,"1,026 ",2.8 ,"11,383 ",30.9 ,"11,136 ",30.2 ,"11,745 ",31.9 ,193 ,0.5 ,874 ,2.4 ,"4,942 ",13.4 ,904 ,2.5 ,"3,234 ",8.8 ,"8,380 ",100.0 
Retained in grade 11,Alabama,706 ,1 to 3,0.4 ,1 to 3,0.3 ,29 ,4.1 ,412 ,58.4 ,252 ,35.7 ,1 to 3,0.1 ,7 ,1.0 ,77 ,10.9 ,0 ,0.0 ,16 ,2.3 ,204 ,100.0 
Retained in grade 11,Alaska,98 ,35 ,35.7 ,1 to 3,2.0 ,4 ,4.1 ,1 to 3,3.1 ,44 ,44.9 ,1 to 3,1.0 ,9 ,9.2 ,4 ,4.1 ,4 ,4.1 ,9 ,9.2 ,58 ,100.0 
Retained in grade 11,Arizona,"1,041 ",47 ,4.5 ,9 ,0.9 ,690 ,66.3 ,95 ,9.1 ,190 ,18.3 ,0 ,0.0 ,10 ,1.0 ,96 ,9.2 ,14 ,1.3 ,52 ,5.0 ,73 ,100.0 
Retained in grade 11,Arkansas,135 ,0 ,0.0 ,4 ,3.0 ,9 ,6.7 ,65 ,48.1 ,50 ,37.0 ,1 to 3,2.2 ,4 ,3.0 ,9 ,6.7 ,5 ,3.7 ,6 ,4.4 ,74 ,100.0 
Retained in grade 11,California,"2,635 ",32 ,1.2 ,115 ,4.4 ,"1,696 ",64.4 ,349 ,13.2 ,385 ,14.6 ,24 ,0.9 ,34 ,1.3 ,266 ,10.1 ,27 ,1.0 ,516 ,19.6 ,452 ,100.0 
Retained in grade 11,Colorado,340 ,1 to 3,0.3 ,1 to 3,0.9 ,187 ,55.0 ,28 ,8.2 ,112 ,32.9 ,1 to 3,0.3 ,8 ,2.4 ,25 ,7.4 ,5 ,1.5 ,60 ,17.6 ,123 ,100.0 
Retained in grade 11,Connecticut,394 ,1 to 3,0.3 ,7 ,1.8 ,116 ,29.4 ,115 ,29.2 ,150 ,38.1 ,0 ,0.0 ,5 ,1.3 ,44 ,11.2 ,15 ,3.8 ,32 ,8.1 ,121 ,100.0 
Retained in grade 11,Delaware,109 ,1 to 3,0.9 ,1 to 3,2.8 ,18 ,16.5 ,47 ,43.1 ,38 ,34.9 ,0 ,0.0 ,1 to 3,1.8 ,19 ,17.4 ,1 to 3,1.8 ,1 to 3,1.8 ,31 ,100.0 
Retained in grade 11,District of Columbia,56 ,0 ,0.0 ,0 ,0.0 ,6 ,10.7 ,47 ,83.9 ,1 to 3,5.4 ,0 ,0.0 ,0 ,0.0 ,12 ,21.4 ,1 to 3,3.6 ,5 ,8.9 ,25 ,100.0 
Retained in grade 11,Florida,"3,516 ",18 ,0.5 ,48 ,1.4 ,929 ,26.4 ,"1,129 ",32.1 ,"1,296 ",36.9 ,1 to 3,0.0 ,95 ,2.7 ,536 ,15.2 ,110 ,3.1 ,310 ,8.8 ,357 ,100.0 
Retained in grade 11,Georgia,"2,253 ",1 to 3,0.1 ,59 ,2.6 ,285 ,12.6 ,"1,256 ",55.7 ,587 ,26.1 ,1 to 3,0.1 ,60 ,2.7 ,248 ,11.0 ,59 ,2.6 ,97 ,4.3 ,395 ,100.0 
Retained in grade 11,Hawaii,203 ,1 to 3,0.5 ,67 ,33.0 ,12 ,5.9 ,4 ,2.0 ,25 ,12.3 ,80 ,39.4 ,14 ,6.9 ,21 ,10.3 ,8 ,3.9 ,17 ,8.4 ,52 ,100.0 
Retained in grade 11,Idaho,105 ,1 to 3,1.0 ,1 to 3,1.9 ,24 ,22.9 ,4 ,3.8 ,71 ,67.6 ,0 ,0.0 ,1 to 3,2.9 ,5 ,4.8 ,1 to 3,2.9 ,18 ,17.1 ,36 ,100.0 
Retained in grade 11,Illinois,"1,686 ",9 ,0.5 ,20 ,1.2 ,607 ,36.0 ,523 ,31.0 ,488 ,28.9 ,1 to 3,0.1 ,37 ,2.2 ,240 ,14.2 ,38 ,2.3 ,90 ,5.3 ,345 ,99.4 
Retained in grade 11,Indiana,107 ,0 ,0.0 ,1 to 3,2.8 ,8 ,7.5 ,22 ,20.6 ,68 ,63.6 ,0 ,0.0 ,6 ,5.6 ,19 ,17.8 ,1 to 3,2.8 ,8 ,7.5 ,59 ,100.0 
Retained in grade 11,Iowa,132 ,1 to 3,0.8 ,4 ,3.0 ,10 ,7.6 ,1 to 3,2.3 ,110 ,83.3 ,0 ,0.0 ,4 ,3.0 ,14 ,10.6 ,10 ,7.6 ,4 ,3.0 ,42 ,100.0 
Retained in grade 11,Kansas,140 ,1 to 3,2.1 ,1 to 3,2.1 ,43 ,30.7 ,30 ,21.4 ,54 ,38.6 ,0 ,0.0 ,7 ,5.0 ,15 ,10.7 ,1 to 3,2.1 ,21 ,15.0 ,66 ,100.0 
Retained in grade 11,Kentucky,396 ,1 to 3,0.3 ,5 ,1.3 ,25 ,6.3 ,145 ,36.6 ,215 ,54.3 ,0 ,0.0 ,5 ,1.3 ,26 ,6.6 ,6 ,1.5 ,7 ,1.8 ,147 ,100.0 
Retained in grade 11,Louisiana,560 ,1 to 3,0.4 ,9 ,1.6 ,38 ,6.8 ,314 ,56.1 ,193 ,34.5 ,0 ,0.0 ,4 ,0.7 ,59 ,10.5 ,27 ,4.8 ,25 ,4.5 ,186 ,100.0 
Retained in grade 11,Maine,33 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,0 ,0.0 ,30 ,90.9 ,0 ,0.0 ,0 ,0.0 ,9 ,27.3 ,1 to 3,6.1 ,0 ,0.0 ,17 ,100.0 
Retained in grade 11,Maryland,"1,259 ",4 ,0.3 ,50 ,4.0 ,231 ,18.3 ,718 ,57.0 ,227 ,18.0 ,0 ,0.0 ,29 ,2.3 ,193 ,15.3 ,37 ,2.9 ,60 ,4.8 ,187 ,100.0 
Retained in grade 11,Massachusetts,464 ,1 to 3,0.2 ,19 ,4.1 ,137 ,29.5 ,71 ,15.3 ,227 ,48.9 ,0 ,0.0 ,9 ,1.9 ,94 ,20.3 ,23 ,5.0 ,64 ,13.8 ,197 ,100.0 
Retained in grade 11,Michigan,975 ,12 ,1.2 ,11 ,1.1 ,99 ,10.2 ,312 ,32.0 ,505 ,51.8 ,1 to 3,0.1 ,35 ,3.6 ,138 ,14.2 ,6 ,0.6 ,35 ,3.6 ,335 ,100.0 
Retained in grade 11,Minnesota,344 ,5 ,1.5 ,36 ,10.5 ,38 ,11.0 ,68 ,19.8 ,194 ,56.4 ,1 to 3,0.3 ,1 to 3,0.6 ,46 ,13.4 ,4 ,1.2 ,36 ,10.5 ,77 ,100.0 
Retained in grade 11,Mississippi,424 ,0 ,0.0 ,5 ,1.2 ,14 ,3.3 ,295 ,69.6 ,109 ,25.7 ,1 to 3,0.2 ,0 ,0.0 ,22 ,5.2 ,1 to 3,0.5 ,1 to 3,0.5 ,163 ,100.0 
