,"Number and percentage of public school male students not served under IDEA subjected to seclusion, by race/ethnicity, whether served under Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,,
Seclusion,United States,"8,763 ",160 ,1.8 ,56 ,0.6 ,"1,061 ",12.1 ,"1,998 ",22.8 ,"5,092 ",58.1 ,11 ,0.1 ,385 ,4.4 ,262 ,1 to 3,294 ,3.4 ,"95,507 ",99.4 
Seclusion,Alabama,87 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.3 ,55 ,63.2 ,27 ,31.0 ,1 to 3,2.3 ,1 to 3,1.1 ,1 to 3,2.3 ,1 to 3,1.1 ,"1,397 ",97.0 
Seclusion,Alaska,12 ,1 to 3,16.7 ,0 ,0.0 ,1 to 3,16.7 ,0 ,0.0 ,5 ,41.7 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,1 to 3,16.7 ,495 ,100.0 
Seclusion,Arizona,546 ,16 ,2.9 ,1 to 3,0.2 ,238 ,43.6 ,49 ,9.0 ,219 ,40.1 ,0 ,0.0 ,23 ,4.2 ,4 ,0.7 ,8 ,1.5 ,"1,913 ",100.0 
Seclusion,Arkansas,18 ,0 ,0.0 ,0 ,0.0 ,1 to 3,16.7 ,6 ,33.3 ,7 ,38.9 ,0 ,0.0 ,1 to 3,11.1 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 
Seclusion,California,96 ,0 ,0.0 ,7 ,7.3 ,38 ,39.6 ,28 ,29.2 ,20 ,20.8 ,0 ,0.0 ,1 to 3,3.1 ,4 ,4.2 ,9 ,9.4 ,"9,883 ",99.8 
Seclusion,Colorado,337 ,6 ,1.8 ,1 to 3,0.9 ,105 ,31.2 ,5 ,1.5 ,205 ,60.8 ,0 ,0.0 ,13 ,3.9 ,1 to 3,0.9 ,20 ,5.9 ,"1,841 ",100.0 
Seclusion,Connecticut,81 ,0 ,0.0 ,1 to 3,3.7 ,15 ,18.5 ,21 ,25.9 ,38 ,46.9 ,0 ,0.0 ,4 ,4.9 ,4 ,4.9 ,4 ,4.9 ,"1,140 ",98.2 
Seclusion,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Seclusion,District of Columbia,16 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,14 ,87.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 
Seclusion,Florida,146 ,0 ,0.0 ,0 ,0.0 ,29 ,19.9 ,30 ,20.5 ,79 ,54.1 ,0 ,0.0 ,8 ,5.5 ,10 ,6.8 ,6 ,4.1 ,"3,954 ",100.0 
Seclusion,Georgia,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,37.5 ,5 ,62.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Seclusion,Idaho,291 ,1 to 3,1 to 3,1 to 3,1 to 3,111 ,38.1 ,1 to 3,1 to 3,169 ,58.1 ,0 ,0.0 ,1 to 3,0.7 ,14 ,4.8 ,91 ,31.3 ,715 ,100.0 
Seclusion,Illinois,"1,493 ",4 ,0.3 ,8 ,0.5 ,24 ,1.6 ,769 ,51.5 ,541 ,36.2 ,0 ,0.0 ,147 ,9.8 ,14 ,0.9 ,7 ,0.5 ,"4,134 ",100.0 
Seclusion,Indiana,193 ,0 ,0.0 ,0 ,0.0 ,9 ,4.7 ,49 ,25.4 ,125 ,64.8 ,0 ,0.0 ,10 ,5.2 ,1 to 3,1 to 3,1 to 3,1 to 3,"1,864 ",100.0 
Seclusion,Iowa,387 ,1 to 3,0.5 ,1 to 3,0.8 ,11 ,2.8 ,91 ,23.5 ,270 ,69.8 ,1 to 3,0.5 ,8 ,2.1 ,6 ,1.6 ,8 ,2.1 ,"1,424 ",100.0 
Seclusion,Kansas,93 ,1 to 3,2.2 ,1 to 3,2.2 ,4 ,4.3 ,6 ,6.5 ,74 ,79.6 ,0 ,0.0 ,5 ,5.4 ,1 to 3,3.2 ,4 ,4.3 ,"1,396 ",99.9 
Seclusion,Kentucky,239 ,0 ,0.0 ,0 ,0.0 ,10 ,4.2 ,46 ,19.2 ,174 ,72.8 ,0 ,0.0 ,9 ,3.8 ,1 to 3,0.8 ,4 ,1.7 ,"1,422 ",100.0 
Seclusion,Louisiana,14 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.1 ,11 ,78.6 ,1 to 3,14.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,21.4 ,0 ,0.0 ,"1,343 ",100.0 
Seclusion,Maine,27 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,14.8 ,23 ,85.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,11.1 ,1 to 3,7.4 ,573 ,99.0 
Seclusion,Maryland,37 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17 ,45.9 ,17 ,45.9 ,0 ,0.0 ,1 to 3,8.1 ,7 ,18.9 ,0 ,0.0 ,"1,435 ",100.0 
Seclusion,Massachusetts,20 ,0 ,0.0 ,1 to 3,10.0 ,7 ,35.0 ,4 ,20.0 ,6 ,30.0 ,0 ,0.0 ,1 to 3,5.0 ,1 to 3,10.0 ,1 to 3,15.0 ,"1,859 ",100.0 
Seclusion,Michigan,739 ,11 ,1.5 ,1 to 3,0.4 ,48 ,6.5 ,73 ,9.9 ,592 ,80.1 ,0 ,0.0 ,12 ,1.6 ,12 ,1.6 ,10 ,1.4 ,"3,672 ",100.0 
Seclusion,Minnesota,154 ,1 to 3,1.9 ,1 to 3,1.3 ,6 ,3.9 ,9 ,5.8 ,132 ,85.7 ,0 ,0.0 ,1 to 3,1.3 ,6 ,3.9 ,1 to 3,1.3 ,"2,056 ",100.0 
Seclusion,Mississippi,45 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,44 ,97.8 ,1 to 3,2.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 
Seclusion,Missouri,"1,170 ",1 to 3,0.2 ,7 ,0.6 ,58 ,5.0 ,244 ,20.9 ,804 ,68.7 ,1 to 3,0.3 ,52 ,4.4 ,58 ,5.0 ,4 ,0.3 ,"2,281 ",100.0 
Seclusion,Montana,74 ,17 ,23.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,57 ,77.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.7 ,1 to 3,4.1 ,794 ,100.0 
Seclusion,Nebraska,257 ,4 ,1.6 ,0 ,0.0 ,26 ,10.1 ,13 ,5.1 ,209 ,81.3 ,0 ,0.0 ,5 ,1.9 ,1 to 3,0.8 ,4 ,1.6 ,"1,050 ",100.0 
Seclusion,Nevada,12 ,0 ,0.0 ,0 ,0.0 ,7 ,58.3 ,1 to 3,25.0 ,1 to 3,16.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 
Seclusion,New Hampshire,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,27.3 ,0 ,0.0 ,482 ,100.0 
Seclusion,New Jersey,47 ,0 ,0.0 ,0 ,0.0 ,4 ,8.5 ,36 ,76.6 ,5 ,10.6 ,0 ,0.0 ,1 to 3,4.3 ,0 ,0.0 ,0 ,0.0 ,"2,469 ",100.0 
Seclusion,New Mexico,7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,28.6 ,0 ,0.0 ,1 to 3,42.9 ,0 ,0.0 ,1 to 3,28.6 ,1 to 3,28.6 ,1 to 3,28.6 ,872 ,96.8 
Seclusion,New York,108 ,1 to 3,1.9 ,1 to 3,1.9 ,20 ,18.5 ,31 ,28.7 ,51 ,47.2 ,0 ,0.0 ,1 to 3,1.9 ,9 ,8.3 ,1 to 3,1.9 ,"4,894 ",100.0 
Seclusion,North Carolina,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 
Seclusion,North Dakota,59 ,1 to 3,5.1 ,1 to 3,3.4 ,4 ,6.8 ,6 ,10.2 ,44 ,74.6 ,0 ,0.0 ,0 ,0.0 ,10 ,16.9 ,0 ,0.0 ,451 ,100.0 
Seclusion,Ohio,63 ,0 ,0.0 ,1 to 3,3.2 ,1 to 3,4.8 ,21 ,33.3 ,32 ,50.8 ,0 ,0.0 ,5 ,7.9 ,1 to 3,3.2 ,1 to 3,3.2 ,"3,609 ",100.0 
Seclusion,Oklahoma,288 ,13 ,4.5 ,0 ,0.0 ,54 ,18.8 ,94 ,32.6 ,121 ,42.0 ,0 ,0.0 ,6 ,2.1 ,0 ,0.0 ,37 ,12.8 ,"1,811 ",100.0 
