,"Number and percentage of public school students retained in grade 8, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 8,United States,"37,208 ",397 ,1.1 ,519 ,1.4 ,"7,586 ",20.4 ,"15,493 ",41.6 ,"12,269 ",33.0 ,135 ,0.4 ,809 ,2.2 ,"6,321 ",17.0 ,"1,839 ",4.9 ,"3,096 ",8.3 ,"7,509 ",100.0 
Retained in grade 8,Alabama,"1,153 ",5 ,0.4 ,1 to 3,0.2 ,33 ,2.9 ,528 ,45.8 ,573 ,49.7 ,0 ,0.0 ,12 ,1.0 ,110 ,9.5 ,11 ,1.0 ,21 ,1.8 ,215 ,100.0 
Retained in grade 8,Alaska,50 ,34 ,68.0 ,0 ,0.0 ,1 to 3,6.0 ,4 ,8.0 ,9 ,18.0 ,0 ,0.0 ,0 ,0.0 ,4 ,8.0 ,1 to 3,4.0 ,20 ,40.0 ,52 ,100.0 
Retained in grade 8,Arizona,447 ,47 ,10.5 ,6 ,1.3 ,175 ,39.1 ,22 ,4.9 ,182 ,40.7 ,1 to 3,0.2 ,14 ,3.1 ,84 ,18.8 ,15 ,3.4 ,24 ,5.4 ,134 ,100.0 
Retained in grade 8,Arkansas,183 ,1 to 3,1.6 ,0 ,0.0 ,10 ,5.5 ,62 ,33.9 ,104 ,56.8 ,1 to 3,0.5 ,1 to 3,1.6 ,11 ,6.0 ,7 ,3.8 ,13 ,7.1 ,92 ,100.0 
Retained in grade 8,California,362 ,8 ,2.2 ,24 ,6.6 ,184 ,50.8 ,42 ,11.6 ,91 ,25.1 ,1 to 3,0.8 ,10 ,2.8 ,78 ,21.5 ,8 ,2.2 ,63 ,17.4 ,239 ,100.0 
Retained in grade 8,Colorado,228 ,5 ,2.2 ,1 to 3,0.9 ,89 ,39.0 ,21 ,9.2 ,104 ,45.6 ,1 to 3,0.4 ,6 ,2.6 ,40 ,17.5 ,4 ,1.8 ,38 ,16.7 ,116 ,100.0 
Retained in grade 8,Connecticut,206 ,0 ,0.0 ,7 ,3.4 ,64 ,31.1 ,89 ,43.2 ,42 ,20.4 ,0 ,0.0 ,4 ,1.9 ,38 ,18.4 ,6 ,2.9 ,18 ,8.7 ,66 ,100.0 
Retained in grade 8,Delaware,79 ,0 ,0.0 ,0 ,0.0 ,11 ,13.9 ,30 ,38.0 ,38 ,48.1 ,0 ,0.0 ,0 ,0.0 ,20 ,25.3 ,4 ,5.1 ,5 ,6.3 ,24 ,100.0 
Retained in grade 8,District of Columbia,58 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.2 ,51 ,87.9 ,4 ,6.9 ,0 ,0.0 ,0 ,0.0 ,10 ,17.2 ,1 to 3,3.4 ,1 to 3,3.4 ,21 ,100.0 
Retained in grade 8,Florida,"4,313 ",24 ,0.6 ,37 ,0.9 ,"1,104 ",25.6 ,"1,407 ",32.6 ,"1,588 ",36.8 ,6 ,0.1 ,147 ,3.4 ,"1,043 ",24.2 ,223 ,5.2 ,307 ,7.1 ,544 ,100.0 
Retained in grade 8,Georgia,"5,122 ",9 ,0.2 ,81 ,1.6 ,694 ,13.5 ,"3,353 ",65.5 ,841 ,16.4 ,7 ,0.1 ,137 ,2.7 ,907 ,17.7 ,165 ,3.2 ,389 ,7.6 ,388 ,100.0 
Retained in grade 8,Hawaii,150 ,4 ,2.7 ,24 ,16.0 ,9 ,6.0 ,1 to 3,1 to 3,17 ,11.3 ,79 ,52.7 ,14 ,9.3 ,25 ,16.7 ,1 to 3,1 to 3,20 ,13.3 ,42 ,100.0 
Retained in grade 8,Idaho,98 ,0 ,0.0 ,0 ,0.0 ,15 ,15.3 ,4 ,4.1 ,75 ,76.5 ,1 to 3,1.0 ,1 to 3,3.1 ,14 ,14.3 ,5 ,5.1 ,1 to 3,1.0 ,50 ,100.0 
Retained in grade 8,Illinois,539 ,1 to 3,0.6 ,5 ,0.9 ,120 ,22.3 ,190 ,35.3 ,205 ,38.0 ,0 ,0.0 ,16 ,3.0 ,62 ,11.5 ,13 ,2.4 ,38 ,7.1 ,268 ,100.0 
Retained in grade 8,Indiana,190 ,1 to 3,1.1 ,6 ,3.2 ,12 ,6.3 ,33 ,17.4 ,127 ,66.8 ,0 ,0.0 ,10 ,5.3 ,67 ,35.3 ,14 ,7.4 ,6 ,3.2 ,89 ,100.0 
Retained in grade 8,Iowa,23 ,0 ,0.0 ,1 to 3,8.7 ,1 to 3,8.7 ,7 ,30.4 ,12 ,52.2 ,0 ,0.0 ,0 ,0.0 ,5 ,21.7 ,0 ,0.0 ,1 to 3,8.7 ,21 ,100.0 
Retained in grade 8,Kansas,37 ,0 ,0.0 ,1 to 3,5.4 ,11 ,29.7 ,7 ,18.9 ,15 ,40.5 ,0 ,0.0 ,1 to 3,5.4 ,10 ,27.0 ,1 to 3,2.7 ,6 ,16.2 ,23 ,100.0 
Retained in grade 8,Kentucky,237 ,1 to 3,0.4 ,5 ,2.1 ,10 ,4.2 ,39 ,16.5 ,170 ,71.7 ,0 ,0.0 ,12 ,5.1 ,50 ,21.1 ,0 ,0.0 ,6 ,2.5 ,116 ,100.0 
Retained in grade 8,Louisiana,"6,050 ",24 ,0.4 ,29 ,0.5 ,167 ,2.8 ,"4,038 ",66.7 ,"1,746 ",28.9 ,1 to 3,0.0 ,45 ,0.7 ,715 ,11.8 ,686 ,11.3 ,110 ,1.8 ,356 ,100.0 
Retained in grade 8,Maine,60 ,1 to 3,3.3 ,0 ,0.0 ,1 to 3,5.0 ,1 to 3,3.3 ,53 ,88.3 ,0 ,0.0 ,0 ,0.0 ,20 ,33.3 ,4 ,6.7 ,1 to 3,3.3 ,31 ,100.0 
Retained in grade 8,Maryland,742 ,4 ,0.5 ,10 ,1.3 ,55 ,7.4 ,506 ,68.2 ,144 ,19.4 ,1 to 3,0.1 ,22 ,3.0 ,161 ,21.7 ,58 ,7.8 ,15 ,2.0 ,147 ,100.0 
Retained in grade 8,Massachusetts,702 ,1 to 3,0.1 ,17 ,2.4 ,130 ,18.5 ,65 ,9.3 ,468 ,66.7 ,0 ,0.0 ,21 ,3.0 ,166 ,23.6 ,26 ,3.7 ,64 ,9.1 ,135 ,100.0 
Retained in grade 8,Michigan,650 ,5 ,0.8 ,6 ,0.9 ,53 ,8.2 ,265 ,40.8 ,299 ,46.0 ,0 ,0.0 ,22 ,3.4 ,103 ,15.8 ,15 ,2.3 ,27 ,4.2 ,241 ,100.0 
Retained in grade 8,Minnesota,359 ,9 ,2.5 ,13 ,3.6 ,48 ,13.4 ,65 ,18.1 ,220 ,61.3 ,1 to 3,0.6 ,1 to 3,0.6 ,54 ,15.0 ,1 to 3,0.3 ,29 ,8.1 ,45 ,100.0 
Retained in grade 8,Mississippi,"1,545 ",4 ,0.3 ,8 ,0.5 ,38 ,2.5 ,943 ,61.0 ,549 ,35.5 ,0 ,0.0 ,1 to 3,0.2 ,93 ,6.0 ,4 ,0.3 ,15 ,1.0 ,203 ,100.0 
Retained in grade 8,Missouri,334 ,1 to 3,0.3 ,4 ,1.2 ,26 ,7.8 ,187 ,56.0 ,114 ,34.1 ,0 ,0.0 ,1 to 3,0.6 ,44 ,13.2 ,1 to 3,0.3 ,24 ,7.2 ,88 ,100.0 
Retained in grade 8,Montana,34 ,20 ,58.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,35.3 ,0 ,0.0 ,1 to 3,5.9 ,1 to 3,5.9 ,0 ,0.0 ,4 ,11.8 ,20 ,100.0 
