,,,,,,,,,,,,,,,,,,,,,,,
,"Number and percentage of public school students without disabilities receiving disciplinary actions by gender and race/ethnicity, for state: School Year 2011-12",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Discipline,Gender,Students Without Disabilities,,Race/Ethnicity of Students Without Disabilities,,,,,,,,,,,,,,English Language Learners Without Disabilities ,,Number of Schoolsa,Percent of Schools Reporting 
,,,,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,
,,,,Number,Percent,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,,
Disciplinary Actions,West Virginia,,Male,204 ,72.9 ,0 ,0.0 ,0 ,0.0 ,4 ,1.4 ,10 ,3.6 ,190 ,67.9 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.7 ,733 ,100.0 
Disciplinary Actions,West Virginia,Corporal punishment,Female,76 ,27.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.7 ,1-3 ,0.7 ,72 ,25.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,280 ,100.0 ,0 ,0.0 ,0 ,0.0 ,6 ,2.1 ,12 ,4.3 ,262 ,93.6 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.7 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,"11,860 ",67.5 ,7 ,0.0 ,35 ,0.2 ,191 ,1.1 ,"1,137 ",6.5 ,"10,326 ",58.8 ,1-3 ,0.0 ,162 ,0.9 ,29 ,0.2 ,733 ,100.0 
Disciplinary Actions,West Virginia,One or more in-school suspensions,Female,"5,713 ",32.5 ,1-3 ,0.0 ,10 ,0.1 ,66 ,0.4 ,621 ,3.5 ,"4,950 ",28.2 ,0 ,0.0 ,64 ,0.4 ,13 ,0.1 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,"17,573 ",100.0 ,9 ,0.1 ,45 ,0.3 ,257 ,1.5 ,"1,758 ",10.0 ,"15,276 ",86.9 ,1-3 ,0.0 ,226 ,1.3 ,42 ,0.2 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,"7,332 ",67.0 ,5 ,0.0 ,16 ,0.1 ,68 ,0.6 ,679 ,6.2 ,"6,484 ",59.2 ,1-3 ,0.0 ,78 ,0.7 ,24 ,0.2 ,733 ,100.0 
Disciplinary Actions,West Virginia,Only one out-of-school suspension,Female,"3,615 ",33.0 ,1-3 ,0.0 ,7 ,0.1 ,28 ,0.3 ,380 ,3.5 ,"3,158 ",28.8 ,1-3 ,0.0 ,38 ,0.3 ,8 ,0.1 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,"10,947 ",100.0 ,7 ,0.1 ,23 ,0.2 ,96 ,0.9 ,"1,059 ",9.7 ,"9,642 ",88.1 ,4 ,0.0 ,116 ,1.1 ,32 ,0.3 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,"5,614 ",72.2 ,1-3 ,0.0 ,8 ,0.1 ,64 ,0.8 ,664 ,8.5 ,"4,810 ",61.8 ,1-3 ,0.0 ,64 ,0.8 ,14 ,0.2 ,733 ,100.0 
Disciplinary Actions,West Virginia,More than one out-of-school suspension,Female,"2,164 ",27.8 ,1-3 ,0.0 ,4 ,0.1 ,15 ,0.2 ,392 ,5.0 ,"1,733 ",22.3 ,0 ,0.0 ,18 ,0.2 ,7 ,0.1 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,"7,778 ",100.0 ,4 ,0.1 ,12 ,0.2 ,79 ,1.0 ,"1,056 ",13.6 ,"6,543 ",84.1 ,1-3 ,0.0 ,82 ,1.1 ,21 ,0.3 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,"12,947 ",69.1 ,6 ,0.0 ,24 ,0.1 ,131 ,0.7 ,"1,344 ",7.2 ,"11,298 ",60.3 ,1-3 ,0.0 ,142 ,0.8 ,38 ,0.2 ,733 ,100.0 
Disciplinary Actions,West Virginia,One or more out-of-school suspensions,Female,"5,783 ",30.9 ,1-3 ,0.0 ,11 ,0.1 ,43 ,0.2 ,772 ,4.1 ,"4,897 ",26.1 ,1-3 ,0.0 ,56 ,0.3 ,15 ,0.1 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,"18,730 ",100.0 ,8 ,0.0 ,35 ,0.2 ,174 ,0.9 ,"2,116 ",11.3 ,"16,195 ",86.5 ,4 ,0.0 ,198 ,1.1 ,53 ,0.3 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,345 ,72.3 ,0 ,0.0 ,1-3 ,0.4 ,7 ,1.5 ,26 ,5.5 ,308 ,64.6 ,0 ,0.0 ,1-3 ,0.4 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,Expulsions with educational services,Female,132 ,27.7 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.4 ,13 ,2.7 ,115 ,24.1 ,0 ,0.0 ,1-3 ,0.4 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,477 ,100.0 ,0 ,0.0 ,1-3 ,0.4 ,9 ,1.9 ,39 ,8.2 ,423 ,88.7 ,0 ,0.0 ,4 ,0.8 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,14 ,87.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,14 ,87.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,Expulsions without educational services,Female,1-3 ,12.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,12.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,16 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,16 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,361 ,73.2 ,0 ,0.0 ,1-3 ,0.4 ,6 ,1.2 ,26 ,5.3 ,325 ,65.9 ,0 ,0.0 ,1-3 ,0.4 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,Expulsions with or without educational services,Female,132 ,26.8 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.4 ,12 ,2.4 ,116 ,23.5 ,0 ,0.0 ,1-3 ,0.4 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,493 ,100.0 ,0 ,0.0 ,1-3 ,0.4 ,8 ,1.6 ,38 ,7.7 ,441 ,89.5 ,0 ,0.0 ,4 ,0.8 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,108 ,73.5 ,0 ,0.0 ,0 ,0.0 ,5 ,3.4 ,10 ,6.8 ,93 ,63.3 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,Expulsions under zero-tolerance policies,Female,39 ,26.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1.4 ,35 ,23.8 ,0 ,0.0 ,1-3 ,1.4 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,147 ,100.0 ,0 ,0.0 ,0 ,0.0 ,5 ,3.4 ,12 ,8.2 ,128 ,87.1 ,0 ,0.0 ,1-3 ,1.4 ,1-3 ,1.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,434 ,77.0 ,0 ,0.0 ,0 ,0.0 ,4 ,0.7 ,22 ,3.9 ,406 ,72.0 ,0 ,0.0 ,1-3 ,0.4 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,Referral to law enforcement,Female,130 ,23.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,0.4 ,8 ,1.4 ,120 ,21.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,564 ,100.0 ,0 ,0.0 ,0 ,0.0 ,6 ,1.1 ,30 ,5.3 ,526 ,93.3 ,0 ,0.0 ,1-3 ,0.4 ,1-3 ,0.4 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Male,38 ,79.2 ,0 ,0.0 ,0 ,0.0 ,1-3 ,4.2 ,5 ,10.4 ,29 ,60.4 ,0 ,0.0 ,1-3 ,4.2 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,School-related arrests,Female,10 ,20.8 ,0 ,0.0 ,0 ,0.0 ,1-3 ,4.2 ,0 ,0.0 ,8 ,16.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,733 ,100.0 
Disciplinary Actions,West Virginia,,Total,48 ,100.0 ,0 ,0.0 ,0 ,0.0 ,4 ,8.3 ,5 ,10.4 ,37 ,77.1 ,0 ,0.0 ,1-3 ,4.2 ,0 ,0.0 ,733 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads: Of all 280 public school students without disabilities who received corporal punishment, 0 (0.0)% were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,
