,2003,2003,,2012,2012,,
,Age 0-4,Receiving,,Age 0-4,Receiving,,2003-2012
County,Population,WIC,Percentage,Population,WIC,Percentage,Change
Adair,366,138,37.70%,353,117,33.10%,-12.10%
Adams,218,71,32.60%,225,75,33.30%,2.30%
Allamakee,836,371,44.40%,868,358,41.20%,-7.10%
Appanoose,732,271,37.00%,792,245,30.90%,-16.40%
Audubon,290,77,26.60%,295,79,26.80%,0.90%
Benton,"1,541",228,14.80%,"1,502",241,16.00%,8.40%
Black Hawk,"7,292","2,791",38.30%,"8,153","3,062",37.60%,-1.90%
Boone,"1,435",359,25.00%,"1,468",207,14.10%,-43.60%
Bremer,"1,178",197,16.70%,"1,333",185,13.90%,-17.00%
Buchanan,"1,441",281,19.50%,"1,503",263,17.50%,-10.30%
Buena Vista,"1,145",516,45.10%,"1,427",641,44.90%,-0.30%
Butler,739,94,12.70%,963,104,10.80%,-15.10%
Calhoun,465,123,26.50%,529,96,18.10%,-31.40%
Carroll,"1,190",288,24.20%,"1,392",293,21.00%,-13.00%
Cass,740,270,36.50%,837,241,28.80%,-21.10%
Cedar,992,155,15.60%,"1,080",81,7.50%,-52.00%
Cerro Gordo,"2,480",777,31.30%,"2,478",904,36.50%,16.40%
Cherokee,602,206,34.20%,679,236,34.80%,1.60%
Chickasaw,689,139,20.20%,735,123,16.70%,-17.00%
Clarke,576,229,39.80%,648,250,38.60%,-3.00%
Clay,952,352,37.00%,983,323,32.90%,-11.10%
Clayton,989,238,24.10%,997,190,19.10%,-20.80%
Clinton,"2,954",920,31.10%,"2,972",911,30.70%,-1.60%
Crawford,"1,054",474,45.00%,"1,270",615,48.40%,7.70%
Dallas,"3,058",589,19.30%,"5,928",647,10.90%,-43.30%
Davis,544,91,16.70%,705,45,6.40%,-61.80%
Decatur,450,194,43.10%,469,174,37.10%,-13.90%
Delaware,"1,033",166,16.10%,"1,005",126,12.50%,-22.00%
Des Moines,"2,460",798,32.40%,"2,562",829,32.40%,-0.30%
Dickinson,824,178,21.60%,828,158,19.10%,-11.70%
Dubuque,"5,683","1,396",24.60%,"5,960","1,428",24.00%,-2.50%
Emmet,601,230,38.30%,590,187,31.70%,-17.20%
Fayette,"1,091",313,28.70%,"1,293",285,22.00%,-23.20%
Floyd,941,237,25.20%,951,299,31.40%,24.80%
Franklin,575,221,38.40%,642,237,36.90%,-4.00%
Fremont,404,125,30.90%,437,74,16.90%,-45.30%
Greene,518,174,33.60%,476,132,27.70%,-17.40%
Grundy,604,95,15.70%,788,69,8.80%,-44.30%
Guthrie,647,158,24.40%,592,98,16.60%,-32.20%
Hamilton,959,276,28.80%,901,274,30.40%,5.70%
Hancock,607,122,20.10%,588,106,18.00%,-10.30%
Hardin,"1,031",314,30.50%,969,243,25.10%,-17.70%
Harrison,859,207,24.10%,852,137,16.10%,-33.30%
Henry,"1,133",271,23.90%,"1,146",284,24.80%,3.60%
Howard,534,140,26.20%,665,125,18.80%,-28.30%
Humboldt,512,197,38.50%,584,166,28.40%,-26.10%
Ida,375,145,38.70%,493,134,27.20%,-29.70%
Iowa,869,184,21.20%,950,117,12.30%,-41.80%
Jackson,"1,093",292,26.70%,"1,090",219,20.10%,-24.80%
Jasper,"2,225",488,21.90%,"1,989",565,28.40%,29.50%
Jefferson,757,260,34.30%,755,219,29.00%,-15.50%
Johnson,"6,454","1,421",22.00%,"8,186","1,628",19.90%,-9.70%
Jones,"1,033",203,19.70%,"1,098",146,13.30%,-32.30%
Keokuk,665,122,18.30%,606,91,15.00%,-18.10%
,Age 0-4,Receiving,,Age 0-4 Receiving,,2003-2012,
County,Population,WIC,Percentage,Population WIC,Percentage,Change,
Kossuth,826,217,26.30%,843 184,21.80%,-16.90%,
Lee,"2,045",660,32.30%,"2,084 562",27.00%,-16.40%,
Linn,"13,441","3,338",24.80%,"13,986 3,546",25.40%,2.10%,
Louisa,807,288,35.70%,621 198,31.90%,-10.70%,
Lucas,522,220,42.10%,500 220,44.00%,4.40%,
Lyon,759,145,19.10%,878 116,13.20%,-30.80%,
Madison,949,207,21.80%,"1,010 147",14.60%,-33.30%,
Mahaska,"1,360",421,31.00%,"1,439 385",26.80%,-13.60%,
Marion,"1,932",596,30.80%,"2,091 513",24.50%,-20.50%,
Marshall,"2,608","1,139",43.70%,"2,880 1,373",47.70%,9.20%,
Mills,844,193,22.90%,869 136,15.70%,-31.60%,
Mitchell,630,123,19.50%,608 119,19.60%,0.20%,
Monona,486,212,43.60%,451 120,26.60%,-39.00%,
Monroe,439,139,31.70%,462 144,31.20%,-1.60%,
Montgomery,655,268,40.90%,575 225,39.10%,-4.40%,
Muscatine,"2,945","1,128",38.30%,"3,011 1,039",34.50%,-9.90%,
O'Brien,782,174,22.30%,847 183,21.60%,-2.90%,
Osceola,365,117,32.10%,336 72,21.40%,-33.20%,
Page,835,333,39.90%,905 272,30.10%,-24.60%,
Palo Alto,527,117,22.20%,558 114,20.40%,-8.00%,
Plymouth,"1,510",266,17.60%,"1,561 294",18.80%,6.90%,
Pocahontas,361,98,27.10%,391 94,24.00%,-11.40%,
Polk,"29,078","6,415",22.10%,"32,582 7,358",22.60%,2.40%,
Pottawattamie,"5,788","2,212",38.20%,"6,167 2,212",35.90%,-6.10%,
Poweshiek,950,221,23.30%,990 276,27.90%,19.80%,
Ringgold,306,101,33.00%,298 47,15.80%,-52.20%,
Sac,527,108,20.50%,542 93,17.20%,-16.30%,
Scott,"11,036","3,247",29.40%,"11,271 3,263",29.00%,-1.60%,
Shelby,674,201,29.80%,647 154,23.80%,-20.20%,
Sioux,"2,111",639,30.30%,"2,664 733",27.50%,-9.10%,
Story,"4,117",981,23.80%,"4,604 1,089",23.70%,-0.70%,
Tama,"1,127",361,32.00%,"1,039 341",32.80%,2.50%,
Taylor,367,144,39.20%,337 105,31.20%,-20.60%,
Union,631,361,57.20%,804 298,37.10%,-35.20%,
Van Buren,407,94,23.10%,465 65,14.00%,-39.50%,
Wapello,"2,135","1,169",54.80%,"2,273 1,278",56.20%,2.70%,
Warren,"2,486",496,20.00%,"2,854 637",22.30%,11.90%,
Washington,"1,413",283,20.00%,"1,359 215",15.80%,-21.00%,
