,"Number and percentage of public school male students retained in grade 7, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 7,United States,"22,279 ",258 ,1.2 ,296 ,1.3 ,"4,918 ",22.1 ,"8,725 ",39.2 ,"7,398 ",33.2 ,185 ,0.8 ,499 ,2.2 ,"3,622 ",16.3 ,"1,014 ",4.6 ,"1,887 ",8.5 ,"7,328 ",100.0 
Retained in grade 7,Alabama,"1,017 ",4 ,0.4 ,0 ,0.0 ,30 ,2.9 ,501 ,49.3 ,473 ,46.5 ,0 ,0.0 ,9 ,0.9 ,96 ,9.4 ,6 ,0.6 ,19 ,1.9 ,246 ,100.0 
Retained in grade 7,Alaska,22 ,13 ,59.1 ,0 ,0.0 ,1 to 3,9.1 ,0 ,0.0 ,5 ,22.7 ,0 ,0.0 ,1 to 3,9.1 ,1 to 3,9.1 ,0 ,0.0 ,7 ,31.8 ,45 ,100.0 
Retained in grade 7,Arizona,300 ,30 ,10.0 ,1 to 3,0.7 ,129 ,43.0 ,11 ,3.7 ,120 ,40.0 ,1 to 3,0.7 ,6 ,1 to 3,23 ,7.7 ,22 ,7.3 ,16 ,5.3 ,137 ,100.0 
Retained in grade 7,Arkansas,141 ,0 ,0.0 ,0 ,0.0 ,7 ,5.0 ,60 ,42.6 ,68 ,48.2 ,0 ,0.0 ,6 ,4.3 ,16 ,11.3 ,7 ,5.0 ,1 to 3,2.1 ,77 ,100.0 
Retained in grade 7,California,213 ,4 ,1.9 ,8 ,3.8 ,120 ,56.3 ,35 ,16.4 ,39 ,18.3 ,4 ,1.9 ,1 to 3,1.4 ,24 ,11.3 ,8 ,3.8 ,57 ,26.8 ,180 ,100.0 
Retained in grade 7,Colorado,145 ,0 ,0.0 ,1 to 3,2.1 ,83 ,57.2 ,7 ,4.8 ,43 ,29.7 ,1 to 3,1.4 ,7 ,4.8 ,23 ,15.9 ,1 to 3,1.4 ,54 ,37.2 ,99 ,100.0 
Retained in grade 7,Connecticut,124 ,0 ,0.0 ,1 to 3,2.4 ,40 ,32.3 ,52 ,41.9 ,27 ,21.8 ,0 ,0.0 ,1 to 3,1.6 ,19 ,15.3 ,11 ,8.9 ,9 ,7.3 ,59 ,100.0 
Retained in grade 7,Delaware,92 ,0 ,0.0 ,0 ,0.0 ,16 ,17.4 ,51 ,55.4 ,25 ,27.2 ,0 ,0.0 ,0 ,0.0 ,19 ,20.7 ,6 ,6.5 ,1 to 3,3.3 ,26 ,100.0 
Retained in grade 7,District of Columbia,41 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.9 ,39 ,95.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,19.5 ,1 to 3,4.9 ,1 to 3,4.9 ,22 ,100.0 
Retained in grade 7,Florida,"2,664 ",7 ,0.3 ,16 ,0.6 ,749 ,28.1 ,911 ,34.2 ,892 ,33.5 ,6 ,0.2 ,83 ,3.1 ,668 ,25.1 ,213 ,8.0 ,240 ,9.0 ,488 ,100.0 
Retained in grade 7,Georgia,"1,954 ",4 ,0.2 ,44 ,2.3 ,262 ,13.4 ,"1,208 ",61.8 ,397 ,20.3 ,1 to 3,0.1 ,37 ,1.9 ,348 ,17.8 ,60 ,3.1 ,174 ,8.9 ,333 ,100.0 
Retained in grade 7,Hawaii,268 ,1 to 3,0.7 ,66 ,24.6 ,14 ,5.2 ,7 ,2.6 ,21 ,7.8 ,139 ,51.9 ,19 ,7.1 ,28 ,10.4 ,6 ,2.2 ,48 ,17.9 ,50 ,100.0 
Retained in grade 7,Idaho,87 ,5 ,5.7 ,1 to 3,2.3 ,23 ,26.4 ,1 to 3,2.3 ,55 ,63.2 ,0 ,0.0 ,0 ,0.0 ,6 ,6.9 ,1 to 3,2.3 ,6 ,6.9 ,45 ,100.0 
