,2003,2003,,2016,2016,,
,Age 0-4,Receiving,,Age 0-4,Receiving,,2003-2016
County,Population,WIC,Percentage,Population,WIC,Percentage,Change
,,,,,,,
Adair,366,138,37.70%,359,109,30.40%,-19.50%
Adams,218,71,32.60%,241,70,29.00%,-10.80%
Allamakee,836,371,44.40%,880,317,36.00%,-18.80%
Appanoose,732,271,37.00%,740,175,23.60%,-36.10%
Audubon,290,77,26.60%,280,76,27.10%,2.20%
Benton,"1,541",228,14.80%,"1,543",253,16.40%,10.80%
Black Hawk,"7,292","2,791",38.30%,"8,253","3,064",37.10%,-3.00%
Boone,"1,435",359,25.00%,"1,442",170,11.80%,-52.90%
Bremer,"1,178",197,16.70%,"1,293",158,12.20%,-26.90%
Buchanan,"1,441",281,19.50%,"1,398",227,16.20%,-16.70%
Buena Vista,"1,145",516,45.10%,"1,546",622,40.20%,-10.70%
Butler,739,94,12.70%,916,114,12.40%,-2.20%
Calhoun,465,123,26.50%,565,102,18.10%,-31.80%
Carroll,"1,190",288,24.20%,"1,346",310,23.00%,-4.80%
Cass,740,270,36.50%,803,209,26.00%,-28.70%
Cedar,992,155,15.60%,980,78,8.00%,-49.10%
Cerro Gordo,"2,480",777,31.30%,"2,381",911,38.30%,22.10%
Cherokee,602,206,34.20%,629,201,32.00%,-6.60%
Chickasaw,689,139,20.20%,713,107,15.00%,-25.60%
Clarke,576,229,39.80%,649,255,39.30%,-1.20%
Clay,952,352,37.00%,"1,076",294,27.30%,-26.10%
Clayton,989,238,24.10%,"1,000",168,16.80%,-30.20%
Clinton,"2,954",920,31.10%,"2,948",739,25.10%,-19.50%
Crawford,"1,054",474,45.00%,"1,336",571,42.70%,-5.00%
Dallas,"3,058",589,19.30%,"6,223",628,10.10%,-47.60%
Davis,544,91,16.70%,716,54,7.50%,-54.90%
Decatur,450,194,43.10%,448,162,36.20%,-16.10%
Delaware,"1,033",166,16.10%,"1,070",125,11.70%,-27.30%
Des Moines,"2,460",798,32.40%,"2,479",705,28.40%,-12.30%
Dickinson,824,178,21.60%,894,140,15.70%,-27.50%
Dubuque,"5,683","1,396",24.60%,"5,953","1,523",25.60%,4.10%
Emmet,601,230,38.30%,529,172,32.50%,-15.00%
Fayette,"1,091",313,28.70%,"1,219",261,21.40%,-25.40%
Floyd,941,237,25.20%,930,318,34.20%,35.80%
Franklin,575,221,38.40%,608,222,36.50%,-5.00%
Fremont,404,125,30.90%,418,82,19.60%,-36.60%
Greene,518,174,33.60%,486,150,30.90%,-8.10%
Grundy,604,95,15.70%,794,59,7.40%,-52.80%
Guthrie,647,158,24.40%,568,94,16.50%,-32.20%
Hamilton,959,276,28.80%,747,284,38.00%,32.10%
Hancock,607,122,20.10%,624,119,19.10%,-5.10%
Hardin,"1,031",314,30.50%,915,199,21.70%,-28.60%
Harrison,859,207,24.10%,799,131,16.40%,-32.00%
Henry,"1,133",271,23.90%,"1,216",291,23.90%,0.10%
Howard,534,140,26.20%,644,116,18.00%,-31.30%
Humboldt,512,197,38.50%,560,137,24.50%,-36.40%
Ida,375,145,38.70%,462,122,26.40%,-31.70%
Iowa,869,184,21.20%,907,96,10.60%,-50.00%
Jackson,"1,093",292,26.70%,"1,027",197,19.20%,-28.20%
Jasper,"2,225",488,21.90%,"2,023",561,27.70%,26.40%
Jefferson,757,260,34.30%,795,160,20.10%,-41.40%
Johnson,"6,454","1,421",22.00%,"8,569","1,987",23.20%,5.30%
Jones,"1,033",203,19.70%,"1,071",146,13.60%,-30.60%
Keokuk,665,122,18.30%,616,69,11.20%,-38.90%
,Age 0-4,Receiving,,Age 0-4,Receiving,,2003-2016
County,Population,WIC,Percentage,Population,WIC,Percentage,Change
Kossuth,826,217,26.30%,864,171,19.80%,-24.70%
Lee,"2,045",660,32.30%,"2,078",569,27.40%,-15.20%
Linn,"13,441","3,338",24.80%,"13,934","3,939",28.30%,13.80%
Louisa,807,288,35.70%,609,124,20.40%,-42.90%
Lucas,522,220,42.10%,476,165,34.70%,-17.80%
Lyon,759,145,19.10%,851,119,14.00%,-26.80%
Madison,949,207,21.80%,966,135,14.00%,-35.90%
Mahaska,"1,360",421,31.00%,"1,401",353,25.20%,-18.60%
Marion,"1,932",596,30.80%,"2,083",534,25.60%,-16.90%
Marshall,"2,608","1,139",43.70%,"2,890","1,251",43.30%,-0.90%
Mills,844,193,22.90%,802,116,14.50%,-36.70%
Mitchell,630,123,19.50%,628,126,20.10%,2.80%
Monona,486,212,43.60%,423,117,27.70%,-36.60%
Monroe,439,139,31.70%,434,99,22.80%,-28.00%
Montgomery,655,268,40.90%,590,218,36.90%,-9.70%
Muscatine,"2,945","1,128",38.30%,"2,911",943,32.40%,-15.40%
O'Brien,782,174,22.30%,819,192,23.40%,5.40%
Osceola,365,117,32.10%,348,84,24.10%,-24.70%
Page,835,333,39.90%,"1,057",289,27.30%,-31.40%
Palo Alto,527,117,22.20%,559,101,18.10%,-18.60%
Plymouth,"1,510",266,17.60%,"1,521",276,18.10%,3.00%
Pocahontas,361,98,27.10%,376,95,25.30%,-6.90%
Polk,"29,078","6,415",22.10%,"33,144","8,599",25.90%,17.60%
Pottawattamie,"5,788","2,212",38.20%,"6,077","2,106",34.70%,-9.30%
Poweshiek,950,221,23.30%,947,224,23.70%,1.70%
Ringgold,306,101,33.00%,306,68,22.20%,-32.70%
Sac,527,108,20.50%,527,81,15.40%,-25.00%
Scott,"11,036","3,247",29.40%,"11,312","2,962",26.20%,-11.00%
Shelby,674,201,29.80%,658,171,26.00%,-12.90%
