,,,,,,,,,,,,,,,,,,,,,,,
,"Number and percentage of public school students without disabilities receiving disciplinary actions by gender and race/ethnicity, for state: School Year 2011-12",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,Discipline,Gender,Students Without Disabilities,,Race/Ethnicity of Students Without Disabilities,,,,,,,,,,,,,,English Language Learners Without Disabilities ,,Number of Schoolsa,Percent of Schools Reporting 
,,,,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,
,,,,Number,Percent,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,,
Disciplinary Actions,Wyoming,,Male,12 ,85.7 ,0 ,0.0 ,0 ,0.0 ,1-3 ,14.3 ,0 ,0.0 ,8 ,57.1 ,0 ,0.0 ,1-3 ,14.3 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,Corporal punishment,Female,1-3 ,14.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,14.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,14 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,14.3 ,0 ,0.0 ,10 ,71.4 ,0 ,0.0 ,1-3 ,14.3 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,"2,838 ",70.7 ,152 ,3.8 ,15 ,0.4 ,413 ,10.3 ,87 ,2.2 ,"2,128 ",53.0 ,1-3 ,0.0 ,41 ,1.0 ,57 ,1.4 ,349 ,100.0 
Disciplinary Actions,Wyoming,One or more in-school suspensions,Female,"1,175 ",29.3 ,120 ,3.0 ,4 ,0.1 ,208 ,5.2 ,31 ,0.8 ,785 ,19.6 ,0 ,0.0 ,27 ,0.7 ,32 ,0.8 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,"4,013 ",100.0 ,272 ,6.8 ,19 ,0.5 ,621 ,15.5 ,118 ,2.9 ,"2,913 ",72.6 ,1-3 ,0.0 ,68 ,1.7 ,89 ,2.2 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,"1,251 ",71.2 ,57 ,3.2 ,6 ,0.3 ,196 ,11.1 ,40 ,2.3 ,935 ,53.2 ,0 ,0.0 ,17 ,1.0 ,20 ,1.1 ,349 ,100.0 
Disciplinary Actions,Wyoming,Only one out-of-school suspension,Female,507 ,28.8 ,37 ,2.1 ,1-3 ,0.1 ,91 ,5.2 ,17 ,1.0 ,344 ,19.6 ,0 ,0.0 ,16 ,0.9 ,7 ,0.4 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,"1,758 ",100.0 ,94 ,5.3 ,8 ,0.5 ,287 ,16.3 ,57 ,3.2 ,"1,279 ",72.8 ,0 ,0.0 ,33 ,1.9 ,27 ,1.5 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,657 ,75.5 ,58 ,6.7 ,0 ,0.0 ,92 ,10.6 ,18 ,2.1 ,480 ,55.2 ,0 ,0.0 ,9 ,1.0 ,13 ,1.5 ,349 ,100.0 
Disciplinary Actions,Wyoming,More than one out-of-school suspension,Female,213 ,24.5 ,21 ,2.4 ,1-3 ,0.2 ,35 ,4.0 ,8 ,0.9 ,143 ,16.4 ,1-3 ,0.2 ,1-3 ,0.2 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,870 ,100.0 ,79 ,9.1 ,1-3 ,0.2 ,127 ,14.6 ,26 ,3.0 ,623 ,71.6 ,1-3 ,0.2 ,11 ,1.3 ,13 ,1.5 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,"1,904 ",72.6 ,118 ,4.5 ,6 ,0.2 ,286 ,10.9 ,58 ,2.2 ,"1,410 ",53.8 ,0 ,0.0 ,26 ,1.0 ,33 ,1.3 ,349 ,100.0 
Disciplinary Actions,Wyoming,One or more out-of-school suspensions,Female,717 ,27.4 ,58 ,2.2 ,1-3 ,0.1 ,127 ,4.8 ,25 ,1.0 ,484 ,18.5 ,1-3 ,0.1 ,19 ,0.7 ,7 ,0.3 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,"2,621 ",100.0 ,176 ,6.7 ,8 ,0.3 ,413 ,15.8 ,83 ,3.2 ,"1,894 ",72.3 ,1-3 ,0.1 ,45 ,1.7 ,40 ,1.5 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,79 ,79.0 ,4 ,4.0 ,0 ,0.0 ,17 ,17.0 ,1-3 ,1-3 ,56 ,56.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1-3 ,349 ,100.0 
Disciplinary Actions,Wyoming,Expulsions with educational services,Female,21 ,21.0 ,1-3 ,1-3 ,0 ,0.0 ,4 ,4.0 ,1-3 ,1-3 ,11 ,11.0 ,0 ,0.0 ,1-3 ,1-3 ,1-3 ,1-3 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,100 ,100.0 ,6 ,6.0 ,0 ,0.0 ,21 ,21.0 ,4 ,4.0 ,67 ,67.0 ,0 ,0.0 ,1-3 ,1-3 ,4 ,4.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,20 ,66.7 ,1-3 ,6.7 ,0 ,0.0 ,1-3 ,6.7 ,0 ,0.0 ,16 ,53.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,Expulsions without educational services,Female,10 ,33.3 ,1-3 ,6.7 ,0 ,0.0 ,1-3 ,6.7 ,0 ,0.0 ,6 ,20.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,30 ,100.0 ,4 ,13.3 ,0 ,0.0 ,4 ,13.3 ,0 ,0.0 ,22 ,73.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,99 ,77.3 ,5 ,3.9 ,0 ,0.0 ,21 ,16.4 ,1-3 ,1.6 ,71 ,55.5 ,0 ,0.0 ,0 ,0.0 ,1-3 ,1.6 ,349 ,100.0 
Disciplinary Actions,Wyoming,Expulsions with or without educational services,Female,29 ,22.7 ,1-3 ,1.6 ,0 ,0.0 ,6 ,4.7 ,1-3 ,1.6 ,17 ,13.3 ,0 ,0.0 ,1-3 ,1.6 ,1-3 ,1.6 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,128 ,100.0 ,7 ,5.5 ,0 ,0.0 ,27 ,21.1 ,4 ,3.1 ,88 ,68.8 ,0 ,0.0 ,1-3 ,1.6 ,4 ,3.1 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,18 ,75.0 ,1-3 ,8.3 ,0 ,0.0 ,5 ,20.8 ,0 ,0.0 ,11 ,45.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,Expulsions under zero-tolerance policies,Female,6 ,25.0 ,1-3 ,8.3 ,0 ,0.0 ,1-3 ,8.3 ,0 ,0.0 ,1-3 ,8.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,24 ,100.0 ,4 ,16.7 ,0 ,0.0 ,7 ,29.2 ,0 ,0.0 ,13 ,54.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,530 ,69.6 ,22 ,2.9 ,0 ,0.0 ,98 ,12.9 ,15 ,2.0 ,391 ,51.4 ,0 ,0.0 ,4 ,0.5 ,10 ,1.3 ,349 ,100.0 
Disciplinary Actions,Wyoming,Referral to law enforcement,Female,231 ,30.4 ,4 ,0.5 ,1-3 ,0.3 ,40 ,5.3 ,5 ,0.7 ,178 ,23.4 ,0 ,0.0 ,1-3 ,0.3 ,4 ,0.5 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,761 ,100.0 ,26 ,3.4 ,1-3 ,0.3 ,138 ,18.1 ,20 ,2.6 ,569 ,74.8 ,0 ,0.0 ,6 ,0.8 ,14 ,1.8 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Male,25 ,75.8 ,0 ,0.0 ,0 ,0.0 ,12 ,36.4 ,1-3 ,6.1 ,11 ,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,School-related arrests,Female,8 ,24.2 ,0 ,0.0 ,0 ,0.0 ,1-3 ,6.1 ,0 ,0.0 ,6 ,18.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
Disciplinary Actions,Wyoming,,Total,33 ,100.0 ,0 ,0.0 ,0 ,0.0 ,14 ,42.4 ,1-3 ,6.1 ,17 ,51.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,349 ,100.0 
,,,,,,,,,,,,,,,,,,,,,,,
,"NOTE: Table reads: Of all 14 public school students without disabilities who received corporal punishment, 0 (0.0)% were American Indian or Alaska Native.",,,,,,,,,,,,,,,,,,,,,,
,"            The ‘1-3’ reference indicates that the data have been suppressed based on the schools’ reported n-size, and that the midpoint was used to calculate the total.",,,,,,,,,,,,,,,,,,,,,,
