,"Number and percentage of public school students not served under IDEA subjected to mechanical restraint, by race/ethnicity, whether served under Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,,,,,
Mechanical restraint,United States,"4,062 ",53 ,1.3 ,19 ,0.5 ,"1,335 ",32.9 ,"1,367 ",33.7 ,"1,182 ",29.1 ,11 ,0.3 ,95 ,2.3 ,122 ,1 to 3,181 ,4.5 ,"95,507 ",99.4 ,,,
Mechanical restraint,Alabama,206 ,0 ,0.0 ,0 ,0.0 ,5 ,2.4 ,196 ,95.1 ,5 ,2.4 ,0 ,0.0 ,0 ,0.0 ,10 ,4.9 ,22 ,10.7 ,"1,397 ",97.0 ,,,
Mechanical restraint,Alaska,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,,,
Mechanical restraint,Arizona,401 ,10 ,2.5 ,1 to 3,0.2 ,206 ,51.4 ,78 ,19.5 ,84 ,20.9 ,4 ,1 to 3,18 ,4.5 ,1 to 3,0.5 ,0 ,0.0 ,"1,913 ",99.2 ,,,
Mechanical restraint,Arkansas,22 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,4 ,18.2 ,16 ,72.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 ,,,
Mechanical restraint,California,119 ,1 to 3,1.7 ,1 to 3,1.7 ,78 ,65.5 ,15 ,12.6 ,22 ,18.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.7 ,19 ,16.0 ,"9,883 ",99.8 ,,,
Mechanical restraint,Colorado,19 ,0 ,0.0 ,0 ,0.0 ,11 ,57.9 ,1 to 3,15.8 ,5 ,26.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,841 ",100.0 ,,,
Mechanical restraint,Connecticut,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,140 ",98.2 ,,,
Mechanical restraint,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,,,
Mechanical restraint,District of Columbia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 ,,,
Mechanical restraint,Florida,92 ,0 ,0.0 ,0 ,0.0 ,4 ,4.3 ,58 ,63.0 ,26 ,28.3 ,0 ,0.0 ,4 ,4.3 ,1 to 3,1.1 ,1 to 3,2.2 ,"3,954 ",100.0 ,,,
Mechanical restraint,Georgia,133 ,0 ,0.0 ,0 ,0.0 ,5 ,3.8 ,119 ,89.5 ,9 ,6.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 ,,,
Mechanical restraint,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,,
Mechanical restraint,Idaho,26 ,1 to 3,11.5 ,1 to 3,7.7 ,1 to 3,7.7 ,1 to 3,3.8 ,18 ,69.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,15.4 ,715 ,100.0 ,,,
Mechanical restraint,Illinois,33 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.1 ,25 ,75.8 ,6 ,18.2 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"4,134 ",100.0 ,,,
Mechanical restraint,Indiana,93 ,0 ,0.0 ,1 to 3,2.2 ,1 to 3,2.2 ,37 ,39.8 ,49 ,52.7 ,0 ,0.0 ,1 to 3,3.2 ,0 ,0.0 ,0 ,0.0 ,"1,864 ",100.0 ,,,
Mechanical restraint,Iowa,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,424 ",100.0 ,,,
Mechanical restraint,Kansas,46 ,1 to 3,4.3 ,0 ,0.0 ,13 ,28.3 ,7 ,15.2 ,24 ,52.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.3 ,1 to 3,4.3 ,"1,396 ",99.9 ,,,
