,2000,2000,,2016,2016,,
,Total,Family,,Total,Family,,2000-2016
County,Population,Investment,Percentage,Population,Investment,Percentage,Change
Adair,"8,243",74,0.90%,"7,092",34,0.50%,-46.60%
Adams,"4,482",43,1.00%,"3,693",23,0.60%,-35.10%
Allamakee,"14,675",97,0.70%,"13,884",111,0.80%,21.00%
Appanoose,"13,721",491,3.60%,"12,462",120,1.00%,-73.10%
Audubon,"6,830",64,0.90%,"5,678",33,0.60%,-38.00%
Benton,"25,308",267,1.10%,"25,699",89,0.30%,-67.20%
Black Hawk,"128,012","4,235",3.30%,"132,904","1,841",1.40%,-58.10%
Boone,"26,224",212,0.80%,"26,532",141,0.50%,-34.30%
Bremer,"23,325",201,0.90%,"24,798",59,0.20%,-72.40%
Buchanan,"21,093",260,1.20%,"20,992",107,0.50%,-58.60%
Buena Vista,"20,411",259,1.30%,"20,332",135,0.70%,-47.70%
Butler,"15,305",161,1.10%,"14,791",82,0.60%,-47.30%
Calhoun,"11,115",126,1.10%,"9,846",45,0.50%,-59.70%
Carroll,"21,421",170,0.80%,"20,437",126,0.60%,-22.30%
Cass,"14,684",220,1.50%,"13,157",87,0.70%,-55.90%
Cedar,"18,187",166,0.90%,"18,454",31,0.20%,-81.60%
Cerro Gordo,"46,447",619,1.30%,"43,070",283,0.70%,-50.70%
Cherokee,"13,035",157,1.20%,"11,508",40,0.30%,-71.10%
Chickasaw,"13,095",160,1.20%,"12,023",56,0.50%,-61.90%
Clarke,"9,133",163,1.80%,"9,309",62,0.70%,-62.70%
Clay,"17,372",212,1.20%,"16,333",78,0.50%,-60.90%
Clayton,"18,678",100,0.50%,"17,590",64,0.40%,-32.00%
Clinton,"50,149","1,372",2.70%,"47,309",526,1.10%,-59.40%
Crawford,"16,942",238,1.40%,"16,940",189,1.10%,-20.60%
Dallas,"40,750",252,0.60%,"84,516",208,0.20%,-60.20%
Davis,"8,541",91,1.10%,"8,860",33,0.40%,-65.00%
Decatur,"8,689",161,1.90%,"8,141",67,0.80%,-55.60%
Delaware,"18,404",207,1.10%,"17,327",88,0.50%,-54.80%
Des Moines,"42,351","1,291",3.00%,"39,739",513,1.30%,-57.70%
Dickinson,"16,424",130,0.80%,"17,243",55,0.30%,-59.70%
Dubuque,"89,143","1,293",1.50%,"97,003",947,1.00%,-32.70%
Emmet,"11,027",111,1.00%,"9,658",86,0.90%,-11.50%
Fayette,"22,008",458,2.10%,"20,054",147,0.70%,-64.80%
Floyd,"16,900",301,1.80%,"15,873",152,1.00%,-46.20%
Franklin,"10,704",94,0.90%,"10,170",65,0.60%,-27.20%
Fremont,"8,010",181,2.30%,"6,950",58,0.80%,-63.10%
Greene,"10,366",148,1.40%,"9,011",67,0.70%,-47.90%
Grundy,"12,369",66,0.50%,"12,313",34,0.30%,-48.30%
Guthrie,"11,353",134,1.20%,"10,625",42,0.40%,-66.50%
Hamilton,"16,438",183,1.10%,"15,076",76,0.50%,-54.70%
Hancock,"12,100",88,0.70%,"10,835",40,0.40%,-49.20%
Hardin,"18,812",239,1.30%,"17,226",91,0.50%,-58.40%
