,2007,2007,,2016,2016,,
,Prenatal,Prenatal,,Prenatal,Prenatal,,2007-2016
County,Care Births,Care,Percentage,Care Births,Care,Percentage,Change
,,,,,,,
Adair,92,69,75.00%,77,63,81.80%,9.10%
Adams,40,26,65.00%,37,23,62.20%,-4.40%
Allamakee,205,84,41.00%,197,135,68.50%,67.20%
Appanoose,168,113,67.30%,155,117,75.50%,12.20%
Audubon,54,38,70.40%,54,41,75.90%,7.90%
Benton,289,223,77.20%,321,268,83.50%,8.20%
Black Hawk,"1,730","1,314",76.00%,"1,659","1,371",82.60%,8.80%
Boone,320,252,78.80%,298,263,88.30%,12.10%
Bremer,285,231,81.10%,250,223,89.20%,10.10%
Buchanan,314,202,64.30%,294,210,71.40%,11.00%
Buena Vista,289,182,63.00%,315,249,79.00%,25.50%
Butler,202,156,77.20%,138,122,88.40%,14.50%
Calhoun,108,80,74.10%,110,95,86.40%,16.60%
Carroll,275,215,78.20%,264,213,80.70%,3.20%
Cass,171,123,71.90%,133,103,77.40%,7.70%
Cedar,220,184,83.60%,166,142,85.50%,2.30%
Cerro Gordo,549,327,59.60%,447,311,69.60%,16.80%
Cherokee,137,106,77.40%,127,104,81.90%,5.80%
Chickasaw,153,85,55.60%,143,112,78.30%,41.00%
Clarke,141,92,65.20%,120,98,81.70%,25.20%
Clay,214,158,73.80%,175,147,84.00%,13.80%
Clayton,198,99,50.00%,170,109,64.10%,28.20%
Clinton,633,477,75.40%,568,455,80.10%,6.30%
Crawford,268,142,53.00%,250,165,66.00%,24.60%
Dallas,962,749,77.90%,"1,264","1,113",88.10%,13.10%
Davis,136,73,53.70%,182,87,47.80%,-10.90%
Decatur,114,69,60.50%,92,60,65.20%,7.80%
Delaware,231,178,77.10%,189,161,85.20%,10.50%
Des Moines,558,425,76.20%,428,334,78.00%,2.50%
Dickinson,179,137,76.50%,147,114,77.60%,1.30%
Dubuque,"1,243",913,73.50%,"1,182",951,80.50%,9.50%
Emmet,127,73,57.50%,123,84,68.30%,18.80%
Fayette,232,155,66.80%,211,171,81.00%,21.30%
Floyd,213,113,53.10%,186,130,69.90%,31.70%
Franklin,173,94,54.30%,121,92,76.00%,39.90%
Fremont,108,76,70.40%,77,31,40.30%,-42.80%
Greene,95,71,74.70%,117,98,83.80%,12.10%
Grundy,139,119,85.60%,135,105,77.80%,-9.20%
Guthrie,122,88,72.10%,98,86,87.80%,21.70%
Hamilton,193,133,68.90%,202,169,83.70%,21.40%
Hancock,133,81,60.90%,116,81,69.80%,14.70%
Hardin,200,139,69.50%,168,139,82.70%,19.00%
Harrison,211,164,77.70%,163,44,27.00%,-65.30%
Henry,251,178,70.90%,234,190,81.20%,14.50%
Howard,140,67,47.90%,103,62,60.20%,25.80%
Humboldt,106,68,64.20%,114,105,92.10%,43.60%
Ida,97,74,76.30%,77,65,84.40%,10.70%
Iowa,169,137,81.10%,178,160,89.90%,10.90%
Jackson,219,173,79.00%,213,160,75.10%,-4.90%
Jasper,423,332,78.50%,427,363,85.00%,8.30%
Jefferson,155,111,71.60%,144,103,71.50%,-0.10%
Johnson,"1,650","1,298",78.70%,"1,851","1,526",82.40%,4.80%
Jones,242,162,66.90%,203,175,86.20%,28.80%
Keokuk,124,104,83.90%,110,96,87.30%,4.10%
,Prenatal,Prenatal,,Prenatal,Prenatal,,2007-2016
County,Care Births,Care,Percentage,Care Births,Care,Percentage,Change
Kossuth,187,116,62.00%,176,137,77.80%,25.50%
Lee,419,306,73.00%,422,335,79.40%,8.70%
Linn,"2,844","2,067",72.70%,"2,777","2,273",81.90%,12.60%
Louisa,157,106,67.50%,140,118,84.30%,24.80%
Lucas,131,89,67.90%,101,69,68.30%,0.60%
Lyon,167,115,68.90%,168,36,21.40%,-68.90%
Madison,192,146,76.00%,169,138,81.70%,7.40%
Mahaska,295,238,80.70%,256,227,88.70%,9.90%
Marion,451,365,80.90%,408,357,87.50%,8.10%
Marshall,606,412,68.00%,535,402,75.10%,10.50%
Mills,188,139,73.90%,137,54,39.40%,-46.70%
Mitchell,108,50,46.30%,99,55,55.60%,20.00%
Monona,99,74,74.70%,99,75,75.80%,1.40%
Monroe,93,76,81.70%,87,76,87.40%,6.90%
Montgomery,138,97,70.30%,122,66,54.10%,-23.00%
Muscatine,628,464,73.90%,535,446,83.40%,12.80%
O'Brien,176,128,72.70%,168,130,77.40%,6.40%
Osceola,66,35,53.00%,80,44,55.00%,3.70%
Page,177,116,65.50%,159,89,56.00%,-14.60%
Palo Alto,118,90,76.30%,103,85,82.50%,8.20%
Plymouth,336,283,84.20%,277,234,84.50%,0.30%
Pocahontas,74,53,71.60%,78,67,85.90%,19.90%
Polk,"6,915","4,798",69.40%,"6,900","5,741",83.20%,19.90%
Pottawattamie,"1,233",864,70.10%,"1,128",495,43.90%,-37.40%
Poweshiek,213,150,70.40%,164,141,86.00%,22.10%
Ringgold,60,31,51.70%,67,39,58.20%,12.70%
Sac,113,75,66.40%,111,93,83.80%,26.20%
Scott,"2,343","1,570",67.00%,"2,170","1,718",79.20%,18.20%
Shelby,131,102,77.90%,105,70,66.70%,-14.40%
Sioux,501,341,68.10%,483,340,70.40%,3.40%
Story,"1,042",776,74.50%,942,799,84.80%,13.90%
Tama,211,150,71.10%,191,138,72.30%,1.60%
Taylor,64,35,54.70%,72,35,48.60%,-11.10%
Union,165,112,67.90%,146,117,80.10%,18.10%
Van Buren,106,55,51.90%,97,58,59.80%,15.20%
Wapello,513,376,73.30%,441,359,81.40%,11.10%
Warren,527,424,80.50%,589,518,87.90%,9.30%
Washington,258,189,73.30%,296,230,77.70%,6.10%
Wayne,92,64,69.60%,102,59,57.80%,-16.90%
