,"Number and percentage of public school female students with disabilities served under IDEA subjected to mechanical restraint, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,,,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,,,,,
Mechanical restraint,United States,327 ,4 ,1.2 ,0 ,0.0 ,58 ,17.7 ,133 ,40.7 ,123 ,37.6 ,1 to 3,0.6 ,7 ,2.1 ,12 ,3.7 ,"95,507 ",99.4 ,,,,,
Mechanical restraint,Alabama,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,75.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,397 ",97.0 ,,,,,
Mechanical restraint,Alaska,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,,,,,
Mechanical restraint,Arizona,10 ,1 to 3,20.0 ,0 ,0.0 ,1 to 3,10.0 ,1 to 3,10.0 ,6 ,60.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,913 ",99.2 ,,,,,
Mechanical restraint,Arkansas,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 ,,,,,
Mechanical restraint,California,5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,60.0 ,0 ,0.0 ,1 to 3,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"9,883 ",99.8 ,,,,,
Mechanical restraint,Colorado,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,841 ",100.0 ,,,,,
Mechanical restraint,Connecticut,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,140 ",100.0 ,,,,,
Mechanical restraint,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,,,,,
