,"Number and percentage of public school female students with and without disabilities subjected to seclusion, by race/ethnicity, whether with disabilities served under IDEA or Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Seclusion,United States,"6,435 ",97 ,1.5 ,36 ,0.6 ,562 ,8.8 ,"1,633 ",25.7 ,"3,682 ",57.9 ,7 ,0.1 ,337 ,5.3 ,"2,765 ",97.2 ,81 ,2.8 ,117 ,1.8 ,"95,507 ",99.4 
Seclusion,Alabama,53 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,34 ,64.2 ,17 ,32.1 ,0 ,0.0 ,1 to 3,3.8 ,20 ,100.0 ,0 ,0.0 ,1 to 3,3.8 ,"1,397 ",97.0 
Seclusion,Alaska,12 ,5 ,41.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,7 ,58.3 ,0 ,0.0 ,0 ,0.0 ,10 ,100.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 
Seclusion,Arizona,235 ,12 ,5.1 ,0 ,0.0 ,82 ,34.9 ,13 ,5.5 ,119 ,50.6 ,0 ,0.0 ,9 ,3.8 ,46 ,100.0 ,0 ,0.0 ,1 to 3,1.3 ,"1,913 ",99.2 
Seclusion,Arkansas,29 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.9 ,5 ,17.2 ,19 ,65.5 ,0 ,0.0 ,1 to 3,10.3 ,16 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 
Seclusion,California,27 ,0 ,0.0 ,0 ,0.0 ,10 ,37.0 ,5 ,18.5 ,12 ,44.4 ,0 ,0.0 ,0 ,0.0 ,15 ,100.0 ,0 ,0.0 ,4 ,14.8 ,"9,883 ",99.8 
Seclusion,Colorado,234 ,1 to 3,0.4 ,0 ,0.0 ,83 ,35.6 ,6 ,2.6 ,131 ,56.2 ,0 ,0.0 ,12 ,5.2 ,37 ,97.4 ,1 to 3,2.6 ,10 ,4.3 ,"1,841 ",100.0 
Seclusion,Connecticut,138 ,0 ,0.0 ,1 to 3,2.2 ,36 ,26.7 ,30 ,22.2 ,57 ,42.2 ,0 ,0.0 ,9 ,6.7 ,115 ,97.5 ,1 to 3,2.5 ,5 ,3.6 ,"1,140 ",100.0 
Seclusion,Delaware,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Seclusion,District of Columbia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,66.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 
Seclusion,Florida,81 ,0 ,0.0 ,0 ,0.0 ,12 ,14.8 ,32 ,39.5 ,30 ,37.0 ,0 ,0.0 ,7 ,8.6 ,41 ,100.0 ,0 ,0.0 ,4 ,4.9 ,"3,954 ",100.0 
Seclusion,Georgia,12 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8 ,66.7 ,1 to 3,25.0 ,0 ,0.0 ,1 to 3,8.3 ,8 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Seclusion,Idaho,106 ,1 to 3,1.0 ,0 ,0.0 ,36 ,35.6 ,1 to 3,3.0 ,58 ,57.4 ,0 ,0.0 ,1 to 3,3.0 ,15 ,75.0 ,5 ,25.0 ,25 ,23.6 ,715 ,100.0 
Seclusion,Illinois,"1,254 ",0 ,0.0 ,6 ,0.5 ,18 ,1.4 ,660 ,52.8 ,455 ,36.4 ,0 ,0.0 ,111 ,8.9 ,304 ,98.7 ,4 ,1.3 ,1 to 3,0.1 ,"4,134 ",100.0 
Seclusion,Indiana,184 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.6 ,37 ,20.2 ,126 ,68.9 ,0 ,0.0 ,17 ,9.3 ,97 ,99.0 ,1 to 3,1.0 ,1 to 3,0.5 ,"1,864 ",100.0 
Seclusion,Iowa,289 ,0 ,0.0 ,0 ,0.0 ,7 ,2.4 ,30 ,10.4 ,242 ,84.0 ,0 ,0.0 ,9 ,3.1 ,144 ,99.3 ,1 to 3,0.7 ,1 to 3,1.0 ,"1,424 ",100.0 
Seclusion,Kansas,110 ,4 ,3.6 ,0 ,0.0 ,6 ,5.5 ,12 ,10.9 ,76 ,69.1 ,0 ,0.0 ,12 ,10.9 ,90 ,100.0 ,0 ,0.0 ,4 ,3.6 ,"1,396 ",99.9 
Seclusion,Kentucky,109 ,0 ,0.0 ,1 to 3,0.9 ,1 to 3,1.9 ,17 ,15.7 ,88 ,81.5 ,0 ,0.0 ,0 ,0.0 ,51 ,98.1 ,1 to 3,1.9 ,1 to 3,0.9 ,"1,422 ",100.0 
Seclusion,Louisiana,7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,66.7 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,"1,343 ",100.0 
Seclusion,Maine,71 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,8.5 ,65 ,91.5 ,0 ,0.0 ,0 ,0.0 ,65 ,100.0 ,0 ,0.0 ,1 to 3,1.4 ,573 ,100.0 
Seclusion,Maryland,65 ,0 ,0.0 ,1 to 3,1.6 ,1 to 3,4.7 ,34 ,53.1 ,23 ,35.9 ,0 ,0.0 ,1 to 3,4.7 ,54 ,98.2 ,1 to 3,1.8 ,1 to 3,1.5 ,"1,435 ",100.0 
Seclusion,Massachusetts,25 ,0 ,0.0 ,0 ,0.0 ,4 ,16.7 ,6 ,25.0 ,13 ,54.2 ,0 ,0.0 ,1 to 3,4.2 ,16 ,94.1 ,1 to 3,5.9 ,1 to 3,12.0 ,"1,859 ",100.0 
Seclusion,Michigan,550 ,5 ,0.9 ,1 to 3,0.5 ,38 ,6.9 ,59 ,10.7 ,424 ,77.2 ,0 ,0.0 ,20 ,3.6 ,273 ,99.6 ,1 to 3,0.4 ,6 ,1.1 ,"3,672 ",100.0 
Seclusion,Minnesota,254 ,7 ,2.8 ,1 to 3,0.8 ,10 ,4.0 ,81 ,32.3 ,137 ,54.6 ,1 to 3,0.8 ,12 ,4.8 ,191 ,98.5 ,1 to 3,1.5 ,1 to 3,1.2 ,"2,056 ",100.0 
Seclusion,Mississippi,28 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,22 ,78.6 ,6 ,21.4 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 
Seclusion,Missouri,600 ,1 to 3,0.5 ,1 to 3,0.5 ,34 ,5.9 ,141 ,24.6 ,368 ,64.2 ,5 ,0.9 ,19 ,3.3 ,109 ,80.1 ,27 ,19.9 ,0 ,0.0 ,"2,281 ",100.0 
Seclusion,Montana,44 ,7 ,15.9 ,1 to 3,2.3 ,0 ,0.0 ,1 to 3,4.5 ,32 ,72.7 ,0 ,0.0 ,1 to 3,4.5 ,7 ,100.0 ,0 ,0.0 ,4 ,9.1 ,794 ,100.0 
Seclusion,Nebraska,151 ,1 to 3,1.3 ,0 ,0.0 ,17 ,11.3 ,19 ,12.6 ,109 ,72.2 ,0 ,0.0 ,4 ,2.6 ,69 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,050 ",100.0 
Seclusion,Nevada,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 
Seclusion,New Hampshire,12 ,0 ,0.0 ,1 to 3,8.3 ,1 to 3,16.7 ,1 to 3,16.7 ,6 ,50.0 ,0 ,0.0 ,1 to 3,8.3 ,12 ,100.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 
Seclusion,New Jersey,34 ,0 ,0.0 ,1 to 3,2.9 ,7 ,20.6 ,11 ,32.4 ,13 ,38.2 ,0 ,0.0 ,1 to 3,5.9 ,30 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,469 ",100.0 
Seclusion,New Mexico,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,66.7 ,1 to 3,33.3 ,0 ,0.0 ,872 ,96.7 
Seclusion,New York,104 ,0 ,0.0 ,1 to 3,2.1 ,18 ,18.6 ,28 ,28.9 ,45 ,46.4 ,0 ,0.0 ,4 ,4.1 ,37 ,84.1 ,7 ,15.9 ,0 ,0.0 ,"4,894 ",100.0 
Seclusion,North Carolina,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 
Seclusion,North Dakota,30 ,4 ,14.3 ,1 to 3,3.6 ,0 ,0.0 ,1 to 3,10.7 ,20 ,71.4 ,0 ,0.0 ,0 ,0.0 ,11 ,84.6 ,1 to 3,15.4 ,0 ,0.0 ,451 ,100.0 
Seclusion,Ohio,149 ,0 ,0.0 ,1 to 3,0.7 ,12 ,8.1 ,47 ,31.5 ,79 ,53.0 ,0 ,0.0 ,10 ,6.7 ,103 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 
Seclusion,Oklahoma,155 ,11 ,7.1 ,1 to 3,0.6 ,22 ,14.2 ,53 ,34.2 ,65 ,41.9 ,0 ,0.0 ,1 to 3,1.9 ,48 ,100.0 ,0 ,0.0 ,9 ,5.8 ,"1,811 ",100.0 
Seclusion,Oregon,109 ,1 to 3,1.8 ,1 to 3,2.8 ,7 ,6.4 ,7 ,6.4 ,80 ,73.4 ,0 ,0.0 ,10 ,9.2 ,103 ,100.0 ,0 ,0.0 ,6 ,5.5 ,"1,309 ",100.0 
Seclusion,Pennsylvania,143 ,0 ,0.0 ,0 ,0.0 ,6 ,4.2 ,4 ,2.8 ,132 ,92.3 ,0 ,0.0 ,1 to 3,0.7 ,55 ,100.0 ,0 ,0.0 ,1 to 3,0.7 ,"3,056 ",93.0 
Seclusion,Rhode Island,11 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,1 to 3,27.3 ,4 ,36.4 ,0 ,0.0 ,1 to 3,18.2 ,9 ,100.0 ,0 ,0.0 ,0 ,0.0 ,293 ,100.0 
Seclusion,South Carolina,35 ,0 ,0.0 ,1 to 3,2.9 ,0 ,0.0 ,17 ,48.6 ,16 ,45.7 ,0 ,0.0 ,1 to 3,2.9 ,30 ,100.0 ,0 ,0.0 ,1 to 3,2.9 ,"1,226 ",100.0 
Seclusion,South Dakota,52 ,19 ,36.5 ,0 ,0.0 ,1 to 3,1.9 ,0 ,0.0 ,32 ,61.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,687 ,100.0 
Seclusion,Tennessee,65 ,1 to 3,3.1 ,0 ,0.0 ,0 ,0.0 ,20 ,30.8 ,41 ,63.1 ,0 ,0.0 ,1 to 3,3.1 ,40 ,100.0 ,0 ,0.0 ,1 to 3,1.5 ,"1,798 ",90.7 
Seclusion,Texas,252 ,1 to 3,0.9 ,0 ,0.0 ,36 ,15.4 ,61 ,26.1 ,131 ,56.0 ,0 ,0.0 ,4 ,1.7 ,35 ,66.0 ,18 ,34.0 ,5 ,2.0 ,"8,574 ",100.0 
Seclusion,Utah,58 ,1 to 3,3.4 ,0 ,0.0 ,15 ,25.9 ,1 to 3,5.2 ,36 ,62.1 ,0 ,0.0 ,1 to 3,3.4 ,33 ,100.0 ,0 ,0.0 ,5 ,8.6 ,990 ,100.0 
Seclusion,Vermont,45 ,1 to 3,2.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.5 ,40 ,90.9 ,0 ,0.0 ,1 to 3,2.3 ,25 ,96.2 ,1 to 3,3.8 ,0 ,0.0 ,307 ,100.0 
