,"Number and percentage of public school female students with and without disabilities subjected to mechanical restraint, by race/ethnicity, whether with disabilities served under IDEA or Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,,
Mechanical restraint,United States,"1,484 ",17 ,1.2 ,5 ,0.3 ,359 ,24.6 ,617 ,42.3 ,419 ,28.7 ,5 ,0.3 ,37 ,2.5 ,327 ,92.9 ,25 ,7.1 ,63 ,4.2 ,"95,507 ",99.4 ,
Mechanical restraint,Alabama,86 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,81 ,97.6 ,1 to 3,2.4 ,0 ,0.0 ,0 ,0.0 ,8 ,72.7 ,1 to 3,27.3 ,10 ,11.6 ,"1,397 ",97.0 ,
Mechanical restraint,Alaska,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,
Mechanical restraint,Arizona,39 ,1 to 3,5.1 ,0 ,0.0 ,17 ,43.6 ,6 ,15.4 ,12 ,30.8 ,0 ,0.0 ,1 to 3,5.1 ,10 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,913 ",99.2 ,
Mechanical restraint,Arkansas,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,6 ,75.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 ,
Mechanical restraint,California,13 ,0 ,0.0 ,0 ,0.0 ,7 ,53.8 ,1 to 3,7.7 ,5 ,38.5 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,1 to 3,23.1 ,"9,883 ",99.8 ,
Mechanical restraint,Colorado,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,841 ",100.0 ,
Mechanical restraint,Connecticut,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,140 ",100.0 ,
Mechanical restraint,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,
Mechanical restraint,District of Columbia,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 ,
Mechanical restraint,Florida,30 ,0 ,0.0 ,0 ,0.0 ,1 to 3,6.9 ,18 ,62.1 ,6 ,20.7 ,0 ,0.0 ,1 to 3,10.3 ,7 ,87.5 ,1 to 3,12.5 ,0 ,0.0 ,"3,954 ",100.0 ,
Mechanical restraint,Georgia,37 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,37 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 ,
Mechanical restraint,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,
Mechanical restraint,Idaho,5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,715 ,100.0 ,
Mechanical restraint,Illinois,14 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,10 ,71.4 ,4 ,28.6 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,1 to 3,7.1 ,"4,134 ",100.0 ,
Mechanical restraint,Indiana,37 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,18 ,48.6 ,16 ,43.2 ,0 ,0.0 ,1 to 3,8.1 ,11 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,864 ",100.0 ,
Mechanical restraint,Iowa,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,33.3 ,4 ,66.7 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,424 ",100.0 ,
Mechanical restraint,Kansas,34 ,1 to 3,5.9 ,0 ,0.0 ,5 ,14.7 ,8 ,23.5 ,19 ,55.9 ,0 ,0.0 ,0 ,0.0 ,20 ,100.0 ,0 ,0.0 ,1 to 3,5.9 ,"1,396 ",99.9 ,
Mechanical restraint,Kentucky,10 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,40.0 ,6 ,60.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,422 ",100.0 ,
Mechanical restraint,Louisiana,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,
Mechanical restraint,Maine,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,573 ,100.0 ,
Mechanical restraint,Maryland,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,435 ",100.0 ,
Mechanical restraint,Massachusetts,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,4 ,50.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,"1,859 ",100.0 ,
Mechanical restraint,Michigan,24 ,1 to 3,8.3 ,0 ,0.0 ,1 to 3,12.5 ,8 ,33.3 ,11 ,45.8 ,0 ,0.0 ,0 ,0.0 ,13 ,100.0 ,0 ,0.0 ,1 to 3,4.2 ,"3,672 ",100.0 ,
Mechanical restraint,Minnesota,46 ,1 to 3,2.2 ,0 ,0.0 ,1 to 3,4.3 ,26 ,56.5 ,14 ,30.4 ,0 ,0.0 ,1 to 3,6.5 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,056 ",100.0 ,
Mechanical restraint,Mississippi,39 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21 ,53.8 ,18 ,46.2 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,
Mechanical restraint,Missouri,47 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,33 ,70.2 ,13 ,27.7 ,1 to 3,2.1 ,0 ,0.0 ,15 ,100.0 ,0 ,0.0 ,1 to 3,2.1 ,"2,281 ",100.0 ,
Mechanical restraint,Montana,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,794 ,100.0 ,
Mechanical restraint,Nebraska,11 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,1 to 3,27.3 ,6 ,54.5 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,050 ",100.0 ,
Mechanical restraint,Nevada,1 to 3,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 ,
Mechanical restraint,New Hampshire,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 ,
Mechanical restraint,New Jersey,9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,5 ,62.5 ,1 to 3,12.5 ,0 ,0.0 ,0 ,0.0 ,5 ,83.3 ,1 to 3,16.7 ,0 ,0.0 ,"2,469 ",100.0 ,
Mechanical restraint,New Mexico,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,872 ,96.7 ,
Mechanical restraint,New York,7 ,0 ,0.0 ,1 to 3,28.6 ,0 ,0.0 ,1 to 3,28.6 ,1 to 3,42.9 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"4,894 ",100.0 ,
Mechanical restraint,North Carolina,13 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,15.4 ,10 ,76.9 ,0 ,0.0 ,1 to 3,7.7 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 ,
Mechanical restraint,North Dakota,14 ,4 ,30.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,23.1 ,6 ,46.2 ,0 ,0.0 ,0 ,0.0 ,5 ,83.3 ,1 to 3,16.7 ,0 ,0.0 ,451 ,100.0 ,
Mechanical restraint,Ohio,24 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.3 ,17 ,70.8 ,5 ,20.8 ,0 ,0.0 ,0 ,0.0 ,9 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"3,609 ",100.0 ,
Mechanical restraint,Oklahoma,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,811 ",100.0 ,
