,"Number and percentage of public school students with disabilities served under IDEA subjected to mechanical restraint, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,,,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,,,,,
Mechanical restraint,United States,"1,799 ",24 ,1.3 ,10 ,0.6 ,401 ,22.3 ,606 ,33.7 ,710 ,39.5 ,6 ,0.3 ,42 ,2.3 ,83 ,4.6 ,"95,507 ",99.4 ,,,,,
Mechanical restraint,Alabama,53 ,0 ,0.0 ,0 ,0.0 ,1 to 3,3.8 ,45 ,84.9 ,6 ,11.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.7 ,"1,397 ",97.0 ,,,,,
Mechanical restraint,Alaska,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,,,,,
Mechanical restraint,Arizona,203 ,6 ,1 to 3,0 ,0.0 ,97 ,47.8 ,42 ,20.7 ,49 ,24.1 ,0 ,0.0 ,9 ,4.4 ,0 ,0.0 ,"1,913 ",99.2 ,,,,,
Mechanical restraint,Arkansas,11 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,0 ,0.0 ,9 ,81.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,"1,085 ",100.0 ,,,,,
Mechanical restraint,California,40 ,0 ,0.0 ,0 ,0.0 ,13 ,32.5 ,18 ,45.0 ,9 ,22.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.5 ,"9,883 ",99.8 ,,,,,
