,2003,2003,,2016,2016,,
,Students,,,Students,,,2003-2016
County,Tested,Proficient,Percentage,Tested,Proficient,Percentage,Change
,,,,,,,
Adair,102,72,70.60%,57,45,78.90%,11.80%
Adams,48,36,75.00%,0,0,0.00%,-100.00%
Allamakee,223,153,68.60%,154,114,74.00%,7.90%
Appanoose,174,111,63.80%,129,93,72.10%,13.00%
Audubon,75,67,89.30%,35,30,85.70%,-4.10%
Benton,333,254,76.30%,241,196,81.30%,6.60%
Black Hawk,"1,185",741,62.50%,"1,178",839,71.20%,13.90%
Boone,329,225,68.40%,243,177,72.80%,6.50%
Bremer,362,298,82.30%,399,330,82.70%,0.50%
Buchanan,198,150,75.80%,222,182,82.00%,8.20%
Buena Vista,295,206,69.80%,220,137,62.30%,-10.80%
Butler,157,124,79.00%,125,92,73.60%,-6.80%
Calhoun,172,140,81.40%,116,102,87.90%,8.00%
Carroll,249,204,81.90%,151,136,90.10%,9.90%
Cass,212,155,73.10%,174,143,82.20%,12.40%
Cedar,272,220,80.90%,238,187,78.60%,-2.90%
Cerro Gordo,487,334,68.60%,380,285,75.00%,9.40%
Cherokee,166,128,77.10%,138,111,80.40%,4.30%
Chickasaw,186,149,80.10%,63,57,90.50%,12.90%
Clarke,136,82,60.30%,100,80,80.00%,32.70%
Clay,197,157,79.70%,145,116,80.00%,0.40%
Clayton,192,139,72.40%,121,99,81.80%,13.00%
Clinton,612,420,68.60%,497,342,68.80%,0.30%
Crawford,254,200,78.70%,238,179,75.20%,-4.50%
Dallas,563,442,78.50%,"1,141",983,86.20%,9.70%
Davis,74,50,67.60%,73,56,76.70%,13.50%
Decatur,106,79,74.50%,55,43,78.20%,4.90%
Delaware,287,242,84.30%,189,161,85.20%,1.00%
Des Moines,462,311,67.30%,414,299,72.20%,7.30%
Dickinson,208,162,77.90%,161,145,90.10%,15.60%
Dubuque,946,639,67.50%,953,745,78.20%,15.70%
Emmet,131,102,77.90%,85,63,74.10%,-4.80%
Fayette,359,275,76.60%,210,169,80.50%,5.10%
Floyd,216,158,73.10%,141,93,66.00%,-9.80%
Franklin,73,51,69.90%,98,71,72.40%,3.70%
Fremont,115,81,70.40%,62,52,83.90%,19.10%
Greene,124,85,68.50%,96,74,77.10%,12.50%
Grundy,249,201,80.70%,166,139,83.70%,3.70%
Guthrie,190,133,70.00%,166,137,82.50%,17.90%
Hamilton,211,153,72.50%,162,136,84.00%,15.80%
Hancock,127,90,70.90%,108,95,88.00%,24.10%
Hardin,266,193,72.60%,186,147,79.00%,8.90%
Harrison,248,169,68.10%,178,142,79.80%,17.10%
Henry,279,205,73.50%,237,168,70.90%,-3.50%
Howard,159,126,79.20%,121,90,74.40%,-6.10%
Humboldt,144,117,81.30%,116,102,87.90%,8.20%
Ida,106,83,78.30%,0,0,0.00%,-100.00%
Iowa,209,151,72.20%,160,137,85.60%,18.50%
Jackson,276,197,71.40%,213,170,79.80%,11.80%
Jasper,423,282,66.70%,403,322,79.90%,19.90%
Jefferson,206,151,73.30%,116,99,85.30%,16.40%
Johnson,947,780,82.40%,"1,116",847,75.90%,-7.90%
Jones,257,193,75.10%,215,167,77.70%,3.40%
Keokuk,118,82,69.50%,126,98,77.80%,11.90%
,Students,,,Students,,,2003-2016
County,Tested,Proficient,Percentage,Tested,Proficient,Percentage,Change
Kossuth,200,143,71.50%,144,125,86.80%,21.40%
Lee,372,267,71.80%,328,232,70.70%,-1.50%
Linn,"2,305","1,752",76.00%,"2,476","1,866",75.40%,-0.80%
Louisa,201,114,56.70%,185,122,65.90%,16.30%
Lucas,122,76,62.30%,87,56,64.40%,3.30%
Lyon,172,131,76.20%,136,116,85.30%,12.00%
Madison,241,182,75.50%,247,205,83.00%,9.90%
Mahaska,230,157,68.30%,190,120,63.20%,-7.50%
Marion,454,331,72.90%,366,291,79.50%,9.10%
Marshall,481,328,68.20%,459,315,68.60%,0.60%
Mills,187,150,80.20%,180,133,73.90%,-7.90%
Mitchell,140,110,78.60%,112,99,88.40%,12.50%
Monona,73,60,82.20%,97,72,74.20%,-9.70%
Monroe,91,55,60.40%,77,54,70.10%,16.00%
Montgomery,144,105,72.90%,132,89,67.40%,-7.50%
Muscatine,559,421,75.30%,500,336,67.20%,-10.80%
O'Brien,194,166,85.60%,142,123,86.60%,1.20%
Osceola,77,62,80.50%,43,33,76.70%,-4.70%
Page,194,124,63.90%,134,111,82.80%,29.60%
Palo Alto,130,104,80.00%,116,83,71.60%,-10.60%
Plymouth,346,283,81.80%,279,244,87.50%,6.90%
Pocahontas,119,100,84.00%,65,52,80.00%,-4.80%
Polk,"4,238","2,903",68.50%,"4,978","3,655",73.40%,7.20%
Pottawattamie,"1,158",736,63.60%,"1,065",745,70.00%,10.10%
Poweshiek,240,188,78.30%,182,159,87.40%,11.50%
Ringgold,65,51,78.50%,49,43,87.80%,11.80%
Sac,147,110,74.80%,184,154,83.70%,11.80%
Scott,"1,954","1,229",62.90%,"1,875","1,373",73.20%,16.40%
Shelby,152,128,84.20%,137,116,84.70%,0.50%
Sioux,322,253,78.60%,339,279,82.30%,4.70%
Story,819,683,83.40%,743,607,81.70%,-2.00%
Tama,207,154,74.40%,170,118,69.40%,-6.70%
Taylor,73,45,61.60%,62,52,83.90%,36.10%
Union,152,97,63.80%,117,72,61.50%,-3.60%
Van Buren,90,55,61.10%,58,39,67.20%,10.00%
Wapello,484,289,59.70%,396,274,69.20%,15.90%
Warren,559,429,76.70%,666,554,83.20%,8.40%
Washington,282,226,80.10%,265,217,81.90%,2.20%
Wayne,98,67,68.40%,76,60,78.90%,15.50%
Webster,393,254,64.60%,316,197,62.30%,-3.50%
Winnebago,212,143,67.50%,171,129,75.40%,11.80%
Winneshiek,234,194,82.90%,188,168,89.40%,7.80%
Woodbury,"1,252",788,62.90%,"1,154",812,70.40%,11.80%
Worth,75,57,76.00%,82,66,80.50%,5.90%
Wright,205,142,69.30%,146,115,78.80%,13.70%
,,,,,,,
State,"35,138","25,190",71.70%,"32,745","24,903",76.10%,6.10%
