,"Number and percentage of public school students not served under IDEA subjected to seclusion, by race/ethnicity, whether served under Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,,
Seclusion,United States,"12,352 ",224 ,1.8 ,68 ,0.6 ,"1,441 ",11.7 ,"2,986 ",24.2 ,"7,028 ",56.9 ,16 ,0.1 ,589 ,4.8 ,343 ,2.8 ,366 ,1 to 3,"95,507 ",99.4 
Seclusion,Alabama,120 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.7 ,77 ,64.2 ,36 ,30.0 ,1 to 3,1.7 ,1 to 3,2.5 ,1 to 3,1.7 ,1 to 3,2.5 ,"1,397 ",97.0 
Seclusion,Alaska,14 ,4 ,28.6 ,0 ,0.0 ,1 to 3,14.3 ,0 ,0.0 ,5 ,35.7 ,0 ,0.0 ,1 to 3,21.4 ,0 ,0.0 ,1 to 3,14.3 ,495 ,100.0 
Seclusion,Arizona,735 ,26 ,3.5 ,1 to 3,0.1 ,314 ,42.7 ,56 ,7.6 ,309 ,42.0 ,0 ,0.0 ,29 ,3.9 ,4 ,0.5 ,11 ,1.5 ,"1,913 ",100.0 
Seclusion,Arkansas,31 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.7 ,11 ,35.5 ,13 ,41.9 ,0 ,0.0 ,4 ,12.9 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 
Seclusion,California,108 ,0 ,0.0 ,7 ,6.5 ,42 ,38.9 ,31 ,28.7 ,25 ,23.1 ,0 ,0.0 ,1 to 3,2.8 ,4 ,3.7 ,11 ,10.2 ,"9,883 ",99.8 
