,"Number and percentage of public school female students with disabilities served under IDEA subjected to seclusion, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,
Seclusion,United States,"2,765 ",33 ,1.2 ,24 ,0.9 ,182 ,6.6 ,645 ,23.3 ,"1,746 ",63.1 ,1 to 3,0.1 ,133 ,4.8 ,45 ,1.6 ,"95,507 ",99.4 ,
Seclusion,Alabama,20 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,60.0 ,8 ,40.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,397 ",97.0 ,
Seclusion,Alaska,10 ,1 to 3,30.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,7 ,70.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,
Seclusion,Arizona,46 ,1 to 3,4.3 ,0 ,0.0 ,6 ,13.0 ,6 ,13.0 ,29 ,63.0 ,0 ,0.0 ,1 to 3,6.5 ,0 ,0.0 ,"1,913 ",99.2 ,
Seclusion,Arkansas,16 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,13 ,81.3 ,0 ,0.0 ,1 to 3,6.3 ,0 ,0.0 ,"1,085 ",100.0 ,
Seclusion,California,15 ,0 ,0.0 ,0 ,0.0 ,6 ,40.0 ,1 to 3,13.3 ,7 ,46.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,13.3 ,"9,883 ",99.8 ,
Seclusion,Colorado,37 ,0 ,0.0 ,0 ,0.0 ,8 ,21.6 ,1 to 3,8.1 ,24 ,64.9 ,0 ,0.0 ,1 to 3,5.4 ,1 to 3,8.1 ,"1,841 ",100.0 ,
Seclusion,Connecticut,115 ,0 ,0.0 ,1 to 3,2.6 ,33 ,28.7 ,24 ,20.9 ,48 ,41.7 ,0 ,0.0 ,7 ,6.1 ,1 to 3,2.6 ,"1,140 ",100.0 ,
