,"Number and percentage of public school male students not served under IDEA subjected to physical restraint, by race/ethnicity, whether served under Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,,,,
Physical restraint,United States,"8,495 ",166 ,1 to 3,49 ,0.6 ,"1,244 ",14.6 ,"2,382 ",28.0 ,"4,315 ",50.8 ,8 ,0.1 ,331 ,3.9 ,310 ,3.6 ,285 ,3.4 ,"95,507 ",99.4 ,,
Physical restraint,Alabama,175 ,0 ,0.0 ,0 ,0.0 ,7 ,4.0 ,118 ,67.4 ,48 ,27.4 ,0 ,0.0 ,1 to 3,1.1 ,4 ,2.3 ,5 ,2.9 ,"1,397 ",97.0 ,,
Physical restraint,Alaska,13 ,10 ,76.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,23.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,,
Physical restraint,Arizona,253 ,16 ,6.3 ,1 to 3,0.4 ,106 ,41.9 ,43 ,17.0 ,79 ,31.2 ,0 ,0.0 ,8 ,3.2 ,7 ,2.8 ,5 ,1 to 3,"1,913 ",99.2 ,,
Physical restraint,Arkansas,52 ,0 ,0.0 ,0 ,0.0 ,5 ,9.6 ,24 ,46.2 ,22 ,42.3 ,0 ,0.0 ,1 to 3,1.9 ,1 to 3,5.8 ,0 ,0.0 ,"1,085 ",100.0 ,,
Physical restraint,California,200 ,1 to 3,1.5 ,16 ,8.0 ,91 ,45.5 ,55 ,27.5 ,32 ,16.0 ,0 ,0.0 ,1 to 3,1.5 ,8 ,4.0 ,18 ,9.0 ,"9,883 ",99.8 ,,
Physical restraint,Colorado,109 ,1 to 3,1.8 ,1 to 3,0.9 ,46 ,42.2 ,25 ,22.9 ,34 ,31.2 ,0 ,0.0 ,1 to 3,0.9 ,1 to 3,0.9 ,9 ,8.3 ,"1,841 ",100.0 ,,
Physical restraint,Connecticut,149 ,0 ,0.0 ,1 to 3,0.7 ,31 ,20.8 ,47 ,31.5 ,61 ,40.9 ,0 ,0.0 ,9 ,6.0 ,15 ,10.1 ,8 ,5.4 ,"1,140 ",98.2 ,,
Physical restraint,Delaware,8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,1 to 3,37.5 ,1 to 3,37.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,,
Physical restraint,District of Columbia,33 ,0 ,0.0 ,0 ,0.0 ,1 to 3,9.1 ,27 ,81.8 ,1 to 3,6.1 ,0 ,0.0 ,1 to 3,1 to 3,0 ,0.0 ,1 to 3,6.1 ,204 ,100.0 ,,
Physical restraint,Florida,326 ,1 to 3,0.9 ,1 to 3,0.3 ,59 ,18.1 ,84 ,25.8 ,155 ,47.5 ,1 to 3,0.3 ,23 ,7.1 ,9 ,2.8 ,16 ,4.9 ,"3,954 ",100.0 ,,
Physical restraint,Georgia,162 ,1 to 3,1.2 ,0 ,0.0 ,9 ,5.6 ,83 ,51.2 ,59 ,36.4 ,0 ,0.0 ,9 ,5.6 ,4 ,2.5 ,1 to 3,1.2 ,"2,444 ",99.8 ,,
Physical restraint,Hawaii,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,
Physical restraint,Idaho,74 ,1 to 3,4.1 ,1 to 3,1.4 ,9 ,12.2 ,1 to 3,1.4 ,57 ,77.0 ,0 ,0.0 ,1 to 3,4.1 ,0 ,0.0 ,4 ,5.4 ,715 ,100.0 ,,
Physical restraint,Illinois,208 ,0 ,0.0 ,1 to 3,0.5 ,17 ,8.2 ,64 ,30.8 ,120 ,57.7 ,1 to 3,0.5 ,5 ,2.4 ,5 ,2.4 ,4 ,1.9 ,"4,134 ",100.0 ,,
Physical restraint,Indiana,180 ,0 ,0.0 ,1 to 3,0.6 ,7 ,3.9 ,36 ,20.0 ,125 ,69.4 ,0 ,0.0 ,11 ,6.1 ,7 ,3.9 ,4 ,2.2 ,"1,864 ",100.0 ,,
Physical restraint,Iowa,315 ,4 ,1.3 ,1 to 3,0.6 ,22 ,7.0 ,97 ,30.8 ,176 ,55.9 ,1 to 3,0.3 ,13 ,4.1 ,1 to 3,0.6 ,12 ,3.8 ,"1,424 ",100.0 ,,
Physical restraint,Kansas,175 ,0 ,0.0 ,1 to 3,0.6 ,21 ,12.0 ,17 ,9.7 ,120 ,68.6 ,0 ,0.0 ,16 ,9.1 ,13 ,7.4 ,6 ,3.4 ,"1,396 ",99.9 ,,
Physical restraint,Kentucky,869 ,0 ,0.0 ,1 to 3,0.1 ,27 ,3.1 ,208 ,23.9 ,577 ,66.4 ,0 ,0.0 ,56 ,6.4 ,8 ,0.9 ,12 ,1.4 ,"1,422 ",100.0 ,,
Physical restraint,Louisiana,37 ,0 ,0.0 ,0 ,0.0 ,1 to 3,8.1 ,28 ,75.7 ,6 ,16.2 ,0 ,0.0 ,0 ,0.0 ,4 ,10.8 ,1 to 3,5.4 ,"1,343 ",100.0 ,,
Physical restraint,Maine,78 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.6 ,12 ,15.4 ,61 ,78.2 ,0 ,0.0 ,1 to 3,3.8 ,1 to 3,3.8 ,1 to 3,2.6 ,573 ,99.0 ,,
Physical restraint,Maryland,135 ,0 ,0.0 ,1 to 3,1.5 ,4 ,1 to 3,62 ,45.9 ,52 ,38.5 ,1 to 3,0.7 ,14 ,10.4 ,14 ,10.4 ,1 to 3,2.2 ,"1,435 ",100.0 ,,
Physical restraint,Massachusetts,118 ,1 to 3,1.7 ,1 to 3,1.7 ,44 ,37.3 ,28 ,23.7 ,37 ,31.4 ,0 ,0.0 ,5 ,4.2 ,8 ,6.8 ,12 ,10.2 ,"1,859 ",100.0 ,,
Physical restraint,Michigan,330 ,1 to 3,0.9 ,0 ,0.0 ,22 ,6.7 ,99 ,30.0 ,200 ,60.6 ,0 ,0.0 ,6 ,1.8 ,6 ,1.8 ,1 to 3,0.6 ,"3,672 ",100.0 ,,
