,"Number and percentage of public school female students with disabilities served under IDEA subjected to physical restraint, by race/ethnicity and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,,,,
Physical restraint,United States,"6,050 ",52 ,0.9 ,72 ,1.2 ,619 ,10.2 ,"1,614 ",26.7 ,"3,414 ",56.4 ,5 ,0.1 ,274 ,4.5 ,145 ,2.4 ,"95,507 ",99.4 ,,
Physical restraint,Alabama,118 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,54 ,45.8 ,62 ,52.5 ,0 ,0.0 ,1 to 3,1.7 ,1 to 3,0.8 ,"1,397 ",97.0 ,,
Physical restraint,Alaska,10 ,1 to 3,10.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,90.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,,
Physical restraint,Arizona,93 ,1 to 3,3.2 ,0 ,0.0 ,22 ,23.7 ,17 ,18.3 ,49 ,52.7 ,0 ,0.0 ,1 to 3,2.2 ,4 ,4.3 ,"1,913 ",99.2 ,,
Physical restraint,Arkansas,20 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,20.0 ,14 ,70.0 ,0 ,0.0 ,1 to 3,10.0 ,1 to 3,5.0 ,"1,085 ",100.0 ,,
Physical restraint,California,207 ,1 to 3,0.5 ,8 ,3.9 ,78 ,37.7 ,29 ,14.0 ,83 ,40.1 ,1 to 3,1 to 3,6 ,2.9 ,26 ,12.6 ,"9,883 ",99.8 ,,
Physical restraint,Colorado,27 ,0 ,0.0 ,0 ,0.0 ,4 ,14.8 ,6 ,22.2 ,15 ,55.6 ,0 ,0.0 ,1 to 3,7.4 ,1 to 3,3.7 ,"1,841 ",100.0 ,,
Physical restraint,Connecticut,235 ,0 ,0.0 ,1 to 3,1.3 ,62 ,26.4 ,47 ,20.0 ,83 ,35.3 ,0 ,0.0 ,40 ,17.0 ,5 ,2.1 ,"1,140 ",100.0 ,,
Physical restraint,Delaware,25 ,0 ,0.0 ,1 to 3,8.0 ,1 to 3,8.0 ,12 ,48.0 ,9 ,36.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,,
Physical restraint,District of Columbia,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,81.8 ,0 ,0.0 ,0 ,0.0 ,1 to 3,18.2 ,0 ,0.0 ,204 ,100.0 ,,
Physical restraint,Florida,100 ,1 to 3,1 to 3,1 to 3,1 to 3,12 ,12.0 ,26 ,26.0 ,52 ,52.0 ,0 ,0.0 ,7 ,7.0 ,1 to 3,1 to 3,"3,954 ",100.0 ,,
Physical restraint,Georgia,143 ,0 ,0.0 ,1 to 3,0.7 ,8 ,5.6 ,68 ,47.6 ,60 ,42.0 ,0 ,0.0 ,6 ,4.2 ,1 to 3,2.1 ,"2,444 ",99.8 ,,
Physical restraint,Hawaii,1 to 3,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,,
Physical restraint,Idaho,19 ,1 to 3,5.3 ,0 ,0.0 ,1 to 3,15.8 ,1 to 3,15.8 ,10 ,52.6 ,0 ,0.0 ,1 to 3,10.5 ,0 ,0.0 ,715 ,100.0 ,,
Physical restraint,Illinois,362 ,1 to 3,0.3 ,6 ,1.7 ,15 ,4.1 ,143 ,39.5 ,185 ,51.1 ,0 ,0.0 ,12 ,3.3 ,5 ,1.4 ,"4,134 ",100.0 ,,
Physical restraint,Indiana,179 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.1 ,65 ,36.3 ,101 ,56.4 ,0 ,0.0 ,11 ,6.1 ,0 ,0.0 ,"1,864 ",100.0 ,,
Physical restraint,Iowa,177 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,31 ,17.5 ,141 ,79.7 ,0 ,0.0 ,5 ,2.8 ,1 to 3,0.6 ,"1,424 ",100.0 ,,
Physical restraint,Kansas,134 ,1 to 3,1.5 ,1 to 3,1.5 ,7 ,5.2 ,17 ,12.7 ,96 ,71.6 ,0 ,0.0 ,10 ,7.5 ,4 ,1 to 3,"1,396 ",99.9 ,,
Physical restraint,Kentucky,223 ,0 ,0.0 ,8 ,3.6 ,1 to 3,1.3 ,39 ,17.5 ,167 ,74.9 ,0 ,0.0 ,6 ,2.7 ,1 to 3,1.3 ,"1,422 ",100.0 ,,
Physical restraint,Louisiana,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,50.0 ,4 ,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,343 ",100.0 ,,
Physical restraint,Maine,94 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.1 ,5 ,5.3 ,85 ,90.4 ,0 ,0.0 ,1 to 3,2.1 ,1 to 3,1.1 ,573 ,99.0 ,,
Physical restraint,Maryland,125 ,0 ,0.0 ,1 to 3,0.8 ,6 ,4.8 ,64 ,51.2 ,47 ,37.6 ,0 ,0.0 ,7 ,5.6 ,1 to 3,0.8 ,"1,435 ",100.0 ,,
Physical restraint,Massachusetts,87 ,0 ,0.0 ,0 ,0.0 ,21 ,24.1 ,16 ,18.4 ,47 ,54.0 ,0 ,0.0 ,1 to 3,3.4 ,4 ,4.6 ,"1,859 ",100.0 ,,
Physical restraint,Michigan,309 ,1 to 3,0.6 ,1 to 3,0.3 ,15 ,4.9 ,46 ,14.9 ,235 ,76.1 ,0 ,0.0 ,10 ,3.2 ,0 ,0.0 ,"3,672 ",100.0 ,,
Physical restraint,Minnesota,275 ,5 ,1.8 ,4 ,1.5 ,9 ,3.3 ,114 ,41.5 ,135 ,49.1 ,0 ,0.0 ,8 ,2.9 ,4 ,1.5 ,"2,056 ",100.0 ,,
Physical restraint,Mississippi,21 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,57.1 ,9 ,42.9 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 ,,
Physical restraint,Missouri,188 ,0 ,0.0 ,1 to 3,0.5 ,1 to 3,1.6 ,38 ,20.2 ,141 ,75.0 ,0 ,0.0 ,5 ,2.7 ,1 to 3,0.5 ,"2,281 ",100.0 ,,
Physical restraint,Montana,11 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,794 ,100.0 ,,
Physical restraint,Nebraska,41 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.4 ,8 ,19.5 ,30 ,73.2 ,0 ,0.0 ,1 to 3,4.9 ,0 ,0.0 ,"1,050 ",100.0 ,,
Physical restraint,Nevada,145 ,6 ,4.1 ,9 ,6.2 ,25 ,17.2 ,36 ,24.8 ,61 ,42.1 ,1 to 3,2.1 ,5 ,3.4 ,1 to 3,1.4 ,652 ,100.0 ,,
Physical restraint,New Hampshire,32 ,0 ,0.0 ,1 to 3,3.1 ,1 to 3,3.1 ,0 ,0.0 ,28 ,87.5 ,0 ,0.0 ,1 to 3,6.3 ,0 ,0.0 ,482 ,100.0 ,,
Physical restraint,New Jersey,179 ,0 ,0.0 ,4 ,2.2 ,18 ,10.1 ,70 ,39.1 ,83 ,46.4 ,0 ,0.0 ,4 ,2.2 ,1 to 3,1.1 ,"2,469 ",100.0 ,,
Physical restraint,New Mexico,13 ,1 to 3,15.4 ,0 ,0.0 ,4 ,30.8 ,1 to 3,15.4 ,5 ,38.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,7.7 ,872 ,96.7 ,,
Physical restraint,New York,361 ,0 ,0.0 ,1 to 3,0.6 ,35 ,9.7 ,111 ,30.7 ,202 ,56.0 ,0 ,0.0 ,11 ,1 to 3,0 ,0.0 ,"4,894 ",99.9 ,,
Physical restraint,North Carolina,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,6 ,75.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,"2,587 ",100.0 ,,
