,"Number and percentage of public school male students with and without disabilities subjected to mechanical restraint, by race/ethnicity, whether with disabilities served under IDEA or Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting ,
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,,
Mechanical restraint,United States,"4,499 ",60 ,1.4 ,24 ,0.5 ,"1,377 ",31.3 ,"1,356 ",30.8 ,"1,473 ",33.5 ,12 ,0.3 ,100 ,2.3 ,"1,472 ",93.8 ,97 ,6.2 ,201 ,4.5 ,"95,507 ",99.4 ,
Mechanical restraint,Alabama,183 ,0 ,0.0 ,0 ,0.0 ,7 ,4.0 ,160 ,90.9 ,9 ,5.1 ,0 ,0.0 ,0 ,0.0 ,45 ,86.5 ,7 ,13.5 ,15 ,8.2 ,"1,397 ",97.0 ,
Mechanical restraint,Alaska,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 ,
Mechanical restraint,Arizona,567 ,14 ,2.5 ,1 to 3,0.2 ,286 ,50.6 ,114 ,20.2 ,121 ,21.4 ,4 ,0.7 ,25 ,4.4 ,193 ,99.0 ,1 to 3,1.0 ,0 ,0.0 ,"1,913 ",99.2 ,
Mechanical restraint,Arkansas,25 ,0 ,0.0 ,0 ,0.0 ,4 ,16.0 ,1 to 3,8.0 ,19 ,76.0 ,0 ,0.0 ,0 ,0.0 ,9 ,100.0 ,0 ,0.0 ,1 to 3,8.0 ,"1,085 ",100.0 ,
Mechanical restraint,California,148 ,1 to 3,1.4 ,1 to 3,1.4 ,84 ,57.5 ,32 ,21.9 ,26 ,17.8 ,0 ,0.0 ,0 ,0.0 ,35 ,94.6 ,1 to 3,5.4 ,19 ,12.8 ,"9,883 ",99.8 ,
Mechanical restraint,Colorado,36 ,0 ,0.0 ,0 ,0.0 ,14 ,38.9 ,8 ,22.2 ,13 ,36.1 ,0 ,0.0 ,1 to 3,2.8 ,17 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,841 ",100.0 ,
Mechanical restraint,Connecticut,5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,40.0 ,0 ,0.0 ,1 to 3,60.0 ,0 ,0.0 ,0 ,0.0 ,5 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,140 ",100.0 ,
Mechanical restraint,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 ,
Mechanical restraint,District of Columbia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 ,
Mechanical restraint,Florida,92 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.2 ,51 ,55.4 ,34 ,37.0 ,0 ,0.0 ,5 ,5.4 ,22 ,100.0 ,0 ,0.0 ,1 to 3,2.2 ,"3,954 ",100.0 ,
Mechanical restraint,Georgia,122 ,0 ,0.0 ,0 ,0.0 ,7 ,5.7 ,103 ,84.4 ,12 ,9.8 ,0 ,0.0 ,0 ,0.0 ,24 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 ,
Mechanical restraint,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 ,
Mechanical restraint,Idaho,26 ,1 to 3,11.5 ,1 to 3,7.7 ,1 to 3,7.7 ,1 to 3,3.8 ,18 ,69.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,4 ,15.4 ,715 ,100.0 ,
Mechanical restraint,Illinois,47 ,0 ,0.0 ,0 ,0.0 ,1 to 3,4.3 ,25 ,53.2 ,20 ,42.6 ,0 ,0.0 ,0 ,0.0 ,22 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"4,134 ",100.0 ,
Mechanical restraint,Indiana,150 ,0 ,0.0 ,1 to 3,1.3 ,4 ,2.7 ,60 ,40.0 ,75 ,50.0 ,0 ,0.0 ,9 ,6.0 ,83 ,100.0 ,0 ,0.0 ,0 ,0.0 ,"1,864 ",100.0 ,
