,"Number and percentage of public school female students not served under IDEA subjected to seclusion, by race/ethnicity, whether served under Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,,
Seclusion,United States,"3,589 ",64 ,1.8 ,12 ,0.3 ,380 ,10.6 ,988 ,27.5 ,"1,936 ",53.9 ,5 ,0.1 ,204 ,5.7 ,81 ,2.3 ,72 ,1 to 3,"95,507 ",99.4 
Seclusion,Alabama,33 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,22 ,66.7 ,9 ,27.3 ,0 ,0.0 ,1 to 3,6.1 ,0 ,0.0 ,1 to 3,6.1 ,"1,397 ",97.0 
Seclusion,Alaska,1 to 3,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,495 ,100.0 
Seclusion,Arizona,189 ,10 ,5.3 ,0 ,0.0 ,76 ,40.2 ,7 ,3.7 ,90 ,47.6 ,0 ,0.0 ,6 ,3.2 ,0 ,0.0 ,1 to 3,1.6 ,"1,913 ",100.0 
Seclusion,Arkansas,13 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5 ,38.5 ,6 ,46.2 ,0 ,0.0 ,1 to 3,15.4 ,0 ,0.0 ,0 ,0.0 ,"1,085 ",100.0 
Seclusion,California,12 ,0 ,0.0 ,0 ,0.0 ,4 ,33.3 ,1 to 3,25.0 ,5 ,41.7 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,16.7 ,"9,883 ",99.8 
Seclusion,Colorado,196 ,1 to 3,0.5 ,0 ,0.0 ,75 ,38.3 ,1 to 3,1.5 ,107 ,54.6 ,0 ,0.0 ,10 ,5.1 ,1 to 3,0.5 ,7 ,3.6 ,"1,841 ",100.0 
Seclusion,Connecticut,20 ,0 ,0.0 ,0 ,0.0 ,1 to 3,15.0 ,6 ,30.0 ,9 ,45.0 ,0 ,0.0 ,1 to 3,10.0 ,1 to 3,15.0 ,1 to 3,10.0 ,"1,140 ",98.2 
Seclusion,Delaware,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Seclusion,District of Columbia,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,204 ,100.0 
Seclusion,Florida,40 ,0 ,0.0 ,0 ,0.0 ,7 ,17.5 ,17 ,42.5 ,12 ,30.0 ,0 ,0.0 ,4 ,10.0 ,0 ,0.0 ,1 to 3,7.5 ,"3,954 ",100.0 
Seclusion,Georgia,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,75.0 ,1 to 3,25.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,444 ",99.8 
Seclusion,Hawaii,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Seclusion,Idaho,86 ,0 ,0.0 ,0 ,0.0 ,33 ,38.4 ,0 ,0.0 ,51 ,59.3 ,0 ,0.0 ,1 to 3,2.3 ,5 ,5.8 ,25 ,29.1 ,715 ,100.0 
Seclusion,Illinois,946 ,0 ,0.0 ,4 ,0.4 ,7 ,0.7 ,527 ,55.7 ,311 ,32.9 ,0 ,0.0 ,97 ,10.3 ,4 ,0.4 ,0 ,0.0 ,"4,134 ",100.0 
Seclusion,Indiana,86 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,22 ,25.6 ,56 ,65.1 ,0 ,0.0 ,8 ,9.3 ,1 to 3,1.2 ,0 ,0.0 ,"1,864 ",100.0 
Seclusion,Iowa,144 ,0 ,0.0 ,0 ,0.0 ,1 to 3,2.1 ,6 ,4.2 ,130 ,90.3 ,0 ,0.0 ,5 ,3.5 ,1 to 3,0.7 ,0 ,0.0 ,"1,424 ",100.0 
Seclusion,Kansas,20 ,1 to 3,10.0 ,0 ,0.0 ,1 to 3,5.0 ,4 ,20.0 ,9 ,45.0 ,0 ,0.0 ,4 ,20.0 ,0 ,0.0 ,0 ,0.0 ,"1,396 ",99.9 
Seclusion,Kentucky,57 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9 ,15.8 ,48 ,84.2 ,0 ,0.0 ,0 ,0.0 ,1 to 3,1.8 ,0 ,0.0 ,"1,422 ",100.0 
Seclusion,Louisiana,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,66.7 ,1 to 3,33.3 ,0 ,0.0 ,0 ,0.0 ,1 to 3,16.7 ,0 ,0.0 ,"1,343 ",100.0 
Seclusion,Maine,6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6 ,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,573 ,99.0 
Seclusion,Maryland,10 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,30.0 ,5 ,50.0 ,0 ,0.0 ,1 to 3,20.0 ,1 to 3,10.0 ,0 ,0.0 ,"1,435 ",100.0 
Seclusion,Massachusetts,8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,37.5 ,5 ,62.5 ,0 ,0.0 ,0 ,0.0 ,1 to 3,12.5 ,0 ,0.0 ,"1,859 ",100.0 
Seclusion,Michigan,276 ,1 to 3,0.7 ,0 ,0.0 ,27 ,9.8 ,28 ,10.1 ,204 ,73.9 ,0 ,0.0 ,15 ,5.4 ,1 to 3,0.4 ,6 ,2.2 ,"3,672 ",100.0 
Seclusion,Minnesota,60 ,1 to 3,5.0 ,0 ,0.0 ,1 to 3,3.3 ,1 to 3,1.7 ,51 ,85.0 ,0 ,0.0 ,1 to 3,5.0 ,1 to 3,5.0 ,0 ,0.0 ,"2,056 ",100.0 
Seclusion,Mississippi,22 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,20 ,90.9 ,1 to 3,9.1 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,967 ,100.0 
Seclusion,Missouri,464 ,1 to 3,0.4 ,1 to 3,0.6 ,34 ,7.3 ,115 ,24.8 ,288 ,62.1 ,5 ,1.1 ,17 ,3.7 ,27 ,5.8 ,0 ,0.0 ,"2,281 ",100.0 
Seclusion,Montana,37 ,7 ,18.9 ,0 ,0.0 ,0 ,0.0 ,1 to 3,5.4 ,26 ,70.3 ,0 ,0.0 ,1 to 3,5.4 ,0 ,0.0 ,4 ,10.8 ,794 ,100.0 
Seclusion,Nebraska,82 ,1 to 3,2.4 ,0 ,0.0 ,8 ,9.8 ,10 ,12.2 ,62 ,75.6 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,050 ",100.0 
Seclusion,Nevada,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,652 ,100.0 
Seclusion,New Hampshire,0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,482 ,100.0 
Seclusion,New Jersey,4 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,469 ",100.0 
Seclusion,New Mexico,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,0 ,0.0 ,872 ,96.8 
Seclusion,New York,60 ,0 ,0.0 ,1 to 3,1.7 ,14 ,23.3 ,15 ,25.0 ,27 ,45.0 ,0 ,0.0 ,1 to 3,5.0 ,7 ,11.7 ,0 ,0.0 ,"4,894 ",100.0 
Seclusion,North Carolina,1 to 3,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"2,587 ",100.0 
