Types of crimes,2008,2009,2010,2011,2012,2013,2014,State_ID,Region_ID,Division_ID
Total Arrests,"14,940","13,098","11,784","11,363","10,653","9,808","9,231",5,3,7
Violent Crime Index,513,411,380,415,397,N/A,N/A,5,3,7
Murder/nonneg. mans.,2,5,9,4,8,4,2,5,3,7
Rape,22,39,28,36,20,N/A,N/A,5,3,7
Robbery,109,67,73,83,113,83,89,5,3,7
Aggravated assault,380,300,270,292,256,192,231,5,3,7
Property Crime Index,"4,099","3,629","2,839","3,154","2,793","2,614","2,381",5,3,7
Burglary,958,645,539,603,566,491,424,5,3,7
Larceny-theft,"3,033","2,897","2,243","2,473","2,161","2,061","1,860",5,3,7
Motor vehicle theft,86,73,42,65,57,54,91,5,3,7
Arson,22,14,15,13,9,8,6,5,3,7
Other assaults,"1,696","1,833","1,804","1,640","1,686","1,524","1,619",5,3,7
Forgery and counterfeiting,19,15,14,13,10,8,14,5,3,7
Fraud,31,36,27,24,25,28,29,5,3,7
Embezzlement,7,2,11,6,3,1,1,5,3,7
Stolen property,161,115,129,113,93,88,125,5,3,7
Vandalism,709,422,388,314,307,266,288,5,3,7
Weapons,170,160,134,139,123,127,112,5,3,7
Prostitution/<br>commercialized vice,2,0,1,1,3,4,1,5,3,7
Sex offenses (other),41,41,47,36,44,N/A,N/A,5,3,7
Drug abuse violations,"1,056",968,992,828,921,864,776,5,3,7
Gambling,1,4,1,5,1,0,0,5,3,7
Offenses against family,3,4,2,5,2,1,3,5,3,7
Driving under influence,174,118,102,109,84,70,68,5,3,7
Liquor laws,314,214,215,252,322,355,289,5,3,7
Drunkenness,305,207,213,149,162,97,96,5,3,7
Disorderly conduct,"1,227","1,069",975,917,865,887,618,5,3,7
Vagrancy,36,0,0,0,0,0,0,5,3,7
All other offenses,"2,850","2,733","2,343","2,357","2,197","2,015","1,868",5,3,7
Curfew and loitering,952,819,876,567,296,248,232,5,3,7
Runaways,574,298,291,319,319,243,308,5,3,7
Population Ages 10 to 17,"313,700","314,000","316,100","316,800","316,800","317,900","318,700",5,3,7
