,"Number and percentage of public school students retained in grade 7, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 7,United States,"33,396 ",371 ,1.1 ,416 ,1.2 ,"7,284 ",21.8 ,"13,528 ",40.5 ,"10,723 ",32.1 ,298 ,0.9 ,776 ,2.3 ,"4,836 ",14.5 ,"1,370 ",4.1 ,"2,761 ",8.3 ,"7,328 ",100.0 
Retained in grade 7,Alabama,"1,472 ",6 ,0.4 ,1 to 3,0.1 ,43 ,2.9 ,727 ,49.4 ,680 ,46.2 ,0 ,0.0 ,14 ,1.0 ,122 ,8.3 ,9 ,0.6 ,27 ,1.8 ,246 ,100.0 
Retained in grade 7,Alaska,34 ,21 ,61.8 ,0 ,0.0 ,1 to 3,5.9 ,1 to 3,5.9 ,7 ,20.6 ,0 ,0.0 ,1 to 3,5.9 ,5 ,14.7 ,0 ,0.0 ,11 ,32.4 ,45 ,100.0 
Retained in grade 7,Arizona,436 ,36 ,8.3 ,8 ,1.8 ,180 ,41.3 ,19 ,4.4 ,181 ,41.5 ,1 to 3,0.7 ,9 ,2.1 ,31 ,7.1 ,23 ,5.3 ,22 ,5.0 ,137 ,100.0 
Retained in grade 7,Arkansas,208 ,1 to 3,0.5 ,0 ,0.0 ,10 ,4.8 ,101 ,48.6 ,89 ,42.8 ,1 to 3,0.5 ,6 ,2.9 ,19 ,9.1 ,8 ,3.8 ,5 ,2.4 ,77 ,100.0 
Retained in grade 7,California,308 ,8 ,2.6 ,16 ,5.2 ,168 ,54.5 ,52 ,16.9 ,54 ,17.5 ,5 ,1.6 ,5 ,1.6 ,35 ,11.4 ,11 ,3.6 ,77 ,25.0 ,180 ,100.0 
Retained in grade 7,Colorado,220 ,1 to 3,0.5 ,1 to 3,1.4 ,129 ,58.6 ,12 ,5.5 ,66 ,30.0 ,1 to 3,0.9 ,7 ,3.2 ,34 ,15.5 ,4 ,1.8 ,74 ,33.6 ,99 ,100.0 
Retained in grade 7,Connecticut,181 ,1 to 3,0.6 ,4 ,2.2 ,58 ,32.0 ,78 ,43.1 ,36 ,19.9 ,0 ,0.0 ,4 ,2.2 ,25 ,13.8 ,14 ,7.7 ,14 ,7.7 ,59 ,100.0 
Retained in grade 7,Delaware,134 ,0 ,0.0 ,0 ,0.0 ,20 ,14.9 ,73 ,54.5 ,41 ,30.6 ,0 ,0.0 ,0 ,0.0 ,25 ,18.7 ,8 ,6.0 ,1 to 3,2.2 ,26 ,100.0 
Retained in grade 7,District of Columbia,69 ,1 to 3,1.4 ,0 ,0.0 ,4 ,5.8 ,64 ,92.8 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12 ,17.4 ,1 to 3,2.9 ,4 ,5.8 ,22 ,100.0 
Retained in grade 7,Florida,"3,757 ",10 ,0.3 ,19 ,0.5 ,"1,023 ",27.2 ,"1,318 ",35.1 ,"1,256 ",33.4 ,9 ,0.2 ,122 ,3.2 ,851 ,22.7 ,286 ,7.6 ,333 ,8.9 ,488 ,100.0 
Retained in grade 7,Georgia,"3,264 ",4 ,0.1 ,69 ,2.1 ,480 ,14.7 ,"2,061 ",63.1 ,581 ,17.8 ,4 ,0.1 ,65 ,2.0 ,508 ,15.6 ,80 ,2.5 ,305 ,9.3 ,333 ,100.0 
Retained in grade 7,Hawaii,408 ,1 to 3,0.5 ,89 ,21.8 ,18 ,4.4 ,8 ,2.0 ,32 ,7.8 ,234 ,57.4 ,25 ,6.1 ,32 ,7.8 ,8 ,2.0 ,82 ,20.1 ,50 ,100.0 
Retained in grade 7,Idaho,116 ,5 ,4.3 ,1 to 3,1.7 ,30 ,25.9 ,1 to 3,1.7 ,77 ,66.4 ,0 ,0.0 ,0 ,0.0 ,7 ,6.0 ,1 to 3,1.7 ,9 ,7.8 ,45 ,100.0 
Retained in grade 7,Illinois,585 ,1 to 3,0.3 ,1 to 3,0.5 ,93 ,15.9 ,208 ,35.6 ,251 ,42.9 ,0 ,0.0 ,28 ,4.8 ,78 ,13.3 ,13 ,2.2 ,29 ,5.0 ,218 ,100.0 
Retained in grade 7,Indiana,198 ,0 ,0.0 ,1 to 3,1.0 ,9 ,4.5 ,50 ,25.3 ,122 ,61.6 ,0 ,0.0 ,15 ,7.6 ,41 ,20.7 ,5 ,2.5 ,9 ,4.5 ,87 ,100.0 
Retained in grade 7,Iowa,24 ,1 to 3,8.3 ,1 to 3,8.3 ,1 to 3,8.3 ,1 to 3,8.3 ,16 ,66.7 ,0 ,0.0 ,0 ,0.0 ,5 ,20.8 ,0 ,0.0 ,1 to 3,8.3 ,20 ,100.0 
