,"Number and percentage of public school female students retained in grade 7, by race/ethnicity, disability status, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Retained in grade 7,United States,"11,117 ",113 ,1.0 ,120 ,1.1 ,"2,366 ",21.3 ,"4,803 ",43.2 ,"3,325 ",29.9 ,113 ,1.0 ,277 ,2.5 ,"1,214 ",10.9 ,356 ,3.2 ,874 ,7.9 ,"7,328 ",100.0 
Retained in grade 7,Alabama,455 ,1 to 3,0.4 ,1 to 3,0.4 ,13 ,2.9 ,226 ,49.7 ,207 ,45.5 ,0 ,0.0 ,5 ,1.1 ,26 ,5.7 ,1 to 3,0.7 ,8 ,1.8 ,246 ,100.0 
Retained in grade 7,Alaska,12 ,8 ,66.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,16.7 ,1 to 3,16.7 ,0 ,0.0 ,0 ,0.0 ,1 to 3,25.0 ,0 ,0.0 ,4 ,33.3 ,45 ,100.0 
Retained in grade 7,Arizona,136 ,6 ,4.4 ,6 ,4.4 ,51 ,37.5 ,8 ,5.9 ,61 ,44.9 ,1 to 3,0.7 ,1 to 3,2.2 ,8 ,5.9 ,1 to 3,0.7 ,6 ,4.4 ,137 ,100.0 
Retained in grade 7,Arkansas,67 ,1 to 3,1.5 ,0 ,0.0 ,1 to 3,4.5 ,41 ,61.2 ,21 ,31.3 ,1 to 3,1.5 ,0 ,0.0 ,1 to 3,4.5 ,1 to 3,1.5 ,1 to 3,3.0 ,77 ,100.0 
Retained in grade 7,California,95 ,4 ,4.2 ,8 ,8.4 ,48 ,50.5 ,17 ,17.9 ,15 ,15.8 ,1 to 3,1.1 ,1 to 3,2.1 ,11 ,11.6 ,1 to 3,3.2 ,20 ,21.1 ,180 ,100.0 
Retained in grade 7,Colorado,75 ,1 to 3,1.3 ,0 ,0.0 ,46 ,61.3 ,5 ,6.7 ,23 ,30.7 ,0 ,0.0 ,0 ,0.0 ,11 ,14.7 ,1 to 3,2.7 ,20 ,26.7 ,99 ,100.0 
Retained in grade 7,Connecticut,57 ,1 to 3,1.8 ,1 to 3,1.8 ,18 ,31.6 ,26 ,45.6 ,9 ,15.8 ,0 ,0.0 ,1 to 3,3.5 ,6 ,10.5 ,1 to 3,5.3 ,5 ,8.8 ,59 ,100.0 
Retained in grade 7,Delaware,42 ,0 ,0.0 ,0 ,0.0 ,4 ,9.5 ,22 ,52.4 ,16 ,38.1 ,0 ,0.0 ,0 ,0.0 ,6 ,14.3 ,1 to 3,4.8 ,0 ,0.0 ,26 ,100.0 
Retained in grade 7,District of Columbia,28 ,1 to 3,3.6 ,0 ,0.0 ,1 to 3,7.1 ,25 ,89.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4 ,14.3 ,0 ,0.0 ,1 to 3,7.1 ,22 ,100.0 
Retained in grade 7,Florida,"1,093 ",1 to 3,0.3 ,1 to 3,0.3 ,274 ,25.1 ,407 ,37.2 ,364 ,33.3 ,1 to 3,0.3 ,39 ,3.6 ,183 ,16.7 ,73 ,6.7 ,93 ,8.5 ,488 ,100.0 
Retained in grade 7,Georgia,"1,310 ",0 ,0.0 ,25 ,1.9 ,218 ,16.6 ,853 ,65.1 ,184 ,14.0 ,1 to 3,0.2 ,28 ,2.1 ,160 ,12.2 ,20 ,1.5 ,131 ,10.0 ,333 ,100.0 
