,2000,2000,,2015,2015,,
,Income,Received,,Income,Received,,2000-2015
County,Tax Filers,EITC,Percentage,Tax Filers,EITC,Percentage,Change
Adair,"3,193",295,9.20%,"3,450",510,14.80%,60.00%
Adams,"1,821",223,12.20%,"1,830",320,17.50%,42.80%
Allamakee,"6,527",787,12.10%,"6,690","1,000",14.90%,24.00%
Appanoose,"5,786",936,16.20%,"5,520","1,130",20.50%,26.50%
Audubon,"2,885",337,11.70%,"2,820",390,13.80%,18.40%
Benton,"11,032",927,8.40%,"12,010","1,400",11.70%,38.70%
Black Hawk,"55,541","7,144",12.90%,"59,950","10,200",17.00%,32.30%
Boone,"11,398","1,029",9.00%,"12,670","1,580",12.50%,38.10%
Bremer,"10,789",772,7.20%,"10,970","1,090",9.90%,38.90%
Buchanan,"9,727",962,9.90%,"9,480","1,220",12.90%,30.10%
Buena Vista,"8,929","1,148",12.90%,"9,770","2,000",20.50%,59.20%
Butler,"7,205",661,9.20%,"6,820",900,13.20%,43.80%
Calhoun,"5,156",562,10.90%,"4,610",670,14.50%,33.30%
Carroll,"10,652","1,002",9.40%,"10,210","1,320",12.90%,37.40%
Cass,"6,961",892,12.80%,"6,390","1,150",18.00%,40.40%
Cedar,"7,885",608,7.70%,"8,840","1,040",11.80%,52.60%
Cerro Gordo,"21,242","2,466",11.60%,"21,050","3,340",15.90%,36.70%
Cherokee,"6,024",617,10.20%,"5,670",870,15.30%,49.80%
Chickasaw,"6,282",657,10.50%,"5,780",710,12.30%,17.50%
Clarke,"3,873",559,14.40%,"4,330",810,18.70%,29.60%
Clay,"8,048",840,10.40%,"8,160","1,200",14.70%,40.90%
Clayton,"8,646",974,11.30%,"8,360","1,170",14.00%,24.20%
Clinton,"22,755","2,926",12.90%,"22,590","3,940",17.40%,35.60%
Crawford,"7,375","1,031",14.00%,"7,860","1,330",16.90%,21.00%
Dallas,"16,903","1,470",8.70%,"38,320","3,380",8.80%,1.40%
Davis,"3,447",410,11.90%,"3,540",530,15.00%,25.90%
Decatur,"3,316",551,16.60%,"3,140",680,21.70%,30.30%
Delaware,"7,726",794,10.30%,"8,340","1,080",12.90%,26.00%
Des Moines,"19,085","2,497",13.10%,"19,310","3,570",18.50%,41.30%
Dickinson,"8,406",763,9.10%,"8,910",980,11.00%,21.20%
Dubuque,"42,576","4,103",9.60%,"47,450","6,560",13.80%,43.50%
Emmet,"4,998",595,11.90%,"4,520",730,16.20%,35.70%
Fayette,"9,041","1,131",12.50%,"8,980","1,490",16.60%,32.60%
Floyd,"7,453",923,12.40%,"7,350","1,140",15.50%,25.20%
Franklin,"4,162",483,11.60%,"4,660",700,15.00%,29.40%
Fremont,"3,502",425,12.10%,"3,190",480,15.00%,24.00%
Greene,"4,517",540,12.00%,"4,290",740,17.20%,44.30%
Grundy,"5,258",406,7.70%,"5,710",600,10.50%,36.10%
Guthrie,"5,254",551,10.50%,"5,030",710,14.10%,34.60%
Hamilton,"7,317",749,10.20%,"7,170","1,070",14.90%,45.80%
Hancock,"5,076",507,10.00%,"5,280",700,13.30%,32.70%
Hardin,"9,284",986,10.60%,"7,930","1,180",14.90%,40.10%
Harrison,"6,935",767,11.10%,"6,710",980,14.60%,32.10%
Henry,"9,140","1,013",11.10%,"8,880","1,520",17.10%,54.40%
Howard,"5,236",503,9.60%,"4,590",670,14.60%,51.90%
Humboldt,"5,175",491,9.50%,"4,540",630,13.90%,46.30%
Ida,"3,499",370,10.60%,"3,370",460,13.60%,29.10%
Iowa,"7,693",518,6.70%,"8,050",880,10.90%,62.40%
Jackson,"9,502","1,136",12.00%,"9,540","1,480",15.50%,29.80%
Jasper,"16,343","1,411",8.60%,"16,720","2,500",15.00%,73.20%
Jefferson,"7,023",996,14.20%,"7,410","1,360",18.40%,29.40%
Johnson,"49,038","3,479",7.10%,"64,670","7,590",11.70%,65.40%
Jones,"8,429",864,10.30%,"9,090","1,250",13.80%,34.20%
Keokuk,"5,482",679,12.40%,"4,560",740,16.20%,31.00%
,Income,Received,,Income,Received,,2000-2015
County,Tax Filers,EITC,Percentage,Tax Filers,EITC,Percentage,Change
Kossuth,"7,659",813,10.60%,"7,590",900,11.90%,11.70%
Lee,"16,630","2,169",13.00%,"15,810","2,910",18.40%,41.10%
Linn,"92,561","7,608",8.20%,"106,870","14,930",14.00%,70.00%
Louisa,"5,089",683,13.40%,"5,130",890,17.30%,29.30%
Lucas,"4,010",510,12.70%,"3,950",680,17.20%,35.40%
Lyon,"5,107",459,9.00%,"5,240",610,11.60%,29.50%
Madison,"6,133",548,8.90%,"7,200",820,11.40%,27.50%
Mahaska,"9,173",979,10.70%,"9,710","1,590",16.40%,53.40%
Marion,"14,568","1,083",7.40%,"14,840","1,770",11.90%,60.40%
Marshall,"17,740","2,211",12.50%,"18,120","3,210",17.70%,42.10%
Mills,"6,319",612,9.70%,"6,750",870,12.90%,33.10%
Mitchell,"4,416",417,9.40%,"4,810",570,11.90%,25.50%
Monona,"4,365",610,14.00%,"4,160",660,15.90%,13.50%
Monroe,"3,278",396,12.10%,"3,470",510,14.70%,21.70%
Montgomery,"5,285",685,13.00%,"4,820",890,18.50%,42.50%
Muscatine,"19,933","2,374",11.90%,"20,690","3,660",17.70%,48.50%
O'Brien,"7,224",707,9.80%,"6,730",940,14.00%,42.70%
Osceola,"3,046",306,10.00%,"2,960",410,13.90%,37.90%
Page,"7,211",818,11.30%,"6,570","1,080",16.40%,44.90%
Palo Alto,"4,742",531,11.20%,"4,280",630,14.70%,31.50%
Plymouth,"11,248",922,8.20%,"12,270","1,440",11.70%,43.20%
Pocahontas,"3,510",385,11.00%,"3,400",530,15.60%,42.10%
Polk,"178,946","17,093",9.60%,"225,010","32,430",14.40%,50.90%
Pottawattamie,"40,343","5,011",12.40%,"43,020","7,440",17.30%,39.20%
Poweshiek,"8,801",763,8.70%,"8,250","1,130",13.70%,58.00%
Ringgold,"2,086",302,14.50%,"2,040",340,16.70%,15.10%
Sac,"5,096",628,12.30%,"4,790",680,14.20%,15.20%
Scott,"74,616","8,906",11.90%,"81,930","13,750",16.80%,40.60%
Shelby,"5,413",567,10.50%,"5,810",730,12.60%,20.00%
Sioux,"13,216",956,7.20%,"14,580","1,460",10.00%,38.40%
Story,"33,828","2,068",6.10%,"37,020","3,630",9.80%,60.40%
Tama,"8,669",896,10.30%,"8,350","1,300",15.60%,50.60%
Taylor,"3,082",431,14.00%,"2,790",520,18.60%,33.30%
Union,"5,888",763,13.00%,"5,610","1,010",18.00%,38.90%
Van Buren,"3,678",518,14.10%,"3,150",550,17.50%,24.00%
Wapello,"15,360","2,440",15.90%,"15,660","3,300",21.10%,32.70%
Warren,"18,225","1,391",7.60%,"22,690","2,420",10.70%,39.70%
Washington,"10,400",962,9.30%,"10,480","1,470",14.00%,51.60%
