,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number and percentage of public school students with disabilities receiving disciplinary actions by gender and race/ethnicity, for state: School Year 2011-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Discipline,Gender,Students With Disabilities,,Students With Disabilities Served Only Under Section 504,,Students  With Disabilities Served Under  IDEA,,Race/Ethnicity of Students With Disabilities Served Under IDEA1,,,,,,,,,,,,,,English Language Learners With Disabilities ,,Number of Schoolsa,Percent of Schools Reporting ,,,,,,,,,,,,,,,,
,,,,,,,,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,,,,,,,,,,,,,
,,,,Number,Percent2,Number,Percent2,Number,Percent2,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent2,,,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,13 ,86.7 ,1-3 ,13.3 ,11 ,73.3 ,0 ,0.0 ,0 ,0.0 ,1-3 ,15.4 ,1-3 ,15.4 ,7 ,53.8 ,0 ,0.0 ,0 ,0.0 ,1-3 ,13.3 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Corporal punishment,Female,1-3 ,13.3 ,0 ,0.0 ,1-3 ,13.3 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1-3 ,15.4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,15 ,100.0 ,1-3 ,13.3 ,13 ,86.7 ,0 ,0.0 ,0 ,0.0 ,1-3 ,15.4 ,1-3 ,15.4 ,9 ,69.2 ,0 ,0.0 ,0 ,0.0 ,1-3 ,13.3 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,"3,589 ",78.1 ,76 ,1.7 ,"3,513 ",76.5 ,70 ,1.6 ,24 ,0.5 ,554 ,12.3 ,582 ,12.9 ,"2,108 ",46.8 ,8 ,0.2 ,167 ,3.7 ,260 ,5.7 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,One or more in-school suspensions,Female,"1,006 ",21.9 ,12 ,0.3 ,994 ,21.6 ,20 ,0.4 ,9 ,0.2 ,204 ,4.5 ,189 ,4.2 ,526 ,11.7 ,1-3 ,0.0 ,44 ,1.0 ,98 ,2.1 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,"4,595 ",100.0 ,88 ,1.9 ,"4,507 ",98.1 ,90 ,2.0 ,33 ,0.7 ,758 ,16.8 ,771 ,17.1 ,"2,634 ",58.4 ,10 ,0.2 ,211 ,4.7 ,358 ,7.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,"1,845 ",77.7 ,32 ,1.3 ,"1,813 ",76.4 ,36 ,1.5 ,12 ,0.5 ,277 ,11.9 ,346 ,14.8 ,"1,049 ",44.9 ,1-3 ,0.1 ,91 ,3.9 ,134 ,5.6 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Only one out-of-school suspension,Female,528 ,22.3 ,7 ,0.3 ,521 ,22.0 ,5 ,0.2 ,1-3 ,0.1 ,117 ,5.0 ,134 ,5.7 ,241 ,10.3 ,0 ,0.0 ,22 ,0.9 ,57 ,2.4 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,"2,373 ",100.0 ,39 ,1.6 ,"2,334 ",98.4 ,41 ,1.8 ,14 ,0.6 ,394 ,16.9 ,480 ,20.6 ,"1,290 ",55.3 ,1-3 ,0.1 ,113 ,4.8 ,191 ,8.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,"1,681 ",78.7 ,20 ,0.9 ,"1,661 ",77.8 ,26 ,1.2 ,10 ,0.5 ,246 ,11.6 ,472 ,22.3 ,814 ,38.5 ,1-3 ,0.1 ,91 ,4.3 ,128 ,6.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,More than one out-of-school suspension,Female,455 ,21.3 ,4 ,0.2 ,451 ,21.1 ,9 ,0.4 ,1-3 ,0.1 ,76 ,3.6 ,172 ,8.1 ,170 ,8.0 ,0 ,0.0 ,22 ,1.0 ,39 ,1.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,"2,136 ",100.0 ,24 ,1.1 ,"2,112 ",98.9 ,35 ,1.7 ,12 ,0.6 ,322 ,15.2 ,644 ,30.5 ,984 ,46.6 ,1-3 ,0.1 ,113 ,5.4 ,167 ,7.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,"3,520 ",78.3 ,52 ,1.2 ,"3,468 ",77.1 ,61 ,1.4 ,22 ,0.5 ,528 ,11.9 ,816 ,18.4 ,"1,855 ",41.8 ,4 ,0.1 ,182 ,4.1 ,263 ,5.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,One or more out-of-school suspensions,Female,977 ,21.7 ,11 ,0.2 ,966 ,21.5 ,14 ,0.3 ,4 ,0.1 ,191 ,4.3 ,303 ,6.8 ,409 ,9.2 ,0 ,0.0 ,45 ,1.0 ,98 ,2.2 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,"4,497 ",100.0 ,63 ,1.4 ,"4,434 ",98.6 ,75 ,1.7 ,26 ,0.6 ,719 ,16.2 ,"1,119 ",25.2 ,"2,264 ",51.1 ,4 ,0.1 ,227 ,5.1 ,361 ,8.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,163 ,87.2 ,0 ,0.0 ,163 ,87.2 ,13 ,7.0 ,0 ,0.0 ,16 ,8.6 ,54 ,28.9 ,75 ,40.1 ,0 ,0.0 ,5 ,2.7 ,5 ,2.7 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Expulsions with educational services,Female,24 ,12.8 ,0 ,0.0 ,24 ,12.8 ,1-3 ,1.1 ,0 ,0.0 ,1-3 ,1.1 ,6 ,3.2 ,12 ,6.4 ,0 ,0.0 ,1-3 ,1.1 ,0 ,0.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,187 ,100.0 ,0 ,0.0 ,187 ,100.0 ,15 ,8.0 ,0 ,0.0 ,18 ,9.6 ,60 ,32.1 ,87 ,46.5 ,0 ,0.0 ,7 ,3.7 ,5 ,2.7 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,27 ,77.1 ,1-3 ,5.7 ,25 ,71.4 ,1-3 ,6.5 ,0 ,0.0 ,4 ,12.9 ,5 ,16.1 ,12 ,38.7 ,0 ,0.0 ,1-3 ,6.5 ,1-3 ,5.7 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Expulsions without educational services,Female,8 ,22.9 ,1-3 ,5.7 ,6 ,17.1 ,0 ,0.0 ,0 ,0.0 ,1-3 ,6.5 ,1-3 ,6.5 ,1-3 ,6.5 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,35 ,100.0 ,4 ,11.4 ,31 ,88.6 ,1-3 ,6.5 ,0 ,0.0 ,6 ,19.4 ,7 ,22.6 ,14 ,45.2 ,0 ,0.0 ,1-3 ,6.5 ,1-3 ,5.7 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,187 ,86.2 ,1-3 ,0.9 ,185 ,85.3 ,14 ,6.6 ,0 ,0.0 ,20 ,9.4 ,59 ,27.7 ,85 ,39.9 ,0 ,0.0 ,7 ,3.3 ,6 ,2.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Expulsions with or without educational services,Female,30 ,13.8 ,1-3 ,0.9 ,28 ,12.9 ,1-3 ,0.9 ,0 ,0.0 ,1-3 ,0.9 ,7 ,3.3 ,15 ,7.0 ,0 ,0.0 ,1-3 ,0.9 ,0 ,0.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,217 ,100.0 ,4 ,1.8 ,213 ,98.2 ,16 ,7.5 ,0 ,0.0 ,22 ,10.3 ,66 ,31.0 ,100 ,46.9 ,0 ,0.0 ,9 ,4.2 ,6 ,2.8 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,77 ,77.8 ,0 ,0.0 ,77 ,77.8 ,1-3 ,2.0 ,0 ,0.0 ,9 ,9.1 ,18 ,18.2 ,38 ,38.4 ,0 ,0.0 ,10 ,10.1 ,1-3 ,2.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Expulsions under zero-tolerance policies,Female,22 ,22.2 ,0 ,0.0 ,22 ,22.2 ,1-3 ,2.0 ,0 ,0.0 ,1-3 ,2.0 ,5 ,5.1 ,11 ,11.1 ,0 ,0.0 ,1-3 ,2.0 ,0 ,0.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,99 ,100.0 ,0 ,0.0 ,99 ,100.0 ,4 ,4.0 ,0 ,0.0 ,11 ,11.1 ,23 ,23.2 ,49 ,49.5 ,0 ,0.0 ,12 ,12.1 ,1-3 ,2.0 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,525 ,83.2 ,12 ,1.9 ,513 ,81.3 ,4 ,0.7 ,4 ,0.7 ,68 ,11.1 ,136 ,22.1 ,267 ,43.5 ,0 ,0.0 ,34 ,5.5 ,10 ,1.6 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,Referral to law enforcement,Female,106 ,16.8 ,5 ,0.8 ,101 ,16.0 ,0 ,0.0 ,0 ,0.0 ,16 ,2.6 ,22 ,3.6 ,52 ,8.5 ,0 ,0.0 ,11 ,1.8 ,1-3 ,0.3 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,631 ,100.0 ,17 ,2.7 ,614 ,97.3 ,4 ,0.7 ,4 ,0.7 ,84 ,13.7 ,158 ,25.7 ,319 ,52.0 ,0 ,0.0 ,45 ,7.3 ,12 ,1.9 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Male,354 ,74.4 ,4 ,0.8 ,350 ,73.5 ,9 ,1.9 ,6 ,1.3 ,56 ,11.9 ,62 ,13.2 ,170 ,36.2 ,0 ,0.0 ,47 ,10.0 ,16 ,3.4 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,School-related arrests,Female,122 ,25.6 ,1-3 ,0.4 ,120 ,25.2 ,1-3 ,0.4 ,0 ,0.0 ,22 ,4.7 ,27 ,5.7 ,57 ,12.1 ,0 ,0.0 ,12 ,2.6 ,6 ,1.3 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
Disciplinary Actions,Kansas,,Total,476 ,100.0 ,6 ,1.3 ,470 ,98.7 ,11 ,2.3 ,6 ,1.3 ,78 ,16.6 ,89 ,18.9 ,227 ,48.3 ,0 ,0.0 ,59 ,12.6 ,22 ,4.6 ,"1,389 ",99.9 ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
