,"Number and percentage of public school male students with and without disabilities subjected to physical restraint, by race/ethnicity, whether with disabilities served under IDEA or Section 504, and English proficiency, by state: School Year 2013-14",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,State,Total Students,Race/Ethnicity,,,,,,,,,,,,,,Students With Disabilities Served Under IDEA,,Students With Disabilities Served Only Under Section 504,,English Language Learners,,Number of Schools,Percent of Schools Reporting 
,,,"American Indian or
Alaska Native",,Asian,,Hispanic or Latino of any race,,Black or African American,,White,,Native Hawaiian or Other Pacific Islander,,Two or more races,,,,,,,,,
,,,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent ,Number,Percent,Number,Percent,Number,Percent,,
Physical restraint,United States,"38,354 ",446 ,1.2 ,393 ,1.0 ,"4,759 ",12.5 ,"9,195 ",24.2 ,"21,712 ",57.1 ,40 ,0.1 ,"1,499 ",3.9 ,"29,547 ",99.0 ,310 ,1.0 ,"1,063 ",2.8 ,"95,507 ",99.4 
Physical restraint,Alabama,648 ,0 ,0.0 ,1 to 3,0.5 ,13 ,2.0 ,313 ,48.6 ,303 ,47.0 ,0 ,0.0 ,12 ,1.9 ,469 ,99.2 ,4 ,0.8 ,17 ,2.6 ,"1,397 ",97.0 
Physical restraint,Alaska,53 ,23 ,43.4 ,0 ,0.0 ,1 to 3,3.8 ,0 ,0.0 ,27 ,50.9 ,0 ,0.0 ,1 to 3,1.9 ,40 ,100.0 ,0 ,0.0 ,5 ,9.4 ,495 ,100.0 
Physical restraint,Arizona,760 ,32 ,4.2 ,10 ,1.3 ,262 ,34.8 ,107 ,14.2 ,318 ,42.2 ,0 ,0.0 ,24 ,3.2 ,500 ,98.6 ,7 ,1.4 ,15 ,2.0 ,"1,913 ",99.2 
Physical restraint,Arkansas,107 ,0 ,0.0 ,1 to 3,1.9 ,9 ,8.7 ,31 ,29.8 ,61 ,58.7 ,0 ,0.0 ,1 to 3,1.0 ,52 ,94.5 ,1 to 3,5.5 ,0 ,0.0 ,"1,085 ",100.0 
Physical restraint,California,"1,456 ",23 ,1.6 ,71 ,4.9 ,492 ,34.0 ,283 ,19.5 ,534 ,36.9 ,7 ,0.5 ,38 ,2.6 ,"1,248 ",99.4 ,8 ,0.6 ,138 ,9.5 ,"9,883 ",99.8 
Physical restraint,Colorado,408 ,6 ,1.5 ,5 ,1.2 ,144 ,35.4 ,72 ,17.7 ,165 ,40.5 ,1 to 3,0.2 ,14 ,3.4 ,298 ,99.7 ,1 to 3,0.3 ,30 ,7.4 ,"1,841 ",100.0 
Physical restraint,Connecticut,"1,158 ",1 to 3,0.1 ,11 ,1.0 ,232 ,20.3 ,294 ,25.7 ,565 ,49.4 ,0 ,0.0 ,40 ,3.5 ,992 ,98.5 ,15 ,1.5 ,35 ,3.0 ,"1,140 ",100.0 
Physical restraint,Delaware,59 ,0 ,0.0 ,1 to 3,3.4 ,4 ,6.8 ,15 ,25.4 ,36 ,61.0 ,0 ,0.0 ,1 to 3,3.4 ,51 ,100.0 ,0 ,0.0 ,0 ,0.0 ,227 ,100.0 
Physical restraint,District of Columbia,64 ,0 ,0.0 ,0 ,0.0 ,6 ,9.4 ,53 ,82.8 ,4 ,6.3 ,0 ,0.0 ,1 to 3,1.6 ,31 ,100.0 ,0 ,0.0 ,5 ,7.8 ,204 ,100.0 
Physical restraint,Florida,792 ,1 to 3,0.4 ,5 ,0.6 ,127 ,16.2 ,221 ,28.2 ,370 ,47.3 ,1 to 3,0.3 ,55 ,7.0 ,457 ,98.1 ,9 ,1.9 ,31 ,3.9 ,"3,954 ",100.0 
Physical restraint,Georgia,947 ,4 ,0.4 ,5 ,0.5 ,38 ,4.0 ,440 ,46.7 ,413 ,43.8 ,0 ,0.0 ,43 ,4.6 ,781 ,99.5 ,4 ,0.5 ,9 ,1.0 ,"2,444 ",99.8 
Physical restraint,Hawaii,4 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,1 to 3,50.0 ,1 to 3,50.0 ,0 ,0.0 ,1 to 3,100.0 ,0 ,0.0 ,0 ,0.0 ,287 ,100.0 
Physical restraint,Idaho,151 ,6 ,4.0 ,1 to 3,1.3 ,18 ,11.9 ,4 ,2.6 ,118 ,78.1 ,0 ,0.0 ,1 to 3,2.0 ,77 ,100.0 ,0 ,0.0 ,6 ,4.0 ,715 ,100.0 
Physical restraint,Illinois,"1,886 ",0 ,0.0 ,22 ,1.2 ,163 ,8.7 ,540 ,28.7 ,"1,090 ",57.9 ,1 to 3,0.1 ,64 ,3.4 ,"1,673 ",99.7 ,5 ,0.3 ,44 ,2.3 ,"4,134 ",100.0 
Physical restraint,Indiana,959 ,1 to 3,0.1 ,7 ,0.7 ,40 ,4.2 ,187 ,19.6 ,667 ,70.1 ,0 ,0.0 ,50 ,5.3 ,772 ,99.1 ,7 ,0.9 ,15 ,1.6 ,"1,864 ",100.0 
Physical restraint,Iowa,"1,145 ",7 ,0.6 ,4 ,0.3 ,52 ,4.5 ,255 ,22.3 ,780 ,68.2 ,1 to 3,0.2 ,43 ,3.8 ,828 ,99.8 ,1 to 3,0.2 ,24 ,2.1 ,"1,424 ",100.0 
Physical restraint,Kansas,790 ,9 ,1.2 ,8 ,1.0 ,65 ,8.4 ,76 ,9.8 ,563 ,72.5 ,0 ,0.0 ,56 ,7.2 ,602 ,97.9 ,13 ,2.1 ,23 ,2.9 ,"1,396 ",99.9 
Physical restraint,Kentucky,"2,270 ",1 to 3,0.0 ,4 ,0.2 ,121 ,5.3 ,480 ,21.2 ,"1,505 ",66.5 ,0 ,0.0 ,151 ,6.7 ,"1,393 ",99.4 ,8 ,0.6 ,27 ,1.2 ,"1,422 ",100.0 
